"county","precinct","district","office","party","candidate","votes"
"Garden","Absentee/Early Vote",NA,"President","DEM","Hillary Clinton",0
"Garden","Blue Creek",NA,"President","DEM","Hillary Clinton",48
"Garden","Countywide",NA,"President","DEM","Hillary Clinton",0
"Garden","Lisco",NA,"President","DEM","Hillary Clinton",12
"Garden","Lost Creek",NA,"President","DEM","Hillary Clinton",49
"Garden","New/Former Resident",NA,"President","DEM","Hillary Clinton",0
"Garden","Oshkosh 1",NA,"President","DEM","Hillary Clinton",44
"Garden","Absentee/Early Vote",NA,"President","LIB","Gary Johnson",0
"Garden","Blue Creek",NA,"President","LIB","Gary Johnson",9
"Garden","Countywide",NA,"President","LIB","Gary Johnson",0
"Garden","Lisco",NA,"President","LIB","Gary Johnson",4
"Garden","Lost Creek",NA,"President","LIB","Gary Johnson",17
"Garden","New/Former Resident",NA,"President","LIB","Gary Johnson",0
"Garden","Oshkosh 1",NA,"President","LIB","Gary Johnson",9
"Garden","Absentee/Early Vote",NA,"President","","Jill Stein",0
"Garden","Blue Creek",NA,"President","","Jill Stein",0
"Garden","Countywide",NA,"President","","Jill Stein",0
"Garden","Lisco",NA,"President","","Jill Stein",1
"Garden","Lost Creek",NA,"President","","Jill Stein",1
"Garden","New/Former Resident",NA,"President","","Jill Stein",0
"Garden","Oshkosh 1",NA,"President","","Jill Stein",0
"Garden","Absentee/Early Vote",NA,"President","REP","Donald J. Trump",0
"Garden","Blue Creek",NA,"President","REP","Donald J. Trump",243
"Garden","Countywide",NA,"President","REP","Donald J. Trump",0
"Garden","Lisco",NA,"President","REP","Donald J. Trump",92
"Garden","Lost Creek",NA,"President","REP","Donald J. Trump",311
"Garden","New/Former Resident",NA,"President","REP","Donald J. Trump",1
"Garden","Oshkosh 1",NA,"President","REP","Donald J. Trump",222
"Garden","Absentee/Early Vote",3,"U.S. House","REP","Adrian Smith",0
"Garden","Blue Creek",3,"U.S. House","REP","Adrian Smith",271
"Garden","Countywide",3,"U.S. House","REP","Adrian Smith",0
"Garden","Lisco",3,"U.S. House","REP","Adrian Smith",89
"Garden","Lost Creek",3,"U.S. House","REP","Adrian Smith",342
"Garden","New/Former Resident",3,"U.S. House","REP","Adrian Smith",0
"Garden","Oshkosh 1",3,"U.S. House","REP","Adrian Smith",240
"Garden","Absentee/Early Vote",47,"State Legislature","","Karl Elmshaeuser",0
"Garden","Blue Creek",47,"State Legislature","","Karl Elmshaeuser",75
"Garden","Countywide",47,"State Legislature","","Karl Elmshaeuser",0
"Garden","Lisco",47,"State Legislature","","Karl Elmshaeuser",15
"Garden","Lost Creek",47,"State Legislature","","Karl Elmshaeuser",93
"Garden","New/Former Resident",47,"State Legislature","","Karl Elmshaeuser",0
"Garden","Oshkosh 1",47,"State Legislature","","Karl Elmshaeuser",53
"Garden","Absentee/Early Vote",47,"State Legislature","","Steve Erdman",0
"Garden","Blue Creek",47,"State Legislature","","Steve Erdman",207
"Garden","Countywide",47,"State Legislature","","Steve Erdman",0
"Garden","Lisco",47,"State Legislature","","Steve Erdman",84
"Garden","Lost Creek",47,"State Legislature","","Steve Erdman",265
"Garden","New/Former Resident",47,"State Legislature","","Steve Erdman",0
"Garden","Oshkosh 1",47,"State Legislature","","Steve Erdman",205
