county,precinct,district,office,party,candidate,votes
Douglas,01~01,,Ballots Cast,,,1277
Douglas,01~02,,Ballots Cast,,,782
Douglas,01~03,,Ballots Cast,,,1527
Douglas,01~04,,Ballots Cast,,,1122
Douglas,01~05,,Ballots Cast,,,1119
Douglas,01~06,,Ballots Cast,,,1140
Douglas,01~07,,Ballots Cast,,,1242
Douglas,01~08,,Ballots Cast,,,1286
Douglas,01~09,,Ballots Cast,,,836
Douglas,01~10,,Ballots Cast,,,611
Douglas,01~11,,Ballots Cast,,,955
Douglas,01~12,,Ballots Cast,,,110
Douglas,01~13,,Ballots Cast,,,1397
Douglas,01~14,,Ballots Cast,,,1560
Douglas,01~15,,Ballots Cast,,,1428
Douglas,01~16,,Ballots Cast,,,863
Douglas,01~17,,Ballots Cast,,,1165
Douglas,01~18,,Ballots Cast,,,1593
Douglas,01~19,,Ballots Cast,,,1236
Douglas,01~20,,Ballots Cast,,,1051
Douglas,01~21,,Ballots Cast,,,1180
Douglas,01~22,,Ballots Cast,,,1003
Douglas,01~23,,Ballots Cast,,,1013
Douglas,01~24,,Ballots Cast,,,931
Douglas,01~25,,Ballots Cast,,,869
Douglas,02~01,,Ballots Cast,,,865
Douglas,02~02,,Ballots Cast,,,848
Douglas,02~03,,Ballots Cast,,,1090
Douglas,02~04,,Ballots Cast,,,744
Douglas,02~05,,Ballots Cast,,,671
Douglas,02~06,,Ballots Cast,,,746
Douglas,02~07,,Ballots Cast,,,703
Douglas,02~08,,Ballots Cast,,,710
Douglas,02~09,,Ballots Cast,,,736
Douglas,02~10,,Ballots Cast,,,738
Douglas,02~11,,Ballots Cast,,,1029
Douglas,02~12,,Ballots Cast,,,1083
Douglas,02~13,,Ballots Cast,,,577
Douglas,02~14,,Ballots Cast,,,976
Douglas,02~15,,Ballots Cast,,,924
Douglas,02~16,,Ballots Cast,,,762
Douglas,02~17,,Ballots Cast,,,844
Douglas,02~18,,Ballots Cast,,,233
Douglas,02~19,,Ballots Cast,,,694
Douglas,02~20,,Ballots Cast,,,647
Douglas,02~21,,Ballots Cast,,,747
Douglas,02~22,,Ballots Cast,,,531
Douglas,02~23,,Ballots Cast,,,744
Douglas,03~01,,Ballots Cast,,,87
Douglas,03~02,,Ballots Cast,,,939
Douglas,03~03,,Ballots Cast,,,1136
Douglas,03~04,,Ballots Cast,,,1443
Douglas,03~05,,Ballots Cast,,,913
Douglas,03~06,,Ballots Cast,,,944
Douglas,03~07,,Ballots Cast,,,1187
Douglas,03~08,,Ballots Cast,,,1098
Douglas,03~09,,Ballots Cast,,,1322
Douglas,03~10,,Ballots Cast,,,664
Douglas,03~11,,Ballots Cast,,,985
Douglas,03~12,,Ballots Cast,,,954
Douglas,03~13,,Ballots Cast,,,988
Douglas,03~14,,Ballots Cast,,,1258
Douglas,03~15,,Ballots Cast,,,1493
Douglas,03~16,,Ballots Cast,,,1700
Douglas,03~17,,Ballots Cast,,,1143
Douglas,03~18,,Ballots Cast,,,849
Douglas,03~19,,Ballots Cast,,,1124
Douglas,03~20,,Ballots Cast,,,1413
Douglas,03~21,,Ballots Cast,,,1192
Douglas,04~01,,Ballots Cast,,,714
Douglas,04~02,,Ballots Cast,,,820
Douglas,04~03,,Ballots Cast,,,802
Douglas,04~04,,Ballots Cast,,,997
Douglas,04~05,,Ballots Cast,,,1373
Douglas,04~06,,Ballots Cast,,,1070
Douglas,04~07,,Ballots Cast,,,781
Douglas,04~08,,Ballots Cast,,,1074
Douglas,04~09,,Ballots Cast,,,561
Douglas,04~10,,Ballots Cast,,,892
Douglas,04~11,,Ballots Cast,,,1046
Douglas,04~12,,Ballots Cast,,,1067
Douglas,04~13,,Ballots Cast,,,962
Douglas,04~14,,Ballots Cast,,,551
Douglas,04~15,,Ballots Cast,,,994
Douglas,04~16,,Ballots Cast,,,1016
Douglas,04~17,,Ballots Cast,,,609
Douglas,04~18,,Ballots Cast,,,674
Douglas,05~01,,Ballots Cast,,,1229
Douglas,05~02,,Ballots Cast,,,1334
Douglas,05~03,,Ballots Cast,,,1371
Douglas,05~04,,Ballots Cast,,,949
Douglas,05~05,,Ballots Cast,,,939
Douglas,05~06,,Ballots Cast,,,903
Douglas,05~07,,Ballots Cast,,,1418
Douglas,05~08,,Ballots Cast,,,1093
Douglas,05~09,,Ballots Cast,,,1271
Douglas,05~10,,Ballots Cast,,,1134
Douglas,05~11,,Ballots Cast,,,1395
Douglas,05~12,,Ballots Cast,,,1244
Douglas,05~13,,Ballots Cast,,,1632
Douglas,05~14,,Ballots Cast,,,1376
Douglas,05~15,,Ballots Cast,,,1245
Douglas,05~16,,Ballots Cast,,,1229
Douglas,05~17,,Ballots Cast,,,968
Douglas,05~18,,Ballots Cast,,,1399
Douglas,05~19,,Ballots Cast,,,1054
Douglas,05~20,,Ballots Cast,,,1161
Douglas,05~21,,Ballots Cast,,,1004
Douglas,05~22,,Ballots Cast,,,1281
Douglas,05~23,,Ballots Cast,,,1199
Douglas,05~24,,Ballots Cast,,,1171
Douglas,05~25,,Ballots Cast,,,1222
Douglas,05~26,,Ballots Cast,,,793
Douglas,05~27,,Ballots Cast,,,871
Douglas,05~28,,Ballots Cast,,,1055
Douglas,05~29,,Ballots Cast,,,928
Douglas,05~30,,Ballots Cast,,,1655
Douglas,05~31,,Ballots Cast,,,867
Douglas,05~32,,Ballots Cast,,,262
Douglas,05~33,,Ballots Cast,,,336
Douglas,06~01,,Ballots Cast,,,1123
Douglas,06~02,,Ballots Cast,,,1182
Douglas,06~03,,Ballots Cast,,,1141
Douglas,06~04,,Ballots Cast,,,1210
Douglas,06~05,,Ballots Cast,,,962
Douglas,06~06,,Ballots Cast,,,993
