"county","precinct","district","office","party","candidate","votes"
"Merrick","New/Former Resident",NA,"President","LIB","Gary Johnson",0
"Merrick","PRAIRIE CREEK",NA,"President","LIB","Gary Johnson",6
"Merrick","PRAIRIE ISLAND",NA,"President","LIB","Gary Johnson",5
"Merrick","SILVER CREEK",NA,"President","LIB","Gary Johnson",16
"Merrick","VIEREGG",NA,"President","LIB","Gary Johnson",7
"Merrick","WARD 1",NA,"President","LIB","Gary Johnson",32
"Merrick","WARD 2",NA,"President","LIB","Gary Johnson",24
"Merrick","Absentee/Early Vote",NA,"President","","Jill Stein",3
"Merrick","CENTRAL",NA,"President","","Jill Stein",1
"Merrick","CHAPMAN",NA,"President","","Jill Stein",1
"Merrick","CLARKSVILLE EAST",NA,"President","","Jill Stein",0
"Merrick","CLARKSVILLE WEST",NA,"President","","Jill Stein",0
"Merrick","Countywide",NA,"President","","Jill Stein",0
"Merrick","LONE TREE NORTH",NA,"President","","Jill Stein",1
"Merrick","LONE TREE SOUTH",NA,"President","","Jill Stein",1
"Merrick","LOUP",NA,"President","","Jill Stein",1
"Merrick","MEAD",NA,"President","","Jill Stein",1
"Merrick","MIDLAND",NA,"President","","Jill Stein",0
"Merrick","New/Former Resident",NA,"President","","Jill Stein",0
"Merrick","PRAIRIE CREEK",NA,"President","","Jill Stein",0
"Merrick","PRAIRIE ISLAND",NA,"President","","Jill Stein",0
"Merrick","SILVER CREEK",NA,"President","","Jill Stein",5
"Merrick","VIEREGG",NA,"President","","Jill Stein",5
"Merrick","WARD 1",NA,"President","","Jill Stein",6
"Merrick","WARD 2",NA,"President","","Jill Stein",4
"Merrick","Absentee/Early Vote",NA,"President","REP","Donald J. Trump",285
"Merrick","CENTRAL",NA,"President","REP","Donald J. Trump",34
"Merrick","CHAPMAN",NA,"President","REP","Donald J. Trump",185
"Merrick","CLARKSVILLE EAST",NA,"President","REP","Donald J. Trump",125
"Merrick","CLARKSVILLE WEST",NA,"President","REP","Donald J. Trump",96
"Merrick","Countywide",NA,"President","REP","Donald J. Trump",0
"Merrick","LONE TREE NORTH",NA,"President","REP","Donald J. Trump",170
"Merrick","LONE TREE SOUTH",NA,"President","REP","Donald J. Trump",85
"Merrick","LOUP",NA,"President","REP","Donald J. Trump",208
"Merrick","MEAD",NA,"President","REP","Donald J. Trump",69
"Merrick","MIDLAND",NA,"President","REP","Donald J. Trump",89
"Merrick","New/Former Resident",NA,"President","REP","Donald J. Trump",0
"Merrick","PRAIRIE CREEK",NA,"President","REP","Donald J. Trump",169
"Merrick","PRAIRIE ISLAND",NA,"President","REP","Donald J. Trump",75
"Merrick","SILVER CREEK",NA,"President","REP","Donald J. Trump",210
"Merrick","VIEREGG",NA,"President","REP","Donald J. Trump",275
"Merrick","WARD 1",NA,"President","REP","Donald J. Trump",426
"Merrick","WARD 2",NA,"President","REP","Donald J. Trump",425
"Merrick","Absentee/Early Vote",3,"U.S. House","REP","Adrian Smith",332
"Merrick","CENTRAL",3,"U.S. House","REP","Adrian Smith",32
"Merrick","CHAPMAN",3,"U.S. House","REP","Adrian Smith",199
"Merrick","CLARKSVILLE EAST",3,"U.S. House","REP","Adrian Smith",126
"Merrick","CLARKSVILLE WEST",3,"U.S. House","REP","Adrian Smith",102
"Merrick","Countywide",3,"U.S. House","REP","Adrian Smith",0
"Merrick","LONE TREE NORTH",3,"U.S. House","REP","Adrian Smith",185
"Merrick","LONE TREE SOUTH",3,"U.S. House","REP","Adrian Smith",80
"Merrick","LOUP",3,"U.S. House","REP","Adrian Smith",235
"Merrick","MEAD",3,"U.S. House","REP","Adrian Smith",75
"Merrick","MIDLAND",3,"U.S. House","REP","Adrian Smith",86
"Merrick","New/Former Resident",3,"U.S. House","REP","Adrian Smith",0
"Merrick","PRAIRIE CREEK",3,"U.S. House","REP","Adrian Smith",173
"Merrick","PRAIRIE ISLAND",3,"U.S. House","REP","Adrian Smith",75
"Merrick","SILVER CREEK",3,"U.S. House","REP","Adrian Smith",216
"Merrick","VIEREGG",3,"U.S. House","REP","Adrian Smith",273
"Merrick","WARD 1",3,"U.S. House","REP","Adrian Smith",498
"Merrick","WARD 2",3,"U.S. House","REP","Adrian Smith",492
