"county","precinct","district","office","party","candidate","votes"
"Butler","1",NA,"President","REP","Donald J. Trump",235
"Butler","3",NA,"President","REP","Donald J. Trump",406
"Butler","5",NA,"President","REP","Donald J. Trump",233
"Butler","7",NA,"President","REP","Donald J. Trump",202
"Butler","9",NA,"President","REP","Donald J. Trump",272
"Butler","11",NA,"President","REP","Donald J. Trump",190
"Butler","13",NA,"President","REP","Donald J. Trump",182
"Butler","15",NA,"President","REP","Donald J. Trump",229
"Butler","18",NA,"President","REP","Donald J. Trump",218
"Butler","19",NA,"President","REP","Donald J. Trump",249
"Butler","20",NA,"President","REP","Donald J. Trump",300
"Butler","early votes",NA,"President","REP","Donald J. Trump",363
"Butler","total",NA,"President","REP","Donald J. Trump",3079
"Butler","1",NA,"President","LIB","Gary Johnson",10
"Butler","3",NA,"President","LIB","Gary Johnson",23
"Butler","5",NA,"President","LIB","Gary Johnson",7
"Butler","7",NA,"President","LIB","Gary Johnson",5
"Butler","9",NA,"President","LIB","Gary Johnson",9
"Butler","11",NA,"President","LIB","Gary Johnson",2
"Butler","13",NA,"President","LIB","Gary Johnson",9
"Butler","15",NA,"President","LIB","Gary Johnson",6
"Butler","18",NA,"President","LIB","Gary Johnson",7
"Butler","19",NA,"President","LIB","Gary Johnson",12
"Butler","20",NA,"President","LIB","Gary Johnson",17
"Butler","early votes",NA,"President","LIB","Gary Johnson",22
"Butler","total",NA,"President","LIB","Gary Johnson",129
"Butler","1",NA,"President","DEM","Hillary Clinton",55
"Butler","3",NA,"President","DEM","Hillary Clinton",70
"Butler","5",NA,"President","DEM","Hillary Clinton",49
"Butler","7",NA,"President","DEM","Hillary Clinton",35
"Butler","9",NA,"President","DEM","Hillary Clinton",66
"Butler","11",NA,"President","DEM","Hillary Clinton",23
"Butler","13",NA,"President","DEM","Hillary Clinton",32
"Butler","15",NA,"President","DEM","Hillary Clinton",51
"Butler","18",NA,"President","DEM","Hillary Clinton",50
"Butler","19",NA,"President","DEM","Hillary Clinton",70
"Butler","20",NA,"President","DEM","Hillary Clinton",66
"Butler","early votes",NA,"President","DEM","Hillary Clinton",124
"Butler","total",NA,"President","DEM","Hillary Clinton",691
"Butler","1",NA,"President","GRE","Jill Stein",3
"Butler","3",NA,"President","GRE","Jill Stein",5
"Butler","5",NA,"President","GRE","Jill Stein",1
"Butler","7",NA,"President","GRE","Jill Stein",0
"Butler","9",NA,"President","GRE","Jill Stein",2
