county,precinct,district,office,party,candidate,votes
Saunders,Early voters,NA,President,REP,Donald J. Trump,974
Saunders,Valparaiso 1,NA,President,REP,Donald J. Trump,441
Saunders,Weston 2,NA,President,REP,Donald J. Trump,280
Saunders,Prague 3,NA,President,REP,Donald J. Trump,311
Saunders,Malmo 4,NA,President,REP,Donald J. Trump,200
Saunders,Ceresco 5,NA,President,REP,Donald J. Trump,507
Saunders,Wahoo rural 6,NA,President,REP,Donald J. Trump,304
Saunders,Wahoo ward 1 7,NA,President,REP,Donald J. Trump,430
Saunders,Wahoo ward 2 8,NA,President,REP,Donald J. Trump,369
Saunders,Wahoo ward 3 9,NA,President,REP,Donald J. Trump,365
Saunders,Center 10,NA,President,REP,Donald J. Trump,205
Saunders,Cedar Bluffs 11,NA,President,REP,Donald J. Trump,439
Saunders,Marietta 12,NA,President,REP,Donald J. Trump,264
Saunders,District 4 13,NA,President,REP,Donald J. Trump,654
Saunders,Ashland ward 1 14,NA,President,REP,Donald J. Trump,275
Saunders,Ashland ward 2 15,NA,President,REP,Donald J. Trump,305
Saunders,Ashland rural 16,NA,President,REP,Donald J. Trump,425
Saunders,Yutan 17,NA,President,REP,Donald J. Trump,740
Saunders,Provisional ballots,NA,President,REP,Donald J. Trump,67
Saunders,Early voters,NA,President,DEM,Hillary Clinton,493
Saunders,Valparaiso 1,NA,President,DEM,Hillary Clinton,144
Saunders,Weston 2,NA,President,DEM,Hillary Clinton,60
Saunders,Prague 3,NA,President,DEM,Hillary Clinton,67
Saunders,Malmo 4,NA,President,DEM,Hillary Clinton,48
Saunders,Ceresco 5,NA,President,DEM,Hillary Clinton,181
Saunders,Wahoo rural 6,NA,President,DEM,Hillary Clinton,49
Saunders,Wahoo ward 1 7,NA,President,DEM,Hillary Clinton,180
Saunders,Wahoo ward 2 8,NA,President,DEM,Hillary Clinton,106
Saunders,Wahoo ward 3 9,NA,President,DEM,Hillary Clinton,135
Saunders,Center 10,NA,President,DEM,Hillary Clinton,51
Saunders,Cedar Bluffs 11,NA,President,DEM,Hillary Clinton,130
Saunders,Marietta 12,NA,President,DEM,Hillary Clinton,74
Saunders,District 4 13,NA,President,DEM,Hillary Clinton,201
Saunders,Ashland ward 1 14,NA,President,DEM,Hillary Clinton,141
Saunders,Ashland ward 2 15,NA,President,DEM,Hillary Clinton,127
Saunders,Ashland rural 16,NA,President,DEM,Hillary Clinton,147
Saunders,Yutan 17,NA,President,DEM,Hillary Clinton,175
Saunders,Provisional ballots,NA,President,DEM,Hillary Clinton,14
