"county","precinct","district","office","party","candidate","votes"
"Gosper","1",NA,"President","DEM","Hillary Clinton",56
"Gosper","2",NA,"President","DEM","Hillary Clinton",74
"Gosper","3",NA,"President","DEM","Hillary Clinton",26
"Gosper","4",NA,"President","DEM","Hillary Clinton",10
"Gosper","Absentee/Early Vote",NA,"President","DEM","Hillary Clinton",0
"Gosper","Countywide",NA,"President","DEM","Hillary Clinton",0
"Gosper","New/Former Resident",NA,"President","DEM","Hillary Clinton",0
"Gosper","1",NA,"President","LIB","Gary Johnson",21
"Gosper","2",NA,"President","LIB","Gary Johnson",11
"Gosper","3",NA,"President","LIB","Gary Johnson",3
"Gosper","4",NA,"President","LIB","Gary Johnson",3
"Gosper","Absentee/Early Vote",NA,"President","LIB","Gary Johnson",0
"Gosper","Countywide",NA,"President","LIB","Gary Johnson",0
"Gosper","New/Former Resident",NA,"President","LIB","Gary Johnson",0
"Gosper","1",NA,"President","","Jill Stein",2
"Gosper","2",NA,"President","","Jill Stein",4
"Gosper","3",NA,"President","","Jill Stein",0
"Gosper","4",NA,"President","","Jill Stein",0
"Gosper","Absentee/Early Vote",NA,"President","","Jill Stein",0
"Gosper","Countywide",NA,"President","","Jill Stein",0
"Gosper","New/Former Resident",NA,"President","","Jill Stein",0
"Gosper","1",NA,"President","REP","Donald J. Trump",304
"Gosper","2",NA,"President","REP","Donald J. Trump",266
"Gosper","3",NA,"President","REP","Donald J. Trump",164
"Gosper","4",NA,"President","REP","Donald J. Trump",60
"Gosper","Absentee/Early Vote",NA,"President","REP","Donald J. Trump",0
"Gosper","Countywide",NA,"President","REP","Donald J. Trump",0
"Gosper","New/Former Resident",NA,"President","REP","Donald J. Trump",0
"Gosper","1",3,"U.S. House","REP","Adrian Smith",344
"Gosper","2",3,"U.S. House","REP","Adrian Smith",302
"Gosper","3",3,"U.S. House","REP","Adrian Smith",176
"Gosper","4",3,"U.S. House","REP","Adrian Smith",68
"Gosper","Absentee/Early Vote",3,"U.S. House","REP","Adrian Smith",0
"Gosper","Countywide",3,"U.S. House","REP","Adrian Smith",0
"Gosper","New/Former Resident",3,"U.S. House","REP","Adrian Smith",0
