"county","precinct","district","office","party","candidate","votes"
"Sheridan","Absentee/Early Vote",NA,"President","DEM","Hillary Clinton",49
"Sheridan","Countywide",NA,"President","DEM","Hillary Clinton",1
"Sheridan","East Gordon",NA,"President","DEM","Hillary Clinton",51
"Sheridan","HaySprings",NA,"President","DEM","Hillary Clinton",45
"Sheridan","Mirage",NA,"President","DEM","Hillary Clinton",15
"Sheridan","New/Former Resident",NA,"President","DEM","Hillary Clinton",1
"Sheridan","North Rushville",NA,"President","DEM","Hillary Clinton",38
"Sheridan","South Rushville",NA,"President","DEM","Hillary Clinton",37
"Sheridan","South Sheridan",NA,"President","DEM","Hillary Clinton",6
"Sheridan","West Gordon",NA,"President","DEM","Hillary Clinton",39
"Sheridan","Wounded Knee",NA,"President","DEM","Hillary Clinton",5
"Sheridan","Absentee/Early Vote",NA,"President","LIB","Gary Johnson",11
"Sheridan","Countywide",NA,"President","LIB","Gary Johnson",1
"Sheridan","East Gordon",NA,"President","LIB","Gary Johnson",3
"Sheridan","HaySprings",NA,"President","LIB","Gary Johnson",12
"Sheridan","Mirage",NA,"President","LIB","Gary Johnson",1
"Sheridan","New/Former Resident",NA,"President","LIB","Gary Johnson",0
"Sheridan","North Rushville",NA,"President","LIB","Gary Johnson",9
"Sheridan","South Rushville",NA,"President","LIB","Gary Johnson",7
"Sheridan","South Sheridan",NA,"President","LIB","Gary Johnson",8
"Sheridan","West Gordon",NA,"President","LIB","Gary Johnson",15
"Sheridan","Wounded Knee",NA,"President","LIB","Gary Johnson",3
"Sheridan","Absentee/Early Vote",NA,"President","","Jill Stein",2
"Sheridan","Countywide",NA,"President","","Jill Stein",0
"Sheridan","East Gordon",NA,"President","","Jill Stein",1
"Sheridan","HaySprings",NA,"President","","Jill Stein",3
"Sheridan","Mirage",NA,"President","","Jill Stein",1
"Sheridan","New/Former Resident",NA,"President","","Jill Stein",0
"Sheridan","North Rushville",NA,"President","","Jill Stein",1
"Sheridan","South Rushville",NA,"President","","Jill Stein",1
"Sheridan","South Sheridan",NA,"President","","Jill Stein",0
"Sheridan","West Gordon",NA,"President","","Jill Stein",9
"Sheridan","Wounded Knee",NA,"President","","Jill Stein",0
"Sheridan","Absentee/Early Vote",NA,"President","REP","Donald J. Trump",360
"Sheridan","Countywide",NA,"President","REP","Donald J. Trump",19
"Sheridan","East Gordon",NA,"President","REP","Donald J. Trump",282
"Sheridan","HaySprings",NA,"President","REP","Donald J. Trump",349
"Sheridan","Mirage",NA,"President","REP","Donald J. Trump",139
"Sheridan","New/Former Resident",NA,"President","REP","Donald J. Trump",0
"Sheridan","North Rushville",NA,"President","REP","Donald J. Trump",277
"Sheridan","South Rushville",NA,"President","REP","Donald J. Trump",201
"Sheridan","South Sheridan",NA,"President","REP","Donald J. Trump",151
"Sheridan","West Gordon",NA,"President","REP","Donald J. Trump",299
"Sheridan","Wounded Knee",NA,"President","REP","Donald J. Trump",134
"Sheridan","Absentee/Early Vote",3,"U.S. House","REP","Adrian Smith",339
"Sheridan","Countywide",3,"U.S. House","REP","Adrian Smith",16
"Sheridan","East Gordon",3,"U.S. House","REP","Adrian Smith",296
"Sheridan","HaySprings",3,"U.S. House","REP","Adrian Smith",363
"Sheridan","Mirage",3,"U.S. House","REP","Adrian Smith",142
"Sheridan","New/Former Resident",3,"U.S. House","REP","Adrian Smith",0
"Sheridan","North Rushville",3,"U.S. House","REP","Adrian Smith",277
"Sheridan","South Rushville",3,"U.S. House","REP","Adrian Smith",206
"Sheridan","South Sheridan",3,"U.S. House","REP","Adrian Smith",148
"Sheridan","West Gordon",3,"U.S. House","REP","Adrian Smith",301
"Sheridan","Wounded Knee",3,"U.S. House","REP","Adrian Smith",115
"Sheridan","Absentee/Early Vote",43,"State Legislature","","Al Davis",111
"Sheridan","Countywide",43,"State Legislature","","Al Davis",6
"Sheridan","East Gordon",43,"State Legislature","","Al Davis",66
"Sheridan","HaySprings",43,"State Legislature","","Al Davis",168
"Sheridan","Mirage",43,"State Legislature","","Al Davis",51
"Sheridan","New/Former Resident",43,"State Legislature","","Al Davis",0
"Sheridan","North Rushville",43,"State Legislature","","Al Davis",60
"Sheridan","South Rushville",43,"State Legislature","","Al Davis",70
"Sheridan","South Sheridan",43,"State Legislature","","Al Davis",46
"Sheridan","West Gordon",43,"State Legislature","","Al Davis",57
"Sheridan","Wounded Knee",43,"State Legislature","","Al Davis",13
"Sheridan","Absentee/Early Vote",43,"State Legislature","","Tom Brewer",309
"Sheridan","Countywide",43,"State Legislature","","Tom Brewer",10
"Sheridan","East Gordon",43,"State Legislature","","Tom Brewer",279
"Sheridan","HaySprings",43,"State Legislature","","Tom Brewer",250
"Sheridan","Mirage",43,"State Legislature","","Tom Brewer",106
"Sheridan","New/Former Resident",43,"State Legislature","","Tom Brewer",0
"Sheridan","North Rushville",43,"State Legislature","","Tom Brewer",262
"Sheridan","South Rushville",43,"State Legislature","","Tom Brewer",174
"Sheridan","South Sheridan",43,"State Legislature","","Tom Brewer",120
"Sheridan","West Gordon",43,"State Legislature","","Tom Brewer",309
"Sheridan","Wounded Knee",43,"State Legislature","","Tom Brewer",131
