"county","precinct","district","office","party","candidate","votes"
"Hooker","Absentee/Early Vote",NA,"President","DEM","Hillary Clinton",5
"Hooker","Countywide",NA,"President","DEM","Hillary Clinton",0
"Hooker","New/Former Resident",NA,"President","DEM","Hillary Clinton",0
"Hooker","Precinct 1",NA,"President","DEM","Hillary Clinton",35
"Hooker","Absentee/Early Vote",NA,"President","LIB","Gary Johnson",3
"Hooker","Countywide",NA,"President","LIB","Gary Johnson",0
"Hooker","New/Former Resident",NA,"President","LIB","Gary Johnson",0
"Hooker","Precinct 1",NA,"President","LIB","Gary Johnson",13
"Hooker","Absentee/Early Vote",NA,"President","","Jill Stein",1
"Hooker","Countywide",NA,"President","","Jill Stein",0
"Hooker","New/Former Resident",NA,"President","","Jill Stein",0
"Hooker","Precinct 1",NA,"President","","Jill Stein",2
"Hooker","Absentee/Early Vote",NA,"President","REP","Donald J. Trump",53
"Hooker","Countywide",NA,"President","REP","Donald J. Trump",0
"Hooker","New/Former Resident",NA,"President","REP","Donald J. Trump",0
"Hooker","Precinct 1",NA,"President","REP","Donald J. Trump",302
"Hooker","Absentee/Early Vote",3,"U.S. House","REP","Adrian Smith",52
"Hooker","Countywide",3,"U.S. House","REP","Adrian Smith",0
"Hooker","New/Former Resident",3,"U.S. House","REP","Adrian Smith",0
"Hooker","Precinct 1",3,"U.S. House","REP","Adrian Smith",316
"Hooker","Absentee/Early Vote",43,"State Legislature","","Al Davis",32
"Hooker","Countywide",43,"State Legislature","","Al Davis",0
"Hooker","New/Former Resident",43,"State Legislature","","Al Davis",0
"Hooker","Precinct 1",43,"State Legislature","","Al Davis",167
"Hooker","Absentee/Early Vote",43,"State Legislature","","Tom Brewer",23
"Hooker","Countywide",43,"State Legislature","","Tom Brewer",0
"Hooker","New/Former Resident",43,"State Legislature","","Tom Brewer",0
"Hooker","Precinct 1",43,"State Legislature","","Tom Brewer",181
