"county","precinct","district","office","party","candidate","votes"
"Sherman","Absentee/Early Vote",NA,"President","DEM","Hillary Clinton",0
"Sherman","Ashton",NA,"President","DEM","Hillary Clinton",35
"Sherman","Central LC",NA,"President","DEM","Hillary Clinton",48
"Sherman","Countywide",NA,"President","DEM","Hillary Clinton",0
"Sherman","Harrison",NA,"President","DEM","Hillary Clinton",44
"Sherman","New/Former Resident",NA,"President","DEM","Hillary Clinton",0
"Sherman","North LC",NA,"President","DEM","Hillary Clinton",106
"Sherman","Rockville",NA,"President","DEM","Hillary Clinton",46
"Sherman","South LC",NA,"President","DEM","Hillary Clinton",61
"Sherman","Absentee/Early Vote",NA,"President","LIB","Gary Johnson",0
"Sherman","Ashton",NA,"President","LIB","Gary Johnson",12
"Sherman","Central LC",NA,"President","LIB","Gary Johnson",6
"Sherman","Countywide",NA,"President","LIB","Gary Johnson",0
"Sherman","Harrison",NA,"President","LIB","Gary Johnson",17
"Sherman","New/Former Resident",NA,"President","LIB","Gary Johnson",0
"Sherman","North LC",NA,"President","LIB","Gary Johnson",9
"Sherman","Rockville",NA,"President","LIB","Gary Johnson",8
"Sherman","South LC",NA,"President","LIB","Gary Johnson",7
"Sherman","Absentee/Early Vote",NA,"President","","Jill Stein",0
"Sherman","Ashton",NA,"President","","Jill Stein",3
"Sherman","Central LC",NA,"President","","Jill Stein",2
"Sherman","Countywide",NA,"President","","Jill Stein",0
"Sherman","Harrison",NA,"President","","Jill Stein",2
"Sherman","New/Former Resident",NA,"President","","Jill Stein",0
"Sherman","North LC",NA,"President","","Jill Stein",4
"Sherman","Rockville",NA,"President","","Jill Stein",1
"Sherman","South LC",NA,"President","","Jill Stein",1
"Sherman","Absentee/Early Vote",NA,"President","REP","Donald J. Trump",0
"Sherman","Ashton",NA,"President","REP","Donald J. Trump",177
"Sherman","Central LC",NA,"President","REP","Donald J. Trump",128
"Sherman","Countywide",NA,"President","REP","Donald J. Trump",0
"Sherman","Harrison",NA,"President","REP","Donald J. Trump",275
"Sherman","New/Former Resident",NA,"President","REP","Donald J. Trump",0
"Sherman","North LC",NA,"President","REP","Donald J. Trump",200
"Sherman","Rockville",NA,"President","REP","Donald J. Trump",171
"Sherman","South LC",NA,"President","REP","Donald J. Trump",199
"Sherman","Absentee/Early Vote",3,"U.S. House","REP","Adrian Smith",0
"Sherman","Ashton",3,"U.S. House","REP","Adrian Smith",173
"Sherman","Central LC",3,"U.S. House","REP","Adrian Smith",152
"Sherman","Countywide",3,"U.S. House","REP","Adrian Smith",0
"Sherman","Harrison",3,"U.S. House","REP","Adrian Smith",291
"Sherman","New/Former Resident",3,"U.S. House","REP","Adrian Smith",0
"Sherman","North LC",3,"U.S. House","REP","Adrian Smith",253
"Sherman","Rockville",3,"U.S. House","REP","Adrian Smith",205
"Sherman","South LC",3,"U.S. House","REP","Adrian Smith",227
"Sherman","Absentee/Early Vote",41,"State Legislature","","Tom Briese",0
"Sherman","Ashton",41,"State Legislature","","Tom Briese",143
"Sherman","Central LC",41,"State Legislature","","Tom Briese",130
"Sherman","Countywide",41,"State Legislature","","Tom Briese",0
"Sherman","Harrison",41,"State Legislature","","Tom Briese",234
"Sherman","New/Former Resident",41,"State Legislature","","Tom Briese",0
"Sherman","North LC",41,"State Legislature","","Tom Briese",220
"Sherman","Rockville",41,"State Legislature","","Tom Briese",176
"Sherman","South LC",41,"State Legislature","","Tom Briese",189
