"county","precinct","district","office","party","candidate","votes"
"Boyd","Butte",NA,"Ballots Cast","","",483
"Boyd","Lynch",NA,"Ballots Cast","","",252
"Boyd","Spencer",NA,"Ballots Cast","","",452
"Boyd","Butte",NA,"President","REP","Donald J. Trump",405
"Boyd","Lynch",NA,"President","REP","Donald J. Trump",207
"Boyd","Spencer",NA,"President","REP","Donald J. Trump",371
"Boyd","Butte",NA,"President","DEM","Hillary Clinton",40
"Boyd","Lynch",NA,"President","DEM","Hillary Clinton",33
"Boyd","Spencer",NA,"President","DEM","Hillary Clinton",55
"Boyd","Butte",NA,"President","LIB","Gary Johnson",11
"Boyd","Lynch",NA,"President","LIB","Gary Johnson",4
"Boyd","Spencer",NA,"President","LIB","Gary Johnson",8
"Boyd","Butte",NA,"President","","Jill Stein",6
"Boyd","Lynch",NA,"President","","Jill Stein",3
"Boyd","Spencer",NA,"President","","Jill Stein",4
"Boyd","Butte",NA,"President","","Write-ins",5
"Boyd","Lynch",NA,"President","","Write-ins",2
"Boyd","Spencer",NA,"President","","Write-ins",2
"Boyd","Butte",3,"U.S. House","REP","Adrian Smith",366
"Boyd","Lynch",3,"U.S. House","REP","Adrian Smith",212
"Boyd","Spencer",3,"U.S. House","REP","Adrian Smith",370
"Boyd","Butte",3,"U.S. House","","Write-ins",1
"Boyd","Lynch",3,"U.S. House","","Write-ins",2
"Boyd","Spencer",3,"U.S. House","","Write-ins",1
