"county","precinct","district","office","party","candidate","votes"
"Knox","Absentee/Early Vote",NA,"President","DEM","Hillary Clinton",145
"Knox","Bloomfield Area",NA,"President","DEM","Hillary Clinton",87
"Knox","Center Area",NA,"President","DEM","Hillary Clinton",21
"Knox","Countywide",NA,"President","DEM","Hillary Clinton",5
"Knox","Creighton Area",NA,"President","DEM","Hillary Clinton",98
"Knox","Crofton Area",NA,"President","DEM","Hillary Clinton",97
"Knox","Lindy/Santee Area",NA,"President","DEM","Hillary Clinton",87
"Knox","New/Former Resident",NA,"President","DEM","Hillary Clinton",0
"Knox","Niobrara Area",NA,"President","DEM","Hillary Clinton",51
"Knox","Verdigre Area",NA,"President","DEM","Hillary Clinton",69
"Knox","Wausa Area",NA,"President","DEM","Hillary Clinton",60
"Knox","Absentee/Early Vote",NA,"President","LIB","Gary Johnson",21
"Knox","Bloomfield Area",NA,"President","LIB","Gary Johnson",20
"Knox","Center Area",NA,"President","LIB","Gary Johnson",6
"Knox","Countywide",NA,"President","LIB","Gary Johnson",1
"Knox","Creighton Area",NA,"President","LIB","Gary Johnson",26
"Knox","Crofton Area",NA,"President","LIB","Gary Johnson",18
"Knox","Lindy/Santee Area",NA,"President","LIB","Gary Johnson",6
"Knox","New/Former Resident",NA,"President","LIB","Gary Johnson",0
"Knox","Niobrara Area",NA,"President","LIB","Gary Johnson",8
"Knox","Verdigre Area",NA,"President","LIB","Gary Johnson",22
"Knox","Wausa Area",NA,"President","LIB","Gary Johnson",9
"Knox","Absentee/Early Vote",NA,"President","","Jill Stein",4
"Knox","Bloomfield Area",NA,"President","","Jill Stein",3
"Knox","Center Area",NA,"President","","Jill Stein",0
"Knox","Countywide",NA,"President","","Jill Stein",0
"Knox","Creighton Area",NA,"President","","Jill Stein",6
"Knox","Crofton Area",NA,"President","","Jill Stein",4
"Knox","Lindy/Santee Area",NA,"President","","Jill Stein",7
"Knox","New/Former Resident",NA,"President","","Jill Stein",0
"Knox","Niobrara Area",NA,"President","","Jill Stein",0
"Knox","Verdigre Area",NA,"President","","Jill Stein",3
"Knox","Wausa Area",NA,"President","","Jill Stein",2
"Knox","Absentee/Early Vote",NA,"President","REP","Donald J. Trump",440
"Knox","Bloomfield Area",NA,"President","REP","Donald J. Trump",458
"Knox","Center Area",NA,"President","REP","Donald J. Trump",107
"Knox","Countywide",NA,"President","REP","Donald J. Trump",7
"Knox","Creighton Area",NA,"President","REP","Donald J. Trump",623
"Knox","Crofton Area",NA,"President","REP","Donald J. Trump",480
"Knox","Lindy/Santee Area",NA,"President","REP","Donald J. Trump",99
"Knox","New/Former Resident",NA,"President","REP","Donald J. Trump",0
"Knox","Niobrara Area",NA,"President","REP","Donald J. Trump",221
"Knox","Verdigre Area",NA,"President","REP","Donald J. Trump",383
"Knox","Wausa Area",NA,"President","REP","Donald J. Trump",370
"Knox","Absentee/Early Vote",3,"U.S. House","REP","Adrian Smith",495
"Knox","Bloomfield Area",3,"U.S. House","REP","Adrian Smith",516
"Knox","Center Area",3,"U.S. House","REP","Adrian Smith",107
"Knox","Countywide",3,"U.S. House","REP","Adrian Smith",9
"Knox","Creighton Area",3,"U.S. House","REP","Adrian Smith",643
"Knox","Crofton Area",3,"U.S. House","REP","Adrian Smith",525
"Knox","Lindy/Santee Area",3,"U.S. House","REP","Adrian Smith",142
"Knox","New/Former Resident",3,"U.S. House","REP","Adrian Smith",0
"Knox","Niobrara Area",3,"U.S. House","REP","Adrian Smith",240
"Knox","Verdigre Area",3,"U.S. House","REP","Adrian Smith",402
"Knox","Wausa Area",3,"U.S. House","REP","Adrian Smith",413
