"county","precinct","district","office","party","candidate","votes"
"Scotts Bluff","Absentee/Early Vote",NA,"President","DEM","Hillary Clinton",956
"Scotts Bluff","Castle Rock A",NA,"President","DEM","Hillary Clinton",15
"Scotts Bluff","Castle Rock B",NA,"President","DEM","Hillary Clinton",12
"Scotts Bluff","Countywide",NA,"President","DEM","Hillary Clinton",56
"Scotts Bluff","Dewey-Tabor",NA,"President","DEM","Hillary Clinton",51
"Scotts Bluff","East Winter Creek",NA,"President","DEM","Hillary Clinton",42
"Scotts Bluff","Fanning",NA,"President","DEM","Hillary Clinton",42
"Scotts Bluff","Ford A & B",NA,"President","DEM","Hillary Clinton",24
"Scotts Bluff","Funston",NA,"President","DEM","Hillary Clinton",28
"Scotts Bluff","Gering (Rural)",NA,"President","DEM","Hillary Clinton",30
"Scotts Bluff","Gering I",NA,"President","DEM","Hillary Clinton",128
"Scotts Bluff","Gering II",NA,"President","DEM","Hillary Clinton",132
"Scotts Bluff","Gering III",NA,"President","DEM","Hillary Clinton",93
"Scotts Bluff","Gering IV",NA,"President","DEM","Hillary Clinton",118
"Scotts Bluff","Highland",NA,"President","DEM","Hillary Clinton",26
"Scotts Bluff","Kiowa-Lyman",NA,"President","DEM","Hillary Clinton",35
"Scotts Bluff","Minatare I & II",NA,"President","DEM","Hillary Clinton",54
"Scotts Bluff","Mitchell (Rural)",NA,"President","DEM","Hillary Clinton",25
"Scotts Bluff","Mitchell I",NA,"President","DEM","Hillary Clinton",64
"Scotts Bluff","Mitchell II",NA,"President","DEM","Hillary Clinton",34
"Scotts Bluff","Morrill",NA,"President","DEM","Hillary Clinton",56
"Scotts Bluff","New/Former Resident",NA,"President","DEM","Hillary Clinton",5
"Scotts Bluff","Roubadeau",NA,"President","DEM","Hillary Clinton",6
"Scotts Bluff","Scottsbluff 1",NA,"President","DEM","Hillary Clinton",124
"Scotts Bluff","Scottsbluff 2",NA,"President","DEM","Hillary Clinton",195
"Scotts Bluff","Scottsbluff 3",NA,"President","DEM","Hillary Clinton",138
