"county","precinct","district","office","party","candidate","votes"
"Scotts Bluff","Scottsbluff 4",NA,"President","DEM","Hillary Clinton",96
"Scotts Bluff","Scottsbluff 5",NA,"President","DEM","Hillary Clinton",109
"Scotts Bluff","Scottsbluff 6",NA,"President","DEM","Hillary Clinton",115
"Scotts Bluff","Scottsbluff 7",NA,"President","DEM","Hillary Clinton",127
"Scotts Bluff","Scottsbluff 8",NA,"President","DEM","Hillary Clinton",137
"Scotts Bluff","Terrytown I & II",NA,"President","DEM","Hillary Clinton",57
"Scotts Bluff","West Winter Creek",NA,"President","DEM","Hillary Clinton",77
"Scotts Bluff","Absentee/Early Vote",NA,"President","LIB","Gary Johnson",129
"Scotts Bluff","Castle Rock A",NA,"President","LIB","Gary Johnson",10
"Scotts Bluff","Castle Rock B",NA,"President","LIB","Gary Johnson",5
"Scotts Bluff","Countywide",NA,"President","LIB","Gary Johnson",13
"Scotts Bluff","Dewey-Tabor",NA,"President","LIB","Gary Johnson",8
"Scotts Bluff","East Winter Creek",NA,"President","LIB","Gary Johnson",14
"Scotts Bluff","Fanning",NA,"President","LIB","Gary Johnson",15
"Scotts Bluff","Ford A & B",NA,"President","LIB","Gary Johnson",6
"Scotts Bluff","Funston",NA,"President","LIB","Gary Johnson",6
"Scotts Bluff","Gering (Rural)",NA,"President","LIB","Gary Johnson",11
"Scotts Bluff","Gering I",NA,"President","LIB","Gary Johnson",37
"Scotts Bluff","Gering II",NA,"President","LIB","Gary Johnson",39
"Scotts Bluff","Gering III",NA,"President","LIB","Gary Johnson",29
"Scotts Bluff","Gering IV",NA,"President","LIB","Gary Johnson",35
"Scotts Bluff","Highland",NA,"President","LIB","Gary Johnson",3
"Scotts Bluff","Kiowa-Lyman",NA,"President","LIB","Gary Johnson",10
"Scotts Bluff","Minatare I & II",NA,"President","LIB","Gary Johnson",10
"Scotts Bluff","Mitchell (Rural)",NA,"President","LIB","Gary Johnson",10
"Scotts Bluff","Mitchell I",NA,"President","LIB","Gary Johnson",5
"Scotts Bluff","Mitchell II",NA,"President","LIB","Gary Johnson",7
"Scotts Bluff","Morrill",NA,"President","LIB","Gary Johnson",20
"Scotts Bluff","New/Former Resident",NA,"President","LIB","Gary Johnson",0
"Scotts Bluff","Roubadeau",NA,"President","LIB","Gary Johnson",1
"Scotts Bluff","Scottsbluff 1",NA,"President","LIB","Gary Johnson",32
"Scotts Bluff","Scottsbluff 2",NA,"President","LIB","Gary Johnson",30
"Scotts Bluff","Scottsbluff 3",NA,"President","LIB","Gary Johnson",21
"Scotts Bluff","Scottsbluff 4",NA,"President","LIB","Gary Johnson",17
"Scotts Bluff","Scottsbluff 5",NA,"President","LIB","Gary Johnson",29
"Scotts Bluff","Scottsbluff 6",NA,"President","LIB","Gary Johnson",37
"Scotts Bluff","Scottsbluff 7",NA,"President","LIB","Gary Johnson",32
"Scotts Bluff","Scottsbluff 8",NA,"President","LIB","Gary Johnson",31
"Scotts Bluff","Terrytown I & II",NA,"President","LIB","Gary Johnson",14
"Scotts Bluff","West Winter Creek",NA,"President","LIB","Gary Johnson",17
"Scotts Bluff","Absentee/Early Vote",NA,"President","","Jill Stein",22
"Scotts Bluff","Castle Rock A",NA,"President","","Jill Stein",1
"Scotts Bluff","Castle Rock B",NA,"President","","Jill Stein",0
"Scotts Bluff","Countywide",NA,"President","","Jill Stein",4
"Scotts Bluff","Dewey-Tabor",NA,"President","","Jill Stein",0
"Scotts Bluff","East Winter Creek",NA,"President","","Jill Stein",0
"Scotts Bluff","Fanning",NA,"President","","Jill Stein",2
"Scotts Bluff","Ford A & B",NA,"President","","Jill Stein",0
"Scotts Bluff","Funston",NA,"President","","Jill Stein",2
"Scotts Bluff","Gering (Rural)",NA,"President","","Jill Stein",2
"Scotts Bluff","Gering I",NA,"President","","Jill Stein",7
"Scotts Bluff","Gering II",NA,"President","","Jill Stein",6
"Scotts Bluff","Gering III",NA,"President","","Jill Stein",4
"Scotts Bluff","Gering IV",NA,"President","","Jill Stein",3
"Scotts Bluff","Highland",NA,"President","","Jill Stein",1
"Scotts Bluff","Kiowa-Lyman",NA,"President","","Jill Stein",3
"Scotts Bluff","Minatare I & II",NA,"President","","Jill Stein",1
"Scotts Bluff","Mitchell (Rural)",NA,"President","","Jill Stein",2
"Scotts Bluff","Mitchell I",NA,"President","","Jill Stein",1
"Scotts Bluff","Mitchell II",NA,"President","","Jill Stein",2
"Scotts Bluff","Morrill",NA,"President","","Jill Stein",4
"Scotts Bluff","New/Former Resident",NA,"President","","Jill Stein",0
"Scotts Bluff","Roubadeau",NA,"President","","Jill Stein",0
"Scotts Bluff","Scottsbluff 1",NA,"President","","Jill Stein",7
"Scotts Bluff","Scottsbluff 2",NA,"President","","Jill Stein",10
"Scotts Bluff","Scottsbluff 3",NA,"President","","Jill Stein",4
"Scotts Bluff","Scottsbluff 4",NA,"President","","Jill Stein",10
"Scotts Bluff","Scottsbluff 5",NA,"President","","Jill Stein",3
"Scotts Bluff","Scottsbluff 6",NA,"President","","Jill Stein",6
"Scotts Bluff","Scottsbluff 7",NA,"President","","Jill Stein",5
"Scotts Bluff","Scottsbluff 8",NA,"President","","Jill Stein",4
"Scotts Bluff","Terrytown I & II",NA,"President","","Jill Stein",5
"Scotts Bluff","West Winter Creek",NA,"President","","Jill Stein",5
"Scotts Bluff","Absentee/Early Vote",NA,"President","REP","Donald J. Trump",2241
"Scotts Bluff","Castle Rock A",NA,"President","REP","Donald J. Trump",125
"Scotts Bluff","Castle Rock B",NA,"President","REP","Donald J. Trump",92
"Scotts Bluff","Countywide",NA,"President","REP","Donald J. Trump",124
"Scotts Bluff","Dewey-Tabor",NA,"President","REP","Donald J. Trump",295
"Scotts Bluff","East Winter Creek",NA,"President","REP","Donald J. Trump",182
"Scotts Bluff","Fanning",NA,"President","REP","Donald J. Trump",385
"Scotts Bluff","Ford A & B",NA,"President","REP","Donald J. Trump",170
"Scotts Bluff","Funston",NA,"President","REP","Donald J. Trump",174
"Scotts Bluff","Gering (Rural)",NA,"President","REP","Donald J. Trump",204
"Scotts Bluff","Gering I",NA,"President","REP","Donald J. Trump",545
"Scotts Bluff","Gering II",NA,"President","REP","Donald J. Trump",492
"Scotts Bluff","Gering III",NA,"President","REP","Donald J. Trump",292
"Scotts Bluff","Gering IV",NA,"President","REP","Donald J. Trump",485
"Scotts Bluff","Highland",NA,"President","REP","Donald J. Trump",110
"Scotts Bluff","Kiowa-Lyman",NA,"President","REP","Donald J. Trump",207
"Scotts Bluff","Minatare I & II",NA,"President","REP","Donald J. Trump",151
"Scotts Bluff","Mitchell (Rural)",NA,"President","REP","Donald J. Trump",149
"Scotts Bluff","Mitchell I",NA,"President","REP","Donald J. Trump",178
"Scotts Bluff","Mitchell II",NA,"President","REP","Donald J. Trump",202
"Scotts Bluff","Morrill",NA,"President","REP","Donald J. Trump",254
"Scotts Bluff","New/Former Resident",NA,"President","REP","Donald J. Trump",11
"Scotts Bluff","Roubadeau",NA,"President","REP","Donald J. Trump",49
"Scotts Bluff","Scottsbluff 1",NA,"President","REP","Donald J. Trump",530
"Scotts Bluff","Scottsbluff 2",NA,"President","REP","Donald J. Trump",385
"Scotts Bluff","Scottsbluff 3",NA,"President","REP","Donald J. Trump",153
"Scotts Bluff","Scottsbluff 4",NA,"President","REP","Donald J. Trump",74
"Scotts Bluff","Scottsbluff 5",NA,"President","REP","Donald J. Trump",330
"Scotts Bluff","Scottsbluff 6",NA,"President","REP","Donald J. Trump",254
"Scotts Bluff","Scottsbluff 7",NA,"President","REP","Donald J. Trump",323
"Scotts Bluff","Scottsbluff 8",NA,"President","REP","Donald J. Trump",341
"Scotts Bluff","Terrytown I & II",NA,"President","REP","Donald J. Trump",196
"Scotts Bluff","West Winter Creek",NA,"President","REP","Donald J. Trump",373
"Scotts Bluff","Absentee/Early Vote",3,"U.S. House","REP","Adrian Smith",2592
"Scotts Bluff","Castle Rock A",3,"U.S. House","REP","Adrian Smith",131
"Scotts Bluff","Castle Rock B",3,"U.S. House","REP","Adrian Smith",91
"Scotts Bluff","Countywide",3,"U.S. House","REP","Adrian Smith",175
"Scotts Bluff","Dewey-Tabor",3,"U.S. House","REP","Adrian Smith",302
"Scotts Bluff","East Winter Creek",3,"U.S. House","REP","Adrian Smith",199
"Scotts Bluff","Fanning",3,"U.S. House","REP","Adrian Smith",393
"Scotts Bluff","Ford A & B",3,"U.S. House","REP","Adrian Smith",181
"Scotts Bluff","Funston",3,"U.S. House","REP","Adrian Smith",179
"Scotts Bluff","Gering (Rural)",3,"U.S. House","REP","Adrian Smith",218
"Scotts Bluff","Gering I",3,"U.S. House","REP","Adrian Smith",620
"Scotts Bluff","Gering II",3,"U.S. House","REP","Adrian Smith",548
"Scotts Bluff","Gering III",3,"U.S. House","REP","Adrian Smith",356
"Scotts Bluff","Gering IV",3,"U.S. House","REP","Adrian Smith",565
"Scotts Bluff","Highland",3,"U.S. House","REP","Adrian Smith",121
"Scotts Bluff","Kiowa-Lyman",3,"U.S. House","REP","Adrian Smith",224
"Scotts Bluff","Minatare I & II",3,"U.S. House","REP","Adrian Smith",186
"Scotts Bluff","Mitchell (Rural)",3,"U.S. House","REP","Adrian Smith",164
"Scotts Bluff","Mitchell I",3,"U.S. House","REP","Adrian Smith",203
"Scotts Bluff","Mitchell II",3,"U.S. House","REP","Adrian Smith",210
"Scotts Bluff","Morrill",3,"U.S. House","REP","Adrian Smith",277
"Scotts Bluff","New/Former Resident",3,"U.S. House","REP","Adrian Smith",0
"Scotts Bluff","Roubadeau",3,"U.S. House","REP","Adrian Smith",44
"Scotts Bluff","Scottsbluff 1",3,"U.S. House","REP","Adrian Smith",576
"Scotts Bluff","Scottsbluff 2",3,"U.S. House","REP","Adrian Smith",502
"Scotts Bluff","Scottsbluff 3",3,"U.S. House","REP","Adrian Smith",252
"Scotts Bluff","Scottsbluff 4",3,"U.S. House","REP","Adrian Smith",152
"Scotts Bluff","Scottsbluff 5",3,"U.S. House","REP","Adrian Smith",414
"Scotts Bluff","Scottsbluff 6",3,"U.S. House","REP","Adrian Smith",345
"Scotts Bluff","Scottsbluff 7",3,"U.S. House","REP","Adrian Smith",403
"Scotts Bluff","Scottsbluff 8",3,"U.S. House","REP","Adrian Smith",428
"Scotts Bluff","Terrytown I & II",3,"U.S. House","REP","Adrian Smith",226
"Scotts Bluff","West Winter Creek",3,"U.S. House","REP","Adrian Smith",401
