"county","precinct","district","office","party","candidate","votes"
"Clay","Harvard Cons.",NA,"President","REP","Donald J. Trump",239
"Clay","Inland/Leicester",NA,"President","REP","Donald J. Trump",155
"Clay","Sutton 1st Ward",NA,"President","REP","Donald J. Trump",269
"Clay","Sutton 2nd Ward",NA,"President","REP","Donald J. Trump",268
"Clay","Sutton Twps.",NA,"President","REP","Donald J. Trump",181
"Clay","Glenvil",NA,"President","REP","Donald J. Trump",143
"Clay","Spring Ranch Fairfield 2nd",NA,"President","REP","Donald J. Trump",152
"Clay","Fairfield First",NA,"President","REP","Donald J. Trump",137
"Clay","Edgar",NA,"President","REP","Donald J. Trump",215
"Clay","Clay Center",NA,"President","REP","Donald J. Trump",236
"Clay","LLLM Cons.",NA,"President","REP","Donald J. Trump",157
"Clay","Absentee",NA,"President","REP","Donald J. Trump",221
"Clay","Provisional",NA,"President","REP","Donald J. Trump",49
"Clay","Total",NA,"President","REP","Donald J. Trump",2422
"Clay","Harvard Cons.",NA,"President","DEM","Hillary Clinton",63
"Clay","Inland/Leicester",NA,"President","DEM","Hillary Clinton",22
"Clay","Sutton 1st Ward",NA,"President","DEM","Hillary Clinton",51
"Clay","Sutton 2nd Ward",NA,"President","DEM","Hillary Clinton",38
"Clay","Sutton Twps.",NA,"President","DEM","Hillary Clinton",26
"Clay","Glenvil",NA,"President","DEM","Hillary Clinton",20
"Clay","Spring Ranch Fairfield 2nd",NA,"President","DEM","Hillary Clinton",14
"Clay","Fairfield First",NA,"President","DEM","Hillary Clinton",26
"Clay","Edgar",NA,"President","DEM","Hillary Clinton",46
"Clay","Clay Center",NA,"President","DEM","Hillary Clinton",58
"Clay","LLLM Cons.",NA,"President","DEM","Hillary Clinton",29
"Clay","Absentee",NA,"President","DEM","Hillary Clinton",77
"Clay","Provisional",NA,"President","DEM","Hillary Clinton",7
"Clay","Total",NA,"President","DEM","Hillary Clinton",477
"Clay","Harvard Cons.",NA,"President","LIB","Gary Johnson",19
"Clay","Inland/Leicester",NA,"President","LIB","Gary Johnson",14
"Clay","Sutton 1st Ward",NA,"President","LIB","Gary Johnson",7
"Clay","Sutton 2nd Ward",NA,"President","LIB","Gary Johnson",12
"Clay","Sutton Twps.",NA,"President","LIB","Gary Johnson",6
"Clay","Glenvil",NA,"President","LIB","Gary Johnson",7
"Clay","Spring Ranch Fairfield 2nd",NA,"President","LIB","Gary Johnson",3
"Clay","Fairfield First",NA,"President","LIB","Gary Johnson",9
"Clay","Edgar",NA,"President","LIB","Gary Johnson",11
"Clay","Clay Center",NA,"President","LIB","Gary Johnson",13
"Clay","LLLM Cons.",NA,"President","LIB","Gary Johnson",4
"Clay","Absentee",NA,"President","LIB","Gary Johnson",10
"Clay","Provisional",NA,"President","LIB","Gary Johnson",1
"Clay","Total",NA,"President","LIB","Gary Johnson",116
"Clay","Harvard Cons.",NA,"President","","Jill Stein",6
"Clay","Inland/Leicester",NA,"President","","Jill Stein",0
"Clay","Sutton 1st Ward",NA,"President","","Jill Stein",2
"Clay","Sutton 2nd Ward",NA,"President","","Jill Stein",0
"Clay","Sutton Twps.",NA,"President","","Jill Stein",0
"Clay","Glenvil",NA,"President","","Jill Stein",0
"Clay","Spring Ranch Fairfield 2nd",NA,"President","","Jill Stein",0
"Clay","Fairfield First",NA,"President","","Jill Stein",1
"Clay","Edgar",NA,"President","","Jill Stein",1
"Clay","Clay Center",NA,"President","","Jill Stein",1
"Clay","LLLM Cons.",NA,"President","","Jill Stein",2
"Clay","Absentee",NA,"President","","Jill Stein",2
"Clay","Provisional",NA,"President","","Jill Stein",0
"Clay","Total",NA,"President","","Jill Stein",15
"Clay","Harvard Cons.",3,"U.S. House","REP","Adrian Smith",294
"Clay","Inland/Leicester",3,"U.S. House","REP","Adrian Smith",176
"Clay","Sutton 1st Ward",3,"U.S. House","REP","Adrian Smith",300
"Clay","Sutton 2nd Ward",3,"U.S. House","REP","Adrian Smith",284
"Clay","Sutton Twps.",3,"U.S. House","REP","Adrian Smith",191
"Clay","Glenvil",3,"U.S. House","REP","Adrian Smith",149
"Clay","Spring Ranch Fairfield 2nd",3,"U.S. House","REP","Adrian Smith",155
"Clay","Fairfield First",3,"U.S. House","REP","Adrian Smith",141
"Clay","Edgar",3,"U.S. House","REP","Adrian Smith",242
"Clay","Clay Center",3,"U.S. House","REP","Adrian Smith",268
"Clay","LLLM Cons.",3,"U.S. House","REP","Adrian Smith",175
"Clay","Absentee",3,"U.S. House","REP","Adrian Smith",258
"Clay","Provisional",3,"U.S. House","REP","Adrian Smith",52
"Clay","Total",3,"U.S. House","REP","Adrian Smith",2685
