"county","precinct","district","office","party","candidate","votes"
"Hamilton","Absentee/Early Vote",NA,"President","DEM","Hillary Clinton",171
"Hamilton","Countywide",NA,"President","DEM","Hillary Clinton",5
"Hamilton","New/Former Resident",NA,"President","DEM","Hillary Clinton",2
"Hamilton","Precinct 1",NA,"President","DEM","Hillary Clinton",27
"Hamilton","Precinct 2",NA,"President","DEM","Hillary Clinton",73
"Hamilton","Precinct 3",NA,"President","DEM","Hillary Clinton",55
"Hamilton","Precinct 4",NA,"President","DEM","Hillary Clinton",21
"Hamilton","Precinct 5",NA,"President","DEM","Hillary Clinton",81
"Hamilton","Precinct 6",NA,"President","DEM","Hillary Clinton",26
"Hamilton","Precinct 7",NA,"President","DEM","Hillary Clinton",33
"Hamilton","Precinct 8",NA,"President","DEM","Hillary Clinton",41
"Hamilton","Ward 1",NA,"President","DEM","Hillary Clinton",133
"Hamilton","Ward 2",NA,"President","DEM","Hillary Clinton",94
"Hamilton","Ward 3",NA,"President","DEM","Hillary Clinton",116
"Hamilton","Absentee/Early Vote",NA,"President","LIB","Gary Johnson",28
"Hamilton","Countywide",NA,"President","LIB","Gary Johnson",2
"Hamilton","New/Former Resident",NA,"President","LIB","Gary Johnson",1
"Hamilton","Precinct 1",NA,"President","LIB","Gary Johnson",9
"Hamilton","Precinct 2",NA,"President","LIB","Gary Johnson",18
"Hamilton","Precinct 3",NA,"President","LIB","Gary Johnson",31
"Hamilton","Precinct 4",NA,"President","LIB","Gary Johnson",5
"Hamilton","Precinct 5",NA,"President","LIB","Gary Johnson",18
"Hamilton","Precinct 6",NA,"President","LIB","Gary Johnson",8
"Hamilton","Precinct 7",NA,"President","LIB","Gary Johnson",7
"Hamilton","Precinct 8",NA,"President","LIB","Gary Johnson",7
"Hamilton","Ward 1",NA,"President","LIB","Gary Johnson",33
"Hamilton","Ward 2",NA,"President","LIB","Gary Johnson",25
"Hamilton","Ward 3",NA,"President","LIB","Gary Johnson",32
"Hamilton","Absentee/Early Vote",NA,"President","","Jill Stein",9
"Hamilton","Countywide",NA,"President","","Jill Stein",0
"Hamilton","New/Former Resident",NA,"President","","Jill Stein",0
"Hamilton","Precinct 1",NA,"President","","Jill Stein",0
"Hamilton","Precinct 2",NA,"President","","Jill Stein",3
"Hamilton","Precinct 3",NA,"President","","Jill Stein",6
"Hamilton","Precinct 4",NA,"President","","Jill Stein",0
"Hamilton","Precinct 5",NA,"President","","Jill Stein",2
"Hamilton","Precinct 6",NA,"President","","Jill Stein",3
"Hamilton","Precinct 7",NA,"President","","Jill Stein",2
"Hamilton","Precinct 8",NA,"President","","Jill Stein",1
"Hamilton","Ward 1",NA,"President","","Jill Stein",9
"Hamilton","Ward 2",NA,"President","","Jill Stein",5
"Hamilton","Ward 3",NA,"President","","Jill Stein",3
"Hamilton","Absentee/Early Vote",NA,"President","REP","Donald J. Trump",391
"Hamilton","Countywide",NA,"President","REP","Donald J. Trump",20
"Hamilton","New/Former Resident",NA,"President","REP","Donald J. Trump",3
"Hamilton","Precinct 1",NA,"President","REP","Donald J. Trump",181
"Hamilton","Precinct 2",NA,"President","REP","Donald J. Trump",344
"Hamilton","Precinct 3",NA,"President","REP","Donald J. Trump",375
"Hamilton","Precinct 4",NA,"President","REP","Donald J. Trump",148
"Hamilton","Precinct 5",NA,"President","REP","Donald J. Trump",388
"Hamilton","Precinct 6",NA,"President","REP","Donald J. Trump",207
"Hamilton","Precinct 7",NA,"President","REP","Donald J. Trump",253
"Hamilton","Precinct 8",NA,"President","REP","Donald J. Trump",224
"Hamilton","Ward 1",NA,"President","REP","Donald J. Trump",482
"Hamilton","Ward 2",NA,"President","REP","Donald J. Trump",392
"Hamilton","Ward 3",NA,"President","REP","Donald J. Trump",375
"Hamilton","Absentee/Early Vote",3,"U.S. House","REP","Adrian Smith",492
"Hamilton","Countywide",3,"U.S. House","REP","Adrian Smith",21
"Hamilton","New/Former Resident",3,"U.S. House","REP","Adrian Smith",0
"Hamilton","Precinct 1",3,"U.S. House","REP","Adrian Smith",187
"Hamilton","Precinct 2",3,"U.S. House","REP","Adrian Smith",365
"Hamilton","Precinct 3",3,"U.S. House","REP","Adrian Smith",402
"Hamilton","Precinct 4",3,"U.S. House","REP","Adrian Smith",148
"Hamilton","Precinct 5",3,"U.S. House","REP","Adrian Smith",403
"Hamilton","Precinct 6",3,"U.S. House","REP","Adrian Smith",212
"Hamilton","Precinct 7",3,"U.S. House","REP","Adrian Smith",261
"Hamilton","Precinct 8",3,"U.S. House","REP","Adrian Smith",231
"Hamilton","Ward 1",3,"U.S. House","REP","Adrian Smith",566
"Hamilton","Ward 2",3,"U.S. House","REP","Adrian Smith",443
"Hamilton","Ward 3",3,"U.S. House","REP","Adrian Smith",472
