"county","precinct","district","office","party","candidate","votes"
"Webster","Bladen",NA,"President","REP","Donald J. Trump",156
"Webster","Bladen",NA,"President","DEM","Hillary Clinton",44
"Webster","Bladen",NA,"President","LIB","Gary Johnson / Bill Weld",3
"Webster","Bladen",NA,"President","PET","Jill Stein",NA
"Webster","Bladen",NA,"President",NA,"Write-ins",NA
"Webster","Bladen",NA,"President",NA,"Over Votes",NA
"Webster","Bladen",NA,"President",NA,"Under Votes",2
"Webster","Bladen",3,"U.S. House","REP","Adrian Smith",182
"Webster","Bladen",3,"U.S. House","REP","Write-ins",2
"Webster","Bladen",3,"U.S. House","REP","Over Votes",NA
"Webster","Bladen",3,"U.S. House","REP","Under Votes",21
"Webster","Blue Hill",NA,"President","REP","Donald J. Trump",338
"Webster","Blue Hill",NA,"President","DEM","Hillary Clinton",77
"Webster","Blue Hill",NA,"President","LIB","Gary Johnson / Bill Weld",12
"Webster","Blue Hill",NA,"President","PET","Jill Stein",4
"Webster","Blue Hill",NA,"President",NA,"Write-ins",7
"Webster","Blue Hill",NA,"President",NA,"Over Votes",4
"Webster","Blue Hill",NA,"President",NA,"Under Votes",4
"Webster","Blue Hill",3,"U.S. House","REP","Adrian Smith",367
"Webster","Blue Hill",3,"U.S. House","REP","Write-ins",4
"Webster","Blue Hill",3,"U.S. House","REP","Over Votes",1
"Webster","Blue Hill",3,"U.S. House","REP","Under Votes",73
"Webster","Guide Rock",NA,"President","REP","Donald J. Trump",175
"Webster","Guide Rock",NA,"President","DEM","Hillary Clinton",15
"Webster","Guide Rock",NA,"President","LIB","Gary Johnson / Bill Weld",5
"Webster","Guide Rock",NA,"President","PET","Jill Stein",1
"Webster","Guide Rock",NA,"President",NA,"Write-ins",1
"Webster","Guide Rock",NA,"President",NA,"Over Votes",1
"Webster","Guide Rock",NA,"President",NA,"Under Votes",1
"Webster","Guide Rock",3,"U.S. House","REP","Adrian Smith",170
"Webster","Guide Rock",3,"U.S. House","REP","Write-ins",NA
"Webster","Guide Rock",3,"U.S. House","REP","Over Votes",NA
"Webster","Guide Rock",3,"U.S. House","REP","Under Votes",29
"Webster","RC 1st",NA,"President","REP","Donald J. Trump",219
"Webster","RC 1st",NA,"President","DEM","Hillary Clinton",43
"Webster","RC 1st",NA,"President","LIB","Gary Johnson / Bill Weld",10
"Webster","RC 1st",NA,"President","PET","Jill Stein",2
"Webster","RC 1st",NA,"President",NA,"Write-ins",NA
"Webster","RC 1st",NA,"President",NA,"Over Votes",NA
"Webster","RC 1st",NA,"President",NA,"Under Votes",4
"Webster","RC 1st",3,"U.S. House","REP","Adrian Smith",247
"Webster","RC 1st",3,"U.S. House","REP","Write-ins",NA
"Webster","RC 1st",3,"U.S. House","REP","Over Votes",NA
"Webster","RC 1st",3,"U.S. House","REP","Under Votes",31
"Webster","RC 2nd",NA,"President","REP","Donald J. Trump",279
"Webster","RC 2nd",NA,"President","DEM","Hillary Clinton",62
"Webster","RC 2nd",NA,"President","LIB","Gary Johnson / Bill Weld",9
"Webster","RC 2nd",NA,"President","PET","Jill Stein",2
"Webster","RC 2nd",NA,"President",NA,"Write-ins",3
"Webster","RC 2nd",NA,"President",NA,"Over Votes",NA
"Webster","RC 2nd",NA,"President",NA,"Under Votes",4
"Webster","RC 2nd",3,"U.S. House","REP","Adrian Smith",300
"Webster","RC 2nd",3,"U.S. House","REP","Write-ins",7
"Webster","RC 2nd",3,"U.S. House","REP","Over Votes",NA
"Webster","RC 2nd",3,"U.S. House","REP","Under Votes",52
"Webster","Absentee",NA,"President","REP","Donald J. Trump",163
"Webster","Absentee",NA,"President","DEM","Hillary Clinton",65
"Webster","Absentee",NA,"President","LIB","Gary Johnson / Bill Weld",12
"Webster","Absentee",NA,"President","PET","Jill Stein",1
"Webster","Absentee",NA,"President",NA,"Write-ins",NA
"Webster","Absentee",NA,"President",NA,"Over Votes",NA
"Webster","Absentee",NA,"President",NA,"Under Votes",3
"Webster","Absentee",3,"U.S. House","REP","Adrian Smith",182
"Webster","Absentee",3,"U.S. House","REP","Write-ins",7
"Webster","Absentee",3,"U.S. House","REP","Over Votes",NA
"Webster","Absentee",3,"U.S. House","REP","Under Votes",55
