"county","precinct","district","office","party","candidate","votes"
"Otoe","Absentee",NA,"President","REP","Donald J. Trump",932
"Otoe","Absentee",NA,"President","DEM","Hillary Clinton",487
"Otoe","Absentee",NA,"President","LIB","Johnson/Weld",68
"Otoe","Absentee",NA,"President","PET","Jill Stein",9
"Otoe","Absentee",NA,"President",NA,"Write-ins",29
"Otoe","Absentee",1,"U.S. House","REP","Jeff Fortenberry",1092
"Otoe","Absentee",1,"U.S. House","DEM","Daniel M. Wik",371
"Otoe","Absentee",1,"U.S. House",NA,"Write-ins",2
"Otoe","Absentee",NA,"State Legislature",NA,"Dan Watermeier",1025
"Otoe","Absentee",NA,"State Legislature",NA,"Write-ins",18
"Otoe","Ber",NA,"President","REP","Donald J. Trump",219
"Otoe","Ber",NA,"President","DEM","Hillary Clinton",80
"Otoe","Ber",NA,"President","LIB","Johnson/Weld",10
"Otoe","Ber",NA,"President","PET","Jill Stein",5
"Otoe","Ber",NA,"President",NA,"Write-ins",9
"Otoe","Ber",1,"U.S. House","REP","Jeff Fortenberry",258
"Otoe","Ber",1,"U.S. House","DEM","Daniel M. Wik",57
"Otoe","Ber",1,"U.S. House",NA,"Write-ins",2
"Otoe","Ber",NA,"State Legislature",NA,"Dan Watermeier",275
"Otoe","Ber",NA,"State Legislature",NA,"Write-ins",8
"Otoe","Del",NA,"President","REP","Donald J. Trump",269
"Otoe","Del",NA,"President","DEM","Hillary Clinton",57
"Otoe","Del",NA,"President","LIB","Johnson/Weld",27
"Otoe","Del",NA,"President","PET","Jill Stein",1
"Otoe","Del",NA,"President",NA,"Write-ins",4
"Otoe","Del",1,"U.S. House","REP","Jeff Fortenberry",287
"Otoe","Del",1,"U.S. House","DEM","Daniel M. Wik",54
"Otoe","Del",1,"U.S. House",NA,"Write-ins",0
"Otoe","Del",NA,"State Legislature",NA,"Dan Watermeier",305
"Otoe","Del",NA,"State Legislature",NA,"Write-ins",0
"Otoe","McW",NA,"President","REP","Donald J. Trump",235
"Otoe","McW",NA,"President","DEM","Hillary Clinton",53
"Otoe","McW",NA,"President","LIB","Johnson/Weld",10
"Otoe","McW",NA,"President","PET","Jill Stein",4
"Otoe","McW",NA,"President",NA,"Write-ins",9
"Otoe","McW",1,"U.S. House","REP","Jeff Fortenberry",264
"Otoe","McW",1,"U.S. House","DEM","Daniel M. Wik",39
"Otoe","McW",1,"U.S. House",NA,"Write-ins",0
"Otoe","McW",NA,"State Legislature",NA,"Dan Watermeier",266
"Otoe","McW",NA,"State Legislature",NA,"Write-ins",2
"Otoe","Syr",NA,"President","REP","Donald J. Trump",655
"Otoe","Syr",NA,"President","DEM","Hillary Clinton",296
"Otoe","Syr",NA,"President","LIB","Johnson/Weld",61
"Otoe","Syr",NA,"President","PET","Jill Stein",7
"Otoe","Syr",NA,"President",NA,"Write-ins",20
"Otoe","Syr",1,"U.S. House","REP","Jeff Fortenberry",825
"Otoe","Syr",1,"U.S. House","DEM","Daniel M. Wik",205
"Otoe","Syr",1,"U.S. House",NA,"Write-ins",1
"Otoe","Syr",NA,"State Legislature",NA,"Dan Watermeier",969
"Otoe","Syr",NA,"State Legislature",NA,"Write-ins",9
"Otoe","Pal",NA,"President","REP","Donald J. Trump",459
"Otoe","Pal",NA,"President","DEM","Hillary Clinton",238
"Otoe","Pal",NA,"President","LIB","Johnson/Weld",41
"Otoe","Pal",NA,"President","PET","Jill Stein",4
"Otoe","Pal",NA,"President",NA,"Write-ins",21
"Otoe","Pal",1,"U.S. House","REP","Jeff Fortenberry",515
"Otoe","Pal",1,"U.S. House","DEM","Daniel M. Wik",227
"Otoe","Pal",1,"U.S. House",NA,"Write-ins",1
"Otoe","Pal",NA,"State Legislature",NA,"Dan Watermeier",600
"Otoe","Pal",NA,"State Legislature",NA,"Write-ins",7
"Otoe","Rus",NA,"President","REP","Donald J. Trump",200
"Otoe","Rus",NA,"President","DEM","Hillary Clinton",107
"Otoe","Rus",NA,"President","LIB","Johnson/Weld",26
"Otoe","Rus",NA,"President","PET","Jill Stein",7
"Otoe","Rus",NA,"President",NA,"Write-ins",9
"Otoe","Rus",1,"U.S. House","REP","Jeff Fortenberry",256
"Otoe","Rus",1,"U.S. House","DEM","Daniel M. Wik",93
"Otoe","Rus",1,"U.S. House",NA,"Write-ins",0
"Otoe","Rus",NA,"State Legislature",NA,"Dan Watermeier",311
"Otoe","Rus",NA,"State Legislature",NA,"Write-ins",1
"Otoe","SBr",NA,"President","REP","Donald J. Trump",211
"Otoe","SBr",NA,"President","DEM","Hillary Clinton",81
"Otoe","SBr",NA,"President","LIB","Johnson/Weld",17
"Otoe","SBr",NA,"President","PET","Jill Stein",4
