"county","precinct","district","office","party","candidate","votes"
"Antelope","Tilden",NA,"Ballots Cast","","",124
"Antelope","Tilden 1st Ward",NA,"Ballots Cast","","",118
"Antelope","Oakdale",NA,"Ballots Cast","","",230
"Antelope","Neligh",NA,"Ballots Cast","","",216
"Antelope","Neligh 1st Ward",NA,"Ballots Cast","","",367
"Antelope","Neligh 2nd Ward",NA,"Ballots Cast","","",257
"Antelope","Brunswick",NA,"Ballots Cast","","",275
"Antelope","Elgin",NA,"Ballots Cast","","",195
"Antelope","Elgin 1st Ward",NA,"Ballots Cast","","",136
"Antelope","Elgin 2nd Ward",NA,"Ballots Cast","","",159
"Antelope","Royal",NA,"Ballots Cast","","",114
"Antelope","Clearwater",NA,"Ballots Cast","","",350
"Antelope","Orchard",NA,"Ballots Cast","","",254
"Antelope","Absentee",NA,"Ballots Cast","","",516
"Antelope","Provisional",NA,"Ballots Cast","","",19
"Antelope","Tilden",NA,"President","REP","Donald J. Trump",97
"Antelope","Tilden 1st Ward",NA,"President","REP","Donald J. Trump",88
"Antelope","Oakdale",NA,"President","REP","Donald J. Trump",184
"Antelope","Neligh",NA,"President","REP","Donald J. Trump",181
"Antelope","Neligh 1st Ward",NA,"President","REP","Donald J. Trump",297
"Antelope","Neligh 2nd Ward",NA,"President","REP","Donald J. Trump",201
"Antelope","Brunswick",NA,"President","REP","Donald J. Trump",242
"Antelope","Elgin",NA,"President","REP","Donald J. Trump",169
"Antelope","Elgin 1st Ward",NA,"President","REP","Donald J. Trump",109
"Antelope","Elgin 2nd Ward",NA,"President","REP","Donald J. Trump",128
"Antelope","Royal",NA,"President","REP","Donald J. Trump",99
"Antelope","Clearwater",NA,"President","REP","Donald J. Trump",315
"Antelope","Orchard",NA,"President","REP","Donald J. Trump",216
"Antelope","Absentee",NA,"President","REP","Donald J. Trump",391
"Antelope","Provisional",NA,"President","REP","Donald J. Trump",15
"Antelope","Total",NA,"President","REP","Donald J. Trump",2732
"Antelope","Tilden",NA,"President","DEM","Hillary Clinton",17
"Antelope","Tilden 1st Ward",NA,"President","DEM","Hillary Clinton",19
"Antelope","Oakdale",NA,"President","DEM","Hillary Clinton",23
"Antelope","Neligh",NA,"President","DEM","Hillary Clinton",23
"Antelope","Neligh 1st Ward",NA,"President","DEM","Hillary Clinton",45
"Antelope","Neligh 2nd Ward",NA,"President","DEM","Hillary Clinton",34
"Antelope","Brunswick",NA,"President","DEM","Hillary Clinton",18
"Antelope","Elgin",NA,"President","DEM","Hillary Clinton",18
"Antelope","Elgin 1st Ward",NA,"President","DEM","Hillary Clinton",17
"Antelope","Elgin 2nd Ward",NA,"President","DEM","Hillary Clinton",20
"Antelope","Royal",NA,"President","DEM","Hillary Clinton",11
"Antelope","Clearwater",NA,"President","DEM","Hillary Clinton",20
"Antelope","Orchard",NA,"President","DEM","Hillary Clinton",24
"Antelope","Absentee",NA,"President","DEM","Hillary Clinton",92
"Antelope","Provisional",NA,"President","DEM","Hillary Clinton",2
"Antelope","Total",NA,"President","DEM","Hillary Clinton",383
"Antelope","Tilden",NA,"President","LIB","Gary Johnson",7
"Antelope","Tilden 1st Ward",NA,"President","LIB","Gary Johnson",2
"Antelope","Oakdale",NA,"President","LIB","Gary Johnson",11
"Antelope","Neligh",NA,"President","LIB","Gary Johnson",5
"Antelope","Neligh 1st Ward",NA,"President","LIB","Gary Johnson",15
"Antelope","Neligh 2nd Ward",NA,"President","LIB","Gary Johnson",4
"Antelope","Brunswick",NA,"President","LIB","Gary Johnson",19
"Antelope","Elgin",NA,"President","LIB","Gary Johnson",2
"Antelope","Elgin 1st Ward",NA,"President","LIB","Gary Johnson",7
"Antelope","Elgin 2nd Ward",NA,"President","LIB","Gary Johnson",6
"Antelope","Royal",NA,"President","LIB","Gary Johnson",1
"Antelope","Clearwater",NA,"President","LIB","Gary Johnson",6
"Antelope","Orchard",NA,"President","LIB","Gary Johnson",5
"Antelope","Absentee",NA,"President","LIB","Gary Johnson",13
