"county","precinct","district","office","party","candidate","votes"
"Greeley","Scotia",NA,"President","REP","Donald J. Trump",135
"Greeley","Spalding",NA,"President","REP","Donald J. Trump",323
"Greeley","Wolbach",NA,"President","REP","Donald J. Trump",132
"Greeley","Greeley",NA,"President","REP","Donald J. Trump",209
"Greeley","Early",NA,"President","REP","Donald J. Trump",113
"Greeley","Total",NA,"President","REP","Donald J. Trump",912
"Greeley","Scotia",NA,"President","DEM","Hillary Clinton",31
"Greeley","Spalding",NA,"President","DEM","Hillary Clinton",61
"Greeley","Wolbach",NA,"President","DEM","Hillary Clinton",14
"Greeley","Greeley",NA,"President","DEM","Hillary Clinton",69
"Greeley","Early",NA,"President","DEM","Hillary Clinton",35
"Greeley","Total",NA,"President","DEM","Hillary Clinton",210
"Greeley","Scotia",NA,"President","LIB","Gary Johnson",3
"Greeley","Spalding",NA,"President","LIB","Gary Johnson",9
"Greeley","Wolbach",NA,"President","LIB","Gary Johnson",4
"Greeley","Greeley",NA,"President","LIB","Gary Johnson",19
"Greeley","Early",NA,"President","LIB","Gary Johnson",3
"Greeley","Total",NA,"President","LIB","Gary Johnson",38
"Greeley","Scotia",NA,"President","","Jill Stein",0
"Greeley","Spalding",NA,"President","","Jill Stein",4
"Greeley","Wolbach",NA,"President","","Jill Stein",0
"Greeley","Greeley",NA,"President","","Jill Stein",0
"Greeley","Early",NA,"President","","Jill Stein",2
"Greeley","Total",NA,"President","","Jill Stein",6
"Greeley","Scotia",3,"U.S. House","REP","Adrian Smith",148
"Greeley","Spalding",3,"U.S. House","REP","Adrian Smith",329
"Greeley","Wolbach",3,"U.S. House","REP","Adrian Smith",123
"Greeley","Greeley",3,"U.S. House","REP","Adrian Smith",240
"Greeley","Early",3,"U.S. House","REP","Adrian Smith",115
"Greeley","Total",3,"U.S. House","REP","Adrian Smith",955
"Greeley","Scotia",3,"U.S. House","","Write-ins",3
"Greeley","Spalding",3,"U.S. House","","Write-ins",2
"Greeley","Wolbach",3,"U.S. House","","Write-ins",2
"Greeley","Greeley",3,"U.S. House","","Write-ins",1
"Greeley","Early",3,"U.S. House","","Write-ins",0
"Greeley","Total",3,"U.S. House","","Write-ins",8
"Greeley","Scotia",41,"State Legislature","","Tom Briese",127
"Greeley","Spalding",41,"State Legislature","","Tom Briese",270
"Greeley","Wolbach",41,"State Legislature","","Tom Briese",94
"Greeley","Greeley",41,"State Legislature","","Tom Briese",176
"Greeley","Early",41,"State Legislature","","Tom Briese",91
"Greeley","Total",41,"State Legislature","","Tom Briese",758
"Greeley","Scotia",41,"State Legislature","","Write-ins",2
"Greeley","Spalding",41,"State Legislature","","Write-ins",1
"Greeley","Wolbach",41,"State Legislature","","Write-ins",1
"Greeley","Greeley",41,"State Legislature","","Write-ins",3
"Greeley","Early",41,"State Legislature","","Write-ins",0
"Greeley","Total",41,"State Legislature","","Write-ins",7
"","",NA,"","","",NA
"","",NA,"","","",NA
"","",NA,"","","",NA
"","",NA,"","","",NA
"","",NA,"","","",NA
"","",NA,"","","",NA
"","",NA,"","","",NA
"","",NA,"","","",NA
"","",NA,"","","",NA
"","",NA,"","","",NA
"","",NA,"","","",NA
"","",NA,"","","",NA
