"county","precinct","district","office","party","candidate","votes"
"Lincoln","Absentee/Early Vote",NA,"President","DEM","Hillary Clinton",0
"Lincoln","Brady",NA,"President","DEM","Hillary Clinton",70
"Lincoln","Countywide",NA,"President","DEM","Hillary Clinton",0
"Lincoln","Hall",NA,"President","DEM","Hillary Clinton",96
"Lincoln","Hershey",NA,"President","DEM","Hillary Clinton",100
"Lincoln","Hinman",NA,"President","DEM","Hillary Clinton",48
"Lincoln","Maxwell",NA,"President","DEM","Hillary Clinton",59
"Lincoln","Medicine",NA,"President","DEM","Hillary Clinton",10
"Lincoln","New/Former Resident",NA,"President","DEM","Hillary Clinton",0
"Lincoln","Osgood",NA,"President","DEM","Hillary Clinton",158
"Lincoln","Precinct 1",NA,"President","DEM","Hillary Clinton",163
"Lincoln","Precinct 10",NA,"President","DEM","Hillary Clinton",226
"Lincoln","Precinct 12",NA,"President","DEM","Hillary Clinton",162
"Lincoln","Precinct 13",NA,"President","DEM","Hillary Clinton",210
"Lincoln","Precinct 15",NA,"President","DEM","Hillary Clinton",81
"Lincoln","Precinct 16",NA,"President","DEM","Hillary Clinton",71
"Lincoln","Precinct 2",NA,"President","DEM","Hillary Clinton",135
"Lincoln","Precinct 3",NA,"President","DEM","Hillary Clinton",102
"Lincoln","Precinct 4",NA,"President","DEM","Hillary Clinton",56
"Lincoln","Precinct 5",NA,"President","DEM","Hillary Clinton",70
"Lincoln","Precinct 6",NA,"President","DEM","Hillary Clinton",319
"Lincoln","Precinct 7",NA,"President","DEM","Hillary Clinton",199
"Lincoln","Precinct 8",NA,"President","DEM","Hillary Clinton",186
"Lincoln","Precinct 9",NA,"President","DEM","Hillary Clinton",167
"Lincoln","Sellers",NA,"President","DEM","Hillary Clinton",81
"Lincoln","Sutherland",NA,"President","DEM","Hillary Clinton",119
"Lincoln","Wallace",NA,"President","DEM","Hillary Clinton",25
"Lincoln","Absentee/Early Vote",NA,"President","LIB","Gary Johnson",0
"Lincoln","Brady",NA,"President","LIB","Gary Johnson",15
"Lincoln","Countywide",NA,"President","LIB","Gary Johnson",0
"Lincoln","Hall",NA,"President","LIB","Gary Johnson",36
"Lincoln","Hershey",NA,"President","LIB","Gary Johnson",34
"Lincoln","Hinman",NA,"President","LIB","Gary Johnson",15
"Lincoln","Maxwell",NA,"President","LIB","Gary Johnson",16
"Lincoln","Medicine",NA,"President","LIB","Gary Johnson",0
"Lincoln","New/Former Resident",NA,"President","LIB","Gary Johnson",0
"Lincoln","Osgood",NA,"President","LIB","Gary Johnson",42
"Lincoln","Precinct 1",NA,"President","LIB","Gary Johnson",44
