"county","precinct","district","office","party","candidate","votes"
"Cedar","Early",NA,"Ballots Cast","","",472
"Cedar","Precinct 10 (17-18)",NA,"Ballots Cast","","",138
"Cedar","Precinct 13 (21)",NA,"Ballots Cast","","",532
"Cedar","Precinct 3 (4)",NA,"Ballots Cast","","",193
"Cedar","Precinct 4 (5-6-7)",NA,"Ballots Cast","","",261
"Cedar","Precinct 7 (9A)",NA,"Ballots Cast","","",96
"Cedar","Precinct 1 (1)",NA,"Ballots Cast","","",194
"Cedar","Precinct 11 (19)",NA,"Ballots Cast","","",460
"Cedar","Precinct 12 (20)",NA,"Ballots Cast","","",148
"Cedar","Precinct 2 (2-3)",NA,"Ballots Cast","","",404
"Cedar","Precinct 5 (13-14)",NA,"Ballots Cast","","",170
"Cedar","Precinct 6 (8-9)",NA,"Ballots Cast","","",844
"Cedar","Precinct 8 (10-11-12)",NA,"Ballots Cast","","",272
"Cedar","Precinct 9 (15-16)",NA,"Ballots Cast","","",327
"Cedar","Early",NA,"President","REP","Donald J. Trump",349
"Cedar","Precinct 10 (17-18)",NA,"President","REP","Donald J. Trump",117
"Cedar","Precinct 13 (21)",NA,"President","REP","Donald J. Trump",438
"Cedar","Precinct 3 (4)",NA,"President","REP","Donald J. Trump",143
"Cedar","Precinct 4 (5-6-7)",NA,"President","REP","Donald J. Trump",210
"Cedar","Precinct 7 (9A)",NA,"President","REP","Donald J. Trump",62
"Cedar","Precinct 1 (1)",NA,"President","REP","Donald J. Trump",128
"Cedar","Precinct 11 (19)",NA,"President","REP","Donald J. Trump",364
"Cedar","Precinct 12 (20)",NA,"President","REP","Donald J. Trump",93
"Cedar","Precinct 2 (2-3)",NA,"President","REP","Donald J. Trump",313
"Cedar","Precinct 5 (13-14)",NA,"President","REP","Donald J. Trump",132
"Cedar","Precinct 6 (8-9)",NA,"President","REP","Donald J. Trump",678
"Cedar","Precinct 8 (10-11-12)",NA,"President","REP","Donald J. Trump",225
"Cedar","Precinct 9 (15-16)",NA,"President","REP","Donald J. Trump",280
"Cedar","Early",NA,"President","DEM","Hillary Clinton",78
"Cedar","Precinct 10 (17-18)",NA,"President","DEM","Hillary Clinton",12
"Cedar","Precinct 13 (21)",NA,"President","DEM","Hillary Clinton",51
"Cedar","Precinct 3 (4)",NA,"President","DEM","Hillary Clinton",27
"Cedar","Precinct 4 (5-6-7)",NA,"President","DEM","Hillary Clinton",27
"Cedar","Precinct 7 (9A)",NA,"President","DEM","Hillary Clinton",18
"Cedar","Precinct 1 (1)",NA,"President","DEM","Hillary Clinton",35
"Cedar","Precinct 11 (19)",NA,"President","DEM","Hillary Clinton",50
"Cedar","Precinct 12 (20)",NA,"President","DEM","Hillary Clinton",32
"Cedar","Precinct 2 (2-3)",NA,"President","DEM","Hillary Clinton",56
"Cedar","Precinct 5 (13-14)",NA,"President","DEM","Hillary Clinton",26
"Cedar","Precinct 6 (8-9)",NA,"President","DEM","Hillary Clinton",105
"Cedar","Precinct 8 (10-11-12)",NA,"President","DEM","Hillary Clinton",23
"Cedar","Precinct 9 (15-16)",NA,"President","DEM","Hillary Clinton",31
"Cedar","Early",NA,"President","LIB","Gary Johnson",20
"Cedar","Precinct 10 (17-18)",NA,"President","LIB","Gary Johnson",8
"Cedar","Precinct 13 (21)",NA,"President","LIB","Gary Johnson",21
"Cedar","Precinct 3 (4)",NA,"President","LIB","Gary Johnson",13
"Cedar","Precinct 4 (5-6-7)",NA,"President","LIB","Gary Johnson",12
"Cedar","Precinct 7 (9A)",NA,"President","LIB","Gary Johnson",9
"Cedar","Precinct 1 (1)",NA,"President","LIB","Gary Johnson",19
"Cedar","Precinct 11 (19)",NA,"President","LIB","Gary Johnson",30
"Cedar","Precinct 12 (20)",NA,"President","LIB","Gary Johnson",16
"Cedar","Precinct 2 (2-3)",NA,"President","LIB","Gary Johnson",19
"Cedar","Precinct 5 (13-14)",NA,"President","LIB","Gary Johnson",5
"Cedar","Precinct 6 (8-9)",NA,"President","LIB","Gary Johnson",28
"Cedar","Precinct 8 (10-11-12)",NA,"President","LIB","Gary Johnson",12
"Cedar","Precinct 9 (15-16)",NA,"President","LIB","Gary Johnson",12
"Cedar","Early",NA,"President","","Jill Stein",4
"Cedar","Precinct 10 (17-18)",NA,"President","","Jill Stein",0
"Cedar","Precinct 13 (21)",NA,"President","","Jill Stein",9
"Cedar","Precinct 3 (4)",NA,"President","","Jill Stein",1
"Cedar","Precinct 4 (5-6-7)",NA,"President","","Jill Stein",1
"Cedar","Precinct 7 (9A)",NA,"President","","Jill Stein",1
"Cedar","Precinct 1 (1)",NA,"President","","Jill Stein",1
"Cedar","Precinct 11 (19)",NA,"President","","Jill Stein",3
"Cedar","Precinct 12 (20)",NA,"President","","Jill Stein",2
"Cedar","Precinct 2 (2-3)",NA,"President","","Jill Stein",0
"Cedar","Precinct 5 (13-14)",NA,"President","","Jill Stein",0
"Cedar","Precinct 6 (8-9)",NA,"President","","Jill Stein",8
"Cedar","Precinct 8 (10-11-12)",NA,"President","","Jill Stein",0
"Cedar","Precinct 9 (15-16)",NA,"President","","Jill Stein",1
"Cedar","Early",3,"U.S. House","REP","Adrian Smith",381
"Cedar","Precinct 10 (17-18)",3,"U.S. House","REP","Adrian Smith",122
"Cedar","Precinct 13 (21)",3,"U.S. House","REP","Adrian Smith",474
"Cedar","Precinct 3 (4)",3,"U.S. House","REP","Adrian Smith",154
"Cedar","Precinct 4 (5-6-7)",3,"U.S. House","REP","Adrian Smith",230
"Cedar","Precinct 7 (9A)",3,"U.S. House","REP","Adrian Smith",75
"Cedar","Precinct 1 (1)",3,"U.S. House","REP","Adrian Smith",163
"Cedar","Precinct 11 (19)",3,"U.S. House","REP","Adrian Smith",401
"Cedar","Precinct 12 (20)",3,"U.S. House","REP","Adrian Smith",116
"Cedar","Precinct 2 (2-3)",3,"U.S. House","REP","Adrian Smith",337
"Cedar","Precinct 5 (13-14)",3,"U.S. House","REP","Adrian Smith",134
"Cedar","Precinct 6 (8-9)",3,"U.S. House","REP","Adrian Smith",733
"Cedar","Precinct 8 (10-11-12)",3,"U.S. House","REP","Adrian Smith",220
"Cedar","Precinct 9 (15-16)",3,"U.S. House","REP","Adrian Smith",295
