"county","precinct","district","office","party","candidate","votes"
"Fillmore","Exeter 101",NA,"President","REP","Donald J. Trump",189
"Fillmore","Fairmont 102",NA,"President","REP","Donald J. Trump",183
"Fillmore","West Blue/Grafton/Bennett 103",NA,"President","REP","Donald J. Trump",148
"Fillmore","South Geneva & Geneva 104",NA,"President","REP","Donald J. Trump",295
"Fillmore","North Geneva 105",NA,"President","REP","Donald J. Trump",246
"Fillmore","Madison 107",NA,"President","REP","Donald J. Trump",172
"Fillmore","Liberty/Glengary/Franklin 108",NA,"President","REP","Donald J. Trump",206
"Fillmore","Chelsea/Stanton/Belle Prairie 109",NA,"President","REP","Donald J. Trump",134
"Fillmore","Momence/Bryant/Hamilton 110",NA,"President","REP","Donald J. Trump",233
"Fillmore","Absentee",NA,"President","REP","Donald J. Trump",324
"Fillmore","Total",NA,"President","REP","Donald J. Trump",2130
"Fillmore","Exeter 101",NA,"President","DEM","Hillary Clinton",70
"Fillmore","Fairmont 102",NA,"President","DEM","Hillary Clinton",37
"Fillmore","West Blue/Grafton/Bennett 103",NA,"President","DEM","Hillary Clinton",22
"Fillmore","South Geneva & Geneva 104",NA,"President","DEM","Hillary Clinton",81
"Fillmore","North Geneva 105",NA,"President","DEM","Hillary Clinton",83
"Fillmore","Madison 107",NA,"President","DEM","Hillary Clinton",62
"Fillmore","Liberty/Glengary/Franklin 108",NA,"President","DEM","Hillary Clinton",68
"Fillmore","Chelsea/Stanton/Belle Prairie 109",NA,"President","DEM","Hillary Clinton",18
"Fillmore","Momence/Bryant/Hamilton 110",NA,"President","DEM","Hillary Clinton",50
"Fillmore","Absentee",NA,"President","DEM","Hillary Clinton",122
"Fillmore","Total",NA,"President","DEM","Hillary Clinton",613
"Fillmore","Exeter 101",NA,"President","LIB","Gary Johnson",16
"Fillmore","Fairmont 102",NA,"President","LIB","Gary Johnson",20
"Fillmore","West Blue/Grafton/Bennett 103",NA,"President","LIB","Gary Johnson",11
"Fillmore","South Geneva & Geneva 104",NA,"President","LIB","Gary Johnson",16
"Fillmore","North Geneva 105",NA,"President","LIB","Gary Johnson",20
"Fillmore","Madison 107",NA,"President","LIB","Gary Johnson",17
"Fillmore","Liberty/Glengary/Franklin 108",NA,"President","LIB","Gary Johnson",12
"Fillmore","Chelsea/Stanton/Belle Prairie 109",NA,"President","LIB","Gary Johnson",9
"Fillmore","Momence/Bryant/Hamilton 110",NA,"President","LIB","Gary Johnson",11
"Fillmore","Absentee",NA,"President","LIB","Gary Johnson",19
"Fillmore","Total",NA,"President","LIB","Gary Johnson",151
"Fillmore","Exeter 101",NA,"President","","Jill Stein",1
"Fillmore","Fairmont 102",NA,"President","","Jill Stein",4
"Fillmore","West Blue/Grafton/Bennett 103",NA,"President","","Jill Stein",2
"Fillmore","South Geneva & Geneva 104",NA,"President","","Jill Stein",2
"Fillmore","North Geneva 105",NA,"President","","Jill Stein",2
"Fillmore","Madison 107",NA,"President","","Jill Stein",3
"Fillmore","Liberty/Glengary/Franklin 108",NA,"President","","Jill Stein",2
"Fillmore","Chelsea/Stanton/Belle Prairie 109",NA,"President","","Jill Stein",1
"Fillmore","Momence/Bryant/Hamilton 110",NA,"President","","Jill Stein",1
