"county","precinct","district","office","party","candidate","votes"
"Morrill","Haynes",47,"State Legislature","","Write-ins",0
"Morrill","Redington",47,"State Legislature","","Write-ins",0
"Morrill","Provisional",47,"State Legislature","","Write-ins",0
"Morrill","Absentee",47,"State Legislature","","Write-ins",1
"Morrill","Total",47,"State Legislature","","Write-ins",6
"Morrill","Broadwater",3,"U.S. House","REP","Adrian Smith",128
"Morrill","East Bayard",3,"U.S. House","REP","Adrian Smith",358
"Morrill","West Bayard",3,"U.S. House","REP","Adrian Smith",266
"Morrill","North Camp Clarke",3,"U.S. House","REP","Adrian Smith",185
"Morrill","East Camp Clarke",3,"U.S. House","REP","Adrian Smith",325
"Morrill","West Camp Clarke",3,"U.S. House","REP","Adrian Smith",257
"Morrill","Gilchrist",3,"U.S. House","REP","Adrian Smith",34
"Morrill","Haynes",3,"U.S. House","REP","Adrian Smith",52
"Morrill","Redington",3,"U.S. House","REP","Adrian Smith",43
"Morrill","Provisional",3,"U.S. House","REP","Adrian Smith",17
"Morrill","Absentee",3,"U.S. House","REP","Adrian Smith",234
"Morrill","Total",3,"U.S. House","REP","Adrian Smith",1899
"Morrill","Broadwater",3,"U.S. House","","Write-ins",2
"Morrill","East Bayard",3,"U.S. House","","Write-ins",3
"Morrill","West Bayard",3,"U.S. House","","Write-ins",11
"Morrill","North Camp Clarke",3,"U.S. House","","Write-ins",3
"Morrill","East Camp Clarke",3,"U.S. House","","Write-ins",7
"Morrill","West Camp Clarke",3,"U.S. House","","Write-ins",6
"Morrill","Gilchrist",3,"U.S. House","","Write-ins",0
"Morrill","Haynes",3,"U.S. House","","Write-ins",2
"Morrill","Redington",3,"U.S. House","","Write-ins",2
"Morrill","Provisional",3,"U.S. House","","Write-ins",0
"Morrill","Absentee",3,"U.S. House","","Write-ins",5
"Morrill","Total",3,"U.S. House","","Write-ins",41
