"county","precinct","district","office","party","candidate","votes"
"Boone",1,NA,"President","REP","Donald J. Trump",129
"Boone",1,NA,"President","DEM","Hillary Clinton",8
"Boone",1,NA,"President","LIB","Gary Johnson",5
"Boone",1,NA,"President","GRE","Jill Stein",0
"Boone",1,NA,"President","","Write-ins",3
"Boone",1,3,"U.S. House","REP","Adrian Smith",131
"Boone",1,3,"U.S. House","","Write-ins",0
"Boone",1,41,"State Legislature","","Tom Briese",137
"Boone",1,41,"State Legislature","","Write-ins",1
"Boone",2,NA,"President","REP","Donald J. Trump",276
"Boone",2,NA,"President","DEM","Hillary Clinton",36
"Boone",2,NA,"President","LIB","Gary Johnson",13
"Boone",2,NA,"President","GRE","Jill Stein",0
"Boone",2,NA,"President","","Write-ins",0
"Boone",2,3,"U.S. House","REP","Adrian Smith",283
"Boone",2,3,"U.S. House","","Write-ins",2
"Boone",2,41,"State Legislature","","Tom Briese",280
"Boone",2,41,"State Legislature","","Write-ins",1
"Boone",3,NA,"President","REP","Donald J. Trump",236
"Boone",3,NA,"President","DEM","Hillary Clinton",82
"Boone",3,NA,"President","LIB","Gary Johnson",19
"Boone",3,NA,"President","GRE","Jill Stein",5
"Boone",3,NA,"President","","Write-ins",6
"Boone",3,3,"U.S. House","REP","Adrian Smith",267
"Boone",3,3,"U.S. House","","Write-ins",5
"Boone",3,41,"State Legislature","","Tom Briese",270
"Boone",3,41,"State Legislature","","Write-ins",2
"Boone",4,NA,"President","REP","Donald J. Trump",86
"Boone",4,NA,"President","DEM","Hillary Clinton",32
"Boone",4,NA,"President","LIB","Gary Johnson",7
"Boone",4,NA,"President","GRE","Jill Stein",1
"Boone",4,NA,"President","","Write-ins",2
"Boone",4,3,"U.S. House","REP","Adrian Smith",102
"Boone",4,3,"U.S. House","","Write-ins",0
"Boone",4,41,"State Legislature","","Tom Briese",109
"Boone",4,41,"State Legislature","","Write-ins",0
"Boone",5,NA,"President","REP","Donald J. Trump",77
"Boone",5,NA,"President","DEM","Hillary Clinton",15
"Boone",5,NA,"President","LIB","Gary Johnson",3
"Boone",5,NA,"President","GRE","Jill Stein",0
"Boone",5,NA,"President","","Write-ins",9
"Boone",5,3,"U.S. House","REP","Adrian Smith",73
"Boone",5,3,"U.S. House","","Write-ins",1
"Boone",5,41,"State Legislature","","Tom Briese",75
"Boone",5,41,"State Legislature","","Write-ins",0
"Boone",6,NA,"President","REP","Donald J. Trump",278
"Boone",6,NA,"President","DEM","Hillary Clinton",38
"Boone",6,NA,"President","LIB","Gary Johnson",18
"Boone",6,NA,"President","GRE","Jill Stein",3
"Boone",6,NA,"President","","Write-ins",4
"Boone",6,3,"U.S. House","REP","Adrian Smith",298
"Boone",6,3,"U.S. House","","Write-ins",4
"Boone",6,41,"State Legislature","","Tom Briese",318
"Boone",6,41,"State Legislature","","Write-ins",2
"Boone",7,NA,"President","REP","Donald J. Trump",338
"Boone",7,NA,"President","DEM","Hillary Clinton",54
"Boone",7,NA,"President","LIB","Gary Johnson",21
"Boone",7,NA,"President","GRE","Jill Stein",4
"Boone",7,NA,"President","","Write-ins",4
"Boone",7,3,"U.S. House","REP","Adrian Smith",331
"Boone",7,3,"U.S. House","","Write-ins",6
"Boone",7,41,"State Legislature","","Tom Briese",330
"Boone",7,41,"State Legislature","","Write-ins",1
"Boone",8,NA,"President","REP","Donald J. Trump",333
"Boone",8,NA,"President","DEM","Hillary Clinton",53
"Boone",8,NA,"President","LIB","Gary Johnson",18
"Boone",8,NA,"President","GRE","Jill Stein",2
"Boone",8,NA,"President","","Write-ins",3
"Boone",8,3,"U.S. House","REP","Adrian Smith",356
"Boone",8,3,"U.S. House","","Write-ins",2
"Boone",8,41,"State Legislature","","Tom Briese",378
"Boone",8,41,"State Legislature","","Write-ins",1
"Boone",9,NA,"President","REP","Donald J. Trump",323
"Boone",9,NA,"President","DEM","Hillary Clinton",44
"Boone",9,NA,"President","LIB","Gary Johnson",19
"Boone",9,NA,"President","GRE","Jill Stein",1
"Boone",9,NA,"President","","Write-ins",2
"Boone",9,3,"U.S. House","REP","Adrian Smith",342
"Boone",9,3,"U.S. House","","Write-ins",2
"Boone",9,41,"State Legislature","","Tom Briese",354
"Boone",9,41,"State Legislature","","Write-ins",2
