"county","precinct","district","office","party","candidate","votes"
"Logan","Absentee/Early Vote",NA,"President","DEM","Hillary Clinton",8
"Logan","Countywide",NA,"President","DEM","Hillary Clinton",0
"Logan","Logan County",NA,"President","DEM","Hillary Clinton",24
"Logan","New/Former Resident",NA,"President","DEM","Hillary Clinton",0
"Logan","Absentee/Early Vote",NA,"President","LIB","Gary Johnson",3
"Logan","Countywide",NA,"President","LIB","Gary Johnson",0
"Logan","Logan County",NA,"President","LIB","Gary Johnson",15
"Logan","New/Former Resident",NA,"President","LIB","Gary Johnson",0
"Logan","Absentee/Early Vote",NA,"President","","Jill Stein",1
"Logan","Countywide",NA,"President","","Jill Stein",0
"Logan","Logan County",NA,"President","","Jill Stein",0
"Logan","New/Former Resident",NA,"President","","Jill Stein",0
"Logan","Absentee/Early Vote",NA,"President","REP","Donald J. Trump",67
"Logan","Countywide",NA,"President","REP","Donald J. Trump",0
"Logan","Logan County",NA,"President","REP","Donald J. Trump",333
"Logan","New/Former Resident",NA,"President","REP","Donald J. Trump",0
"Logan","Absentee/Early Vote",3,"U.S. House","REP","Adrian Smith",73
"Logan","Countywide",3,"U.S. House","REP","Adrian Smith",0
"Logan","Logan County",3,"U.S. House","REP","Adrian Smith",328
"Logan","New/Former Resident",3,"U.S. House","REP","Adrian Smith",0
"Logan","Absentee/Early Vote",43,"State Legislature","","Al Davis",42
"Logan","Countywide",43,"State Legislature","","Al Davis",0
"Logan","Logan County",43,"State Legislature","","Al Davis",137
"Logan","New/Former Resident",43,"State Legislature","","Al Davis",0
"Logan","Absentee/Early Vote",43,"State Legislature","","Tom Brewer",29
"Logan","Countywide",43,"State Legislature","","Tom Brewer",0
"Logan","Logan County",43,"State Legislature","","Tom Brewer",212
"Logan","New/Former Resident",43,"State Legislature","","Tom Brewer",0
