"county","precinct","district","office","party","candidate","votes"
"Nuckolls","Total",NA,"President","REP","Donald J. Trump",1726
"Nuckolls","Provisional",NA,"President","REP","Donald J. Trump",11
"Nuckolls","Early",NA,"President","REP","Donald J. Trump",172
"Nuckolls","Beaver 1",NA,"President","REP","Donald J. Trump",254
"Nuckolls","Beaver 2",NA,"President","REP","Donald J. Trump",222
"Nuckolls","Beaver 3",NA,"President","REP","Donald J. Trump",212
"Nuckolls","Elk",NA,"President","REP","Donald J. Trump",123
"Nuckolls","Hardy",NA,"President","REP","Donald J. Trump",117
"Nuckolls","Spring Creek",NA,"President","REP","Donald J. Trump",75
"Nuckolls","Nelson",NA,"President","REP","Donald J. Trump",350
"Nuckolls","Victor",NA,"President","REP","Donald J. Trump",190
"Nuckolls","Total",NA,"President","DEM","Hillary Clinton",353
"Nuckolls","Provisional",NA,"President","DEM","Hillary Clinton",3
"Nuckolls","Early",NA,"President","DEM","Hillary Clinton",43
"Nuckolls","Beaver 1",NA,"President","DEM","Hillary Clinton",64
"Nuckolls","Beaver 2",NA,"President","DEM","Hillary Clinton",53
"Nuckolls","Beaver 3",NA,"President","DEM","Hillary Clinton",46
"Nuckolls","Elk",NA,"President","DEM","Hillary Clinton",23
"Nuckolls","Hardy",NA,"President","DEM","Hillary Clinton",16
"Nuckolls","Spring Creek",NA,"President","DEM","Hillary Clinton",12
"Nuckolls","Nelson",NA,"President","DEM","Hillary Clinton",54
"Nuckolls","Victor",NA,"President","DEM","Hillary Clinton",39
"Nuckolls","Total",NA,"President","LIB","Gary Johnson",78
"Nuckolls","Provisional",NA,"President","LIB","Gary Johnson",1
"Nuckolls","Early",NA,"President","LIB","Gary Johnson",7
"Nuckolls","Beaver 1",NA,"President","LIB","Gary Johnson",17
"Nuckolls","Beaver 2",NA,"President","LIB","Gary Johnson",6
"Nuckolls","Beaver 3",NA,"President","LIB","Gary Johnson",10
"Nuckolls","Elk",NA,"President","LIB","Gary Johnson",6
"Nuckolls","Hardy",NA,"President","LIB","Gary Johnson",3
"Nuckolls","Spring Creek",NA,"President","LIB","Gary Johnson",7
"Nuckolls","Nelson",NA,"President","LIB","Gary Johnson",10
"Nuckolls","Victor",NA,"President","LIB","Gary Johnson",11
"Nuckolls","Total",NA,"President","","Jill Stein",20
"Nuckolls","Provisional",NA,"President","","Jill Stein",1
"Nuckolls","Early",NA,"President","","Jill Stein",1
"Nuckolls","Beaver 1",NA,"President","","Jill Stein",4
"Nuckolls","Beaver 2",NA,"President","","Jill Stein",3
"Nuckolls","Beaver 3",NA,"President","","Jill Stein",4
"Nuckolls","Elk",NA,"President","","Jill Stein",0
"Nuckolls","Hardy",NA,"President","","Jill Stein",1
"Nuckolls","Spring Creek",NA,"President","","Jill Stein",2
"Nuckolls","Nelson",NA,"President","","Jill Stein",3
"Nuckolls","Victor",NA,"President","","Jill Stein",1
"Nuckolls","Total",NA,"President","","Write-ins",18
"Nuckolls","Provisional",NA,"President","","Write-ins",3
"Nuckolls","Early",NA,"President","","Write-ins",0
"Nuckolls","Beaver 1",NA,"President","","Write-ins",4
"Nuckolls","Beaver 2",NA,"President","","Write-ins",2
"Nuckolls","Beaver 3",NA,"President","","Write-ins",3
"Nuckolls","Elk",NA,"President","","Write-ins",0
"Nuckolls","Hardy",NA,"President","","Write-ins",0
"Nuckolls","Spring Creek",NA,"President","","Write-ins",0
"Nuckolls","Nelson",NA,"President","","Write-ins",1
"Nuckolls","Victor",NA,"President","","Write-ins",5
"Nuckolls","Total",3,"U.S. House","REP","Adrian Smith",1909
"Nuckolls","Provisional",3,"U.S. House","REP","Adrian Smith",12
"Nuckolls","Early",3,"U.S. House","REP","Adrian Smith",175
"Nuckolls","Beaver 1",3,"U.S. House","REP","Adrian Smith",301
"Nuckolls","Beaver 2",3,"U.S. House","REP","Adrian Smith",259
"Nuckolls","Beaver 3",3,"U.S. House","REP","Adrian Smith",257
"Nuckolls","Elk",3,"U.S. House","REP","Adrian Smith",136
"Nuckolls","Hardy",3,"U.S. House","REP","Adrian Smith",122
"Nuckolls","Spring Creek",3,"U.S. House","REP","Adrian Smith",80
"Nuckolls","Nelson",3,"U.S. House","REP","Adrian Smith",347
"Nuckolls","Victor",3,"U.S. House","REP","Adrian Smith",220
"Nuckolls","Total",3,"U.S. House","","Write-ins",22
"Nuckolls","Provisional",3,"U.S. House","","Write-ins",0
"Nuckolls","Early",3,"U.S. House","","Write-ins",4
"Nuckolls","Beaver 1",3,"U.S. House","","Write-ins",5
"Nuckolls","Beaver 2",3,"U.S. House","","Write-ins",1
"Nuckolls","Beaver 3",3,"U.S. House","","Write-ins",4
"Nuckolls","Elk",3,"U.S. House","","Write-ins",1
"Nuckolls","Hardy",3,"U.S. House","","Write-ins",0
"Nuckolls","Spring Creek",3,"U.S. House","","Write-ins",3
"Nuckolls","Nelson",3,"U.S. House","","Write-ins",4
"Nuckolls","Victor",3,"U.S. House","","Write-ins",0
