"county","precinct","district","office","party","candidate","votes"
"Nance","BGCP",NA,"President","REP","Donald J. Trump",261
"Nance","CLFWE",NA,"President","REP","Donald J. Trump",199
"Nance","CTS",NA,"President","REP","Donald J. Trump",122
"Nance","Fullerton",NA,"President","REP","Donald J. Trump",376
"Nance","Genoa I",NA,"President","REP","Donald J. Trump",146
"Nance","Genoa II",NA,"President","REP","Donald J. Trump",156
"Nance","BGCP",NA,"President","DEM","Hillary Clinton",46
"Nance","CLFWE",NA,"President","DEM","Hillary Clinton",35
"Nance","CTS",NA,"President","DEM","Hillary Clinton",23
"Nance","Fullerton",NA,"President","DEM","Hillary Clinton",109
"Nance","Genoa I",NA,"President","DEM","Hillary Clinton",38
"Nance","Genoa II",NA,"President","DEM","Hillary Clinton",29
"Nance","BGCP",NA,"President","LIB","Gary Johnson",9
"Nance","CLFWE",NA,"President","LIB","Gary Johnson",1
"Nance","CTS",NA,"President","LIB","Gary Johnson",5
"Nance","Fullerton",NA,"President","LIB","Gary Johnson",16
"Nance","Genoa I",NA,"President","LIB","Gary Johnson",9
"Nance","Genoa II",NA,"President","LIB","Gary Johnson",7
"Nance","BGCP",NA,"President","","Jill Stein",0
"Nance","CLFWE",NA,"President","","Jill Stein",0
"Nance","CTS",NA,"President","","Jill Stein",8
"Nance","Fullerton",NA,"President","","Jill Stein",4
"Nance","Genoa I",NA,"President","","Jill Stein",1
"Nance","Genoa II",NA,"President","","Jill Stein",1
"Nance","BGCP",NA,"President","","Write-ins",3
"Nance","CLFWE",NA,"President","","Write-ins",2
"Nance","CTS",NA,"President","","Write-ins",3
"Nance","Fullerton",NA,"President","","Write-ins",8
"Nance","Genoa I",NA,"President","","Write-ins",1
"Nance","Genoa II",NA,"President","","Write-ins",0
"Nance","BGCP",3,"U.S. House","REP","Adrian Smith",257
"Nance","CLFWE",3,"U.S. House","REP","Adrian Smith",172
"Nance","CTS",3,"U.S. House","REP","Adrian Smith",127
"Nance","Fullerton",3,"U.S. House","REP","Adrian Smith",403
"Nance","Genoa I",3,"U.S. House","REP","Adrian Smith",161
"Nance","Genoa II",3,"U.S. House","REP","Adrian Smith",156
"Nance","BGCP",3,"U.S. House","","Write-ins",1
"Nance","CLFWE",3,"U.S. House","","Write-ins",2
"Nance","CTS",3,"U.S. House","","Write-ins",0
"Nance","Fullerton",3,"U.S. House","","Write-ins",2
"Nance","Genoa I",3,"U.S. House","","Write-ins",5
"Nance","Genoa II",3,"U.S. House","","Write-ins",5
