"county","precinct","district","office","party","candidate","votes"
"Blaine","Blaine",NA,"President","REP","Donald J. Trump",276
"Blaine","Blaine",NA,"President","DEM","Hillary Clinton",30
"Blaine","Blaine",NA,"President","LIB","Gary Johnson/Weld",10
"Blaine","Blaine",NA,"President","","Jill Stein",0
"Blaine","Blaine",3,"U.S. House","REP","Adrian Smith",276
"Blaine","Blaine",43,"State Legislature","","Al Davis",130
"Blaine","Blaine",43,"State Legislature","","Tom Brewer",179
