"county","precinct","district","office","party","candidate","votes"
"Grant","Absentee/Early Vote",NA,"President","DEM","Hillary Clinton",0
"Grant","Countywide",NA,"President","DEM","Hillary Clinton",0
"Grant","Grant County",NA,"President","DEM","Hillary Clinton",20
"Grant","New/Former Resident",NA,"President","DEM","Hillary Clinton",0
"Grant","Absentee/Early Vote",NA,"President","LIB","Gary Johnson",0
"Grant","Countywide",NA,"President","LIB","Gary Johnson",0
"Grant","Grant County",NA,"President","LIB","Gary Johnson",6
"Grant","New/Former Resident",NA,"President","LIB","Gary Johnson",0
"Grant","Absentee/Early Vote",NA,"President","","Jill Stein",0
"Grant","Countywide",NA,"President","","Jill Stein",0
"Grant","Grant County",NA,"President","","Jill Stein",1
"Grant","New/Former Resident",NA,"President","","Jill Stein",0
"Grant","Absentee/Early Vote",NA,"President","REP","Donald J. Trump",0
"Grant","Countywide",NA,"President","REP","Donald J. Trump",0
"Grant","Grant County",NA,"President","REP","Donald J. Trump",367
"Grant","New/Former Resident",NA,"President","REP","Donald J. Trump",0
"Grant","Absentee/Early Vote",3,"U.S. House","REP","Adrian Smith",0
"Grant","Countywide",3,"U.S. House","REP","Adrian Smith",0
"Grant","Grant County",3,"U.S. House","REP","Adrian Smith",362
"Grant","New/Former Resident",3,"U.S. House","REP","Adrian Smith",0
"Grant","Absentee/Early Vote",43,"State Legislature","","Al Davis",0
"Grant","Countywide",43,"State Legislature","","Al Davis",0
"Grant","Grant County",43,"State Legislature","","Al Davis",207
"Grant","New/Former Resident",43,"State Legislature","","Al Davis",0
"Grant","Absentee/Early Vote",43,"State Legislature","","Tom Brewer",0
"Grant","Countywide",43,"State Legislature","","Tom Brewer",0
"Grant","Grant County",43,"State Legislature","","Tom Brewer",192
"Grant","New/Former Resident",43,"State Legislature","","Tom Brewer",0
