"county","precinct","district","office","party","candidate","votes"
"Red Willow","Bartley",NA,"President","REP","Donald J. Trump",179
"Red Willow","Bartley",NA,"President","DEM","Hillary Clinton",12
"Red Willow","Bartley",NA,"President","LIB","Johnson/Weld",9
"Red Willow","Bartley",NA,"President","PET","Jill Stein",2
"Red Willow","Bartley",NA,"President",NA,"Write-ins",1
"Red Willow","Bartley",3,"U.S. House","REP","Adrian Smith",182
"Red Willow","Bartley",3,"U.S. House","REP","Write-ins",2
"Red Willow","Beaver",NA,"President","REP","Donald J. Trump",125
"Red Willow","Beaver",NA,"President","DEM","Hillary Clinton",10
"Red Willow","Beaver",NA,"President","LIB","Johnson/Weld",2
"Red Willow","Beaver",NA,"President","PET","Jill Stein",0
"Red Willow","Beaver",NA,"President",NA,"Write-ins",2
"Red Willow","Beaver",3,"U.S. House","REP","Adrian Smith",121
"Red Willow","Beaver",3,"U.S. House","REP","Write-ins",0
"Red Willow","Indianola",NA,"President","REP","Donald J. Trump",419
"Red Willow","Indianola",NA,"President","DEM","Hillary Clinton",28
"Red Willow","Indianola",NA,"President","LIB","Johnson/Weld",8
"Red Willow","Indianola",NA,"President","PET","Jill Stein",4
"Red Willow","Indianola",NA,"President",NA,"Write-ins",6
"Red Willow","Indianola",3,"U.S. House","REP","Adrian Smith",419
"Red Willow","Indianola",3,"U.S. House","REP","Write-ins",6
"Red Willow","Northwest",NA,"President","REP","Donald J. Trump",297
"Red Willow","Northwest",NA,"President","DEM","Hillary Clinton",29
"Red Willow","Northwest",NA,"President","LIB","Johnson/Weld",11
"Red Willow","Northwest",NA,"President","PET","Jill Stein",1
"Red Willow","Northwest",NA,"President",NA,"Write-ins",1
"Red Willow","Northwest",3,"U.S. House","REP","Adrian Smith",313
"Red Willow","Northwest",3,"U.S. House","REP","Write-ins",3
"Red Willow","Southwest",NA,"President","REP","Donald J. Trump",171
"Red Willow","Southwest",NA,"President","DEM","Hillary Clinton",21
"Red Willow","Southwest",NA,"President","LIB","Johnson/Weld",8
"Red Willow","Southwest",NA,"President","PET","Jill Stein",0
"Red Willow","Southwest",NA,"President",NA,"Write-ins",4
"Red Willow","Southwest",3,"U.S. House","REP","Adrian Smith",184
"Red Willow","Southwest",3,"U.S. House","REP","Write-ins",1
"Red Willow","W-1 P-1",NA,"President","REP","Donald J. Trump",231
"Red Willow","W-1 P-1",NA,"President","DEM","Hillary Clinton",42
"Red Willow","W-1 P-1",NA,"President","LIB","Johnson/Weld",9
"Red Willow","W-1 P-1",NA,"President","PET","Jill Stein",1
"Red Willow","W-1 P-1",NA,"President",NA,"Write-ins",4
"Red Willow","W-1 P-1",3,"U.S. House","REP","Adrian Smith",253
"Red Willow","W-1 P-1",3,"U.S. House","REP","Write-ins",2
"Red Willow","W-1 P-2",NA,"President","REP","Donald J. Trump",301
"Red Willow","W-1 P-2",NA,"President","DEM","Hillary Clinton",39
"Red Willow","W-1 P-2",NA,"President","LIB","Johnson/Weld",13
"Red Willow","W-1 P-2",NA,"President","PET","Jill Stein",6
"Red Willow","W-1 P-2",NA,"President",NA,"Write-ins",3
"Red Willow","W-1 P-2",3,"U.S. House","REP","Adrian Smith",319
"Red Willow","W-1 P-2",3,"U.S. House","REP","Write-ins",7
"Red Willow","W-1 P-3",NA,"President","REP","Donald J. Trump",242
"Red Willow","W-1 P-3",NA,"President","DEM","Hillary Clinton",53
"Red Willow","W-1 P-3",NA,"President","LIB","Johnson/Weld",10
"Red Willow","W-1 P-3",NA,"President","PET","Jill Stein",0
"Red Willow","W-1 P-3",NA,"President",NA,"Write-ins",0
"Red Willow","W-1 P-3",3,"U.S. House","REP","Adrian Smith",268
"Red Willow","W-1 P-3",3,"U.S. House","REP","Write-ins",4
"Red Willow","W-2 P-1",NA,"President","REP","Donald J. Trump",329
"Red Willow","W-2 P-1",NA,"President","DEM","Hillary Clinton",40
"Red Willow","W-2 P-1",NA,"President","LIB","Johnson/Weld",15
"Red Willow","W-2 P-1",NA,"President","PET","Jill Stein",3
"Red Willow","W-2 P-1",NA,"President",NA,"Write-ins",8
"Red Willow","W-2 P-1",3,"U.S. House","REP","Adrian Smith",353
"Red Willow","W-2 P-1",3,"U.S. House","REP","Write-ins",3
"Red Willow","W-2 P-2",NA,"President","REP","Donald J. Trump",307
"Red Willow","W-2 P-2",NA,"President","DEM","Hillary Clinton",48
"Red Willow","W-2 P-2",NA,"President","LIB","Johnson/Weld",25
