"county","precinct","district","office","party","candidate","votes"
"Franklin","Hildreth",NA,"President","REP","Donald J. Trump",296
"Franklin","Campbell",NA,"President","REP","Donald J. Trump",190
"Franklin","W. Franklin",NA,"President","REP","Donald J. Trump",363
"Franklin","E. Franklin",NA,"President","REP","Donald J. Trump",219
"Franklin","Early",NA,"President","REP","Donald J. Trump",277
"Franklin","Provisional",NA,"President","REP","Donald J. Trump",2
"Franklin","Total",NA,"President","REP","Donald J. Trump",1347
"Franklin","Hildreth",NA,"President","DEM","Hillary Clinton",45
"Franklin","Campbell",NA,"President","DEM","Hillary Clinton",30
"Franklin","W. Franklin",NA,"President","DEM","Hillary Clinton",45
"Franklin","E. Franklin",NA,"President","DEM","Hillary Clinton",37
"Franklin","Early",NA,"President","DEM","Hillary Clinton",93
"Franklin","Provisional",NA,"President","DEM","Hillary Clinton",0
"Franklin","Total",NA,"President","DEM","Hillary Clinton",250
"Franklin","Hildreth",NA,"President","LIB","Gary Johnson",12
"Franklin","Campbell",NA,"President","LIB","Gary Johnson",4
"Franklin","W. Franklin",NA,"President","LIB","Gary Johnson",12
"Franklin","E. Franklin",NA,"President","LIB","Gary Johnson",13
"Franklin","Early",NA,"President","LIB","Gary Johnson",13
"Franklin","Provisional",NA,"President","LIB","Gary Johnson",0
"Franklin","Total",NA,"President","LIB","Gary Johnson",54
"Franklin","Hildreth",NA,"President","","Jill Stein",1
"Franklin","Campbell",NA,"President","","Jill Stein",0
"Franklin","W. Franklin",NA,"President","","Jill Stein",1
"Franklin","E. Franklin",NA,"President","","Jill Stein",3
"Franklin","Early",NA,"President","","Jill Stein",2
"Franklin","Provisional",NA,"President","","Jill Stein",0
"Franklin","Total",NA,"President","","Jill Stein",7
"Franklin","Hildreth",3,"U.S. House","REP","Adrian Smith",320
"Franklin","Campbell",3,"U.S. House","REP","Adrian Smith",197
"Franklin","W. Franklin",3,"U.S. House","REP","Adrian Smith",374
"Franklin","E. Franklin",3,"U.S. House","REP","Adrian Smith",249
"Franklin","Early",3,"U.S. House","REP","Adrian Smith",310
"Franklin","Provisional",3,"U.S. House","REP","Adrian Smith",1
"Franklin","Total",3,"U.S. House","REP","Adrian Smith",1451
