"county","precinct","district","office","party","candidate","votes"
"Holt","Hand Count",NA,"President","REP","Donald J. Trump",9
"Holt","Hand Count",NA,"President","DEM","Hillary Clinton",NA
"Holt","Hand Count",NA,"President","LIB","Johnson/Weld",NA
"Holt","Hand Count",NA,"President","PET","Jill Stein",NA
"Holt","Hand Count",3,"U.S. House","REP","Adrian Smith",8
"Holt","1-Page",NA,"President","REP","Donald J. Trump",138
"Holt","1-Page",NA,"President","DEM","Hillary Clinton",17
"Holt","1-Page",NA,"President","LIB","Johnson/Weld",12
"Holt","1-Page",NA,"President","PET","Jill Stein",3
"Holt","1-Page",3,"U.S. House","REP","Adrian Smith",149
"Holt","2-Atkinson",NA,"President","REP","Donald J. Trump",414
"Holt","2-Atkinson",NA,"President","DEM","Hillary Clinton",40
"Holt","2-Atkinson",NA,"President","LIB","Johnson/Weld",8
"Holt","2-Atkinson",NA,"President","PET","Jill Stein",1
"Holt","2-Atkinson",3,"U.S. House","REP","Adrian Smith",420
"Holt","3-Chambers",NA,"President","REP","Donald J. Trump",363
"Holt","3-Chambers",NA,"President","DEM","Hillary Clinton",31
"Holt","3-Chambers",NA,"President","LIB","Johnson/Weld",7
"Holt","3-Chambers",NA,"President","PET","Jill Stein",NA
"Holt","3-Chambers",3,"U.S. House","REP","Adrian Smith",345
"Holt","4-KC Hall",NA,"President","REP","Donald J. Trump",127
"Holt","4-KC Hall",NA,"President","DEM","Hillary Clinton",18
"Holt","4-KC Hall",NA,"President","LIB","Johnson/Weld",4
"Holt","4-KC Hall",NA,"President","PET","Jill Stein",NA
"Holt","4-KC Hall",3,"U.S. House","REP","Adrian Smith",130
"Holt","5-Ewing",NA,"President","REP","Donald J. Trump",248
"Holt","5-Ewing",NA,"President","DEM","Hillary Clinton",10
"Holt","5-Ewing",NA,"President","LIB","Johnson/Weld",6
"Holt","5-Ewing",NA,"President","PET","Jill Stein",1
"Holt","5-Ewing",3,"U.S. House","REP","Adrian Smith",228
"Holt","6-Inman",NA,"President","REP","Donald J. Trump",113
"Holt","6-Inman",NA,"President","DEM","Hillary Clinton",17
"Holt","6-Inman",NA,"President","LIB","Johnson/Weld",7
"Holt","6-Inman",NA,"President","PET","Jill Stein",1
"Holt","6-Inman",3,"U.S. House","REP","Adrian Smith",117
"Holt","7-Stuart",NA,"President","REP","Donald J. Trump",334
"Holt","7-Stuart",NA,"President","DEM","Hillary Clinton",41
"Holt","7-Stuart",NA,"President","LIB","Johnson/Weld",14
"Holt","7-Stuart",NA,"President","PET","Jill Stein",3
"Holt","7-Stuart",3,"U.S. House","REP","Adrian Smith",346
"Holt","8-KC Hall",NA,"President","REP","Donald J. Trump",346
"Holt","8-KC Hall",NA,"President","DEM","Hillary Clinton",31
"Holt","8-KC Hall",NA,"President","LIB","Johnson/Weld",16
"Holt","8-KC Hall",NA,"President","PET","Jill Stein",2
"Holt","8-KC Hall",3,"U.S. House","REP","Adrian Smith",335
"Holt","9-Atk Ward I",NA,"President","REP","Donald J. Trump",423
"Holt","9-Atk Ward I",NA,"President","DEM","Hillary Clinton",65
"Holt","9-Atk Ward I",NA,"President","LIB","Johnson/Weld",15
"Holt","9-Atk Ward I",NA,"President","PET","Jill Stein",4
"Holt","9-Atk Ward I",3,"U.S. House","REP","Adrian Smith",449
"Holt","10-NECC Ward I",NA,"President","REP","Donald J. Trump",327
"Holt","10-NECC Ward I",NA,"President","DEM","Hillary Clinton",51
