"county","precinct","district","office","party","candidate","votes"
"Holt","10-NECC Ward I",NA,"President","LIB","Johnson/Weld",14
"Holt","10-NECC Ward I",NA,"President","PET","Jill Stein",2
"Holt","10-NECC Ward I",3,"U.S. House","REP","Adrian Smith",333
"Holt","11-NECC Ward II",NA,"President","REP","Donald J. Trump",317
"Holt","11-NECC Ward II",NA,"President","DEM","Hillary Clinton",35
"Holt","11-NECC Ward II",NA,"President","LIB","Johnson/Weld",5
"Holt","11-NECC Ward II",NA,"President","PET","Jill Stein",3
"Holt","11-NECC Ward II",3,"U.S. House","REP","Adrian Smith",332
"Holt","12-O'Neill Armory Ward III",NA,"President","REP","Donald J. Trump",198
"Holt","12-O'Neill Armory Ward III",NA,"President","DEM","Hillary Clinton",19
"Holt","12-O'Neill Armory Ward III",NA,"President","LIB","Johnson/Weld",9
"Holt","12-O'Neill Armory Ward III",NA,"President","PET","Jill Stein",1
"Holt","12-O'Neill Armory Ward III",3,"U.S. House","REP","Adrian Smith",206
"Holt","O'Neill Armory Ward IV",NA,"President","REP","Donald J. Trump",175
"Holt","O'Neill Armory Ward IV",NA,"President","DEM","Hillary Clinton",25
"Holt","O'Neill Armory Ward IV",NA,"President","LIB","Johnson/Weld",13
"Holt","O'Neill Armory Ward IV",NA,"President","PET","Jill Stein",0
"Holt","O'Neill Armory Ward IV",3,"U.S. House","REP","Adrian Smith",189
"Holt","New/Former Resident",NA,"President","REP","Donald J. Trump",NA
"Holt","New/Former Resident",NA,"President","DEM","Hillary Clinton",NA
"Holt","New/Former Resident",NA,"President","LIB","Johnson/Weld",NA
"Holt","New/Former Resident",NA,"President","PET","Jill Stein",NA
"Holt","New/Former Resident",3,"U.S. House","REP","Adrian Smith",NA
"Holt","Provisional",NA,"President","REP","Donald J. Trump",69
"Holt","Provisional",NA,"President","DEM","Hillary Clinton",7
"Holt","Provisional",NA,"President","LIB","Johnson/Weld",3
"Holt","Provisional",NA,"President","PET","Jill Stein",0
"Holt","Provisional",3,"U.S. House","REP","Adrian Smith",71
"Holt","Military",NA,"President","REP","Donald J. Trump",1
"Holt","Military",NA,"President","DEM","Hillary Clinton",2
"Holt","Military",NA,"President","LIB","Johnson/Weld",4
"Holt","Military",NA,"President","PET","Jill Stein",0
"Holt","Military",3,"U.S. House","REP","Adrian Smith",5
"Holt","Early Voter",NA,"President","REP","Donald J. Trump",752
"Holt","Early Voter",NA,"President","DEM","Hillary Clinton",122
"Holt","Early Voter",NA,"President","LIB","Johnson/Weld",25
"Holt","Early Voter",NA,"President","PET","Jill Stein",6
"Holt","Early Voter",3,"U.S. House","REP","Adrian Smith",739
