"county","precinct","district","office","party","candidate","votes"
"Madison","Norfolk 1-1",NA,"President","REP","Donald J. Trump",573
"Madison","Norfolk 1-2",NA,"President","REP","Donald J. Trump",420
"Madison","Norfolk 1-3",NA,"President","REP","Donald J. Trump",395
"Madison","Norfolk 2-1",NA,"President","REP","Donald J. Trump",844
"Madison","Norfolk 2-2",NA,"President","REP","Donald J. Trump",705
"Madison","Norfolk 2-3",NA,"President","REP","Donald J. Trump",651
"Madison","Norfolk 3-1",NA,"President","REP","Donald J. Trump",394
"Madison","Norfolk 3-2",NA,"President","REP","Donald J. Trump",356
"Madison","Norfolk 3-3",NA,"President","REP","Donald J. Trump",508
"Madison","Norfolk 4-1",NA,"President","REP","Donald J. Trump",282
"Madison","Norfolk 4-2",NA,"President","REP","Donald J. Trump",484
"Madison","Norfolk 4-3",NA,"President","REP","Donald J. Trump",352
"Madison","Norfolk",NA,"President","REP","Donald J. Trump",466
"Madison","Valley",NA,"President","REP","Donald J. Trump",417
"Madison","Meadow-Jefferson-Grove-Highland",NA,"President","REP","Donald J. Trump",374
"Madison","Tilden 2nd Ward",NA,"President","REP","Donald J. Trump",193
"Madison","Battle Creek City",NA,"President","REP","Donald J. Trump",610
"Madison","Warnerville",NA,"President","REP","Donald J. Trump",170
"Madison","Union-Madison",NA,"President","REP","Donald J. Trump",176
"Madison","Fairview-Kalamazoo-Green Garden",NA,"President","REP","Donald J. Trump",189
"Madison","Schoolcraft-Emerick-Shell Creek-Newman Grove",NA,"President","REP","Donald J. Trump",336
"Madison","Madison City",NA,"President","REP","Donald J. Trump",351
"Madison","Early",NA,"President","REP","Donald J. Trump",1382
"Madison","Total",NA,"President","REP","Donald J. Trump",10628
"Madison","Norfolk 1-1",NA,"President","DEM","Hillary Clinton",122
"Madison","Norfolk 1-2",NA,"President","DEM","Hillary Clinton",130
"Madison","Norfolk 1-3",NA,"President","DEM","Hillary Clinton",105
"Madison","Norfolk 2-1",NA,"President","DEM","Hillary Clinton",173
"Madison","Norfolk 2-2",NA,"President","DEM","Hillary Clinton",143
"Madison","Norfolk 2-3",NA,"President","DEM","Hillary Clinton",137
"Madison","Norfolk 3-1",NA,"President","DEM","Hillary Clinton",150
"Madison","Norfolk 3-2",NA,"President","DEM","Hillary Clinton",104
"Madison","Norfolk 3-3",NA,"President","DEM","Hillary Clinton",127
"Madison","Norfolk 4-1",NA,"President","DEM","Hillary Clinton",118
"Madison","Norfolk 4-2",NA,"President","DEM","Hillary Clinton",119
"Madison","Norfolk 4-3",NA,"President","DEM","Hillary Clinton",145
"Madison","Norfolk",NA,"President","DEM","Hillary Clinton",75
"Madison","Valley",NA,"President","DEM","Hillary Clinton",57
"Madison","Meadow-Jefferson-Grove-Highland",NA,"President","DEM","Hillary Clinton",69
"Madison","Tilden 2nd Ward",NA,"President","DEM","Hillary Clinton",27
"Madison","Battle Creek City",NA,"President","DEM","Hillary Clinton",81
"Madison","Warnerville",NA,"President","DEM","Hillary Clinton",27
"Madison","Union-Madison",NA,"President","DEM","Hillary Clinton",9
"Madison","Fairview-Kalamazoo-Green Garden",NA,"President","DEM","Hillary Clinton",6
"Madison","Schoolcraft-Emerick-Shell Creek-Newman Grove",NA,"President","DEM","Hillary Clinton",62
"Madison","Madison City",NA,"President","DEM","Hillary Clinton",151
"Madison","Early",NA,"President","DEM","Hillary Clinton",574
"Madison","Total",NA,"President","DEM","Hillary Clinton",2711
"Madison","Norfolk 1-1",NA,"President","LIB","Gary Johnson",31
