"county","precinct","district","office","party","candidate","votes"
"Washington","Fort Calhoun East",NA,"President","REP","Donald J. Trump",400
"Washington","Fort Calhoun West",NA,"President","REP","Donald J. Trump",522
"Washington","Kennard",NA,"President","REP","Donald J. Trump",459
"Washington","Lakeland",NA,"President","REP","Donald J. Trump",657
"Washington","Skyline",NA,"President","REP","Donald J. Trump",341
"Washington","Central",NA,"President","REP","Donald J. Trump",364
"Washington","Dana",NA,"President","REP","Donald J. Trump",415
"Washington","Washington",NA,"President","REP","Donald J. Trump",268
"Washington","Herman",NA,"President","REP","Donald J. Trump",231
"Washington","Cuming City",NA,"President","REP","Donald J. Trump",253
"Washington","DeSoto",NA,"President","REP","Donald J. Trump",308
"Washington","Fontanelle",NA,"President","REP","Donald J. Trump",396
"Washington","Arlington",NA,"President","REP","Donald J. Trump",554
"Washington","Arbor",NA,"President","REP","Donald J. Trump",332
"Washington","North-view",NA,"President","REP","Donald J. Trump",390
"Washington","Absentee",NA,"President","REP","Donald J. Trump",1531
"Washington","New/Former Resident",NA,"President","REP","Donald J. Trump",3
"Washington","Total",NA,"President","REP","Donald J. Trump",7424
"Washington","Fort Calhoun East",NA,"President","DEM","Hillary Clinton",179
"Washington","Fort Calhoun West",NA,"President","DEM","Hillary Clinton",172
"Washington","Kennard",NA,"President","DEM","Hillary Clinton",83
"Washington","Lakeland",NA,"President","DEM","Hillary Clinton",233
"Washington","Skyline",NA,"President","DEM","Hillary Clinton",148
"Washington","Central",NA,"President","DEM","Hillary Clinton",138
"Washington","Dana",NA,"President","DEM","Hillary Clinton",157
"Washington","Washington",NA,"President","DEM","Hillary Clinton",59
"Washington","Herman",NA,"President","DEM","Hillary Clinton",65
"Washington","Cuming City",NA,"President","DEM","Hillary Clinton",53
"Washington","DeSoto",NA,"President","DEM","Hillary Clinton",87
"Washington","Fontanelle",NA,"President","DEM","Hillary Clinton",63
"Washington","Arlington",NA,"President","DEM","Hillary Clinton",151
"Washington","Arbor",NA,"President","DEM","Hillary Clinton",116
"Washington","North-view",NA,"President","DEM","Hillary Clinton",147
"Washington","Absentee",NA,"President","DEM","Hillary Clinton",772
"Washington","New/Former Resident",NA,"President","DEM","Hillary Clinton",0
"Washington","Total",NA,"President","DEM","Hillary Clinton",2623
"Washington","Fort Calhoun East",NA,"President","LIB","Gary Johnson",30
"Washington","Fort Calhoun West",NA,"President","LIB","Gary Johnson",28
"Washington","Kennard",NA,"President","LIB","Gary Johnson",19
"Washington","Lakeland",NA,"President","LIB","Gary Johnson",29
"Washington","Skyline",NA,"President","LIB","Gary Johnson",36
"Washington","Central",NA,"President","LIB","Gary Johnson",39
"Washington","Dana",NA,"President","LIB","Gary Johnson",24
"Washington","Washington",NA,"President","LIB","Gary Johnson",10
"Washington","Herman",NA,"President","LIB","Gary Johnson",18
"Washington","Cuming City",NA,"President","LIB","Gary Johnson",11
"Washington","DeSoto",NA,"President","LIB","Gary Johnson",26
"Washington","Fontanelle",NA,"President","LIB","Gary Johnson",18
"Washington","Arlington",NA,"President","LIB","Gary Johnson",40
"Washington","Arbor",NA,"President","LIB","Gary Johnson",24
"Washington","North-view",NA,"President","LIB","Gary Johnson",50
"Washington","Absentee",NA,"President","LIB","Gary Johnson",110
"Washington","New/Former Resident",NA,"President","LIB","Gary Johnson",1
"Washington","Total",NA,"President","LIB","Gary Johnson",513
"Washington","Fort Calhoun East",NA,"President","","Jill Stein",10
"Washington","Fort Calhoun West",NA,"President","","Jill Stein",4
"Washington","Kennard",NA,"President","","Jill Stein",5
"Washington","Lakeland",NA,"President","","Jill Stein",8
"Washington","Skyline",NA,"President","","Jill Stein",4
"Washington","Central",NA,"President","","Jill Stein",8
"Washington","Dana",NA,"President","","Jill Stein",6
"Washington","Washington",NA,"President","","Jill Stein",2
"Washington","Herman",NA,"President","","Jill Stein",2
"Washington","Cuming City",NA,"President","","Jill Stein",3
"Washington","DeSoto",NA,"President","","Jill Stein",3
"Washington","Fontanelle",NA,"President","","Jill Stein",4
"Washington","Arlington",NA,"President","","Jill Stein",5
"Washington","Arbor",NA,"President","","Jill Stein",1
"Washington","North-view",NA,"President","","Jill Stein",6
"Washington","Absentee",NA,"President","","Jill Stein",26
"Washington","New/Former Resident",NA,"President","","Jill Stein",0
"Washington","Total",NA,"President","","Jill Stein",97
"Washington","Fort Calhoun East",NA,"President","","Write-ins",5
"Washington","Fort Calhoun West",NA,"President","","Write-ins",8
"Washington","Kennard",NA,"President","","Write-ins",14
"Washington","Lakeland",NA,"President","","Write-ins",23
"Washington","Skyline",NA,"President","","Write-ins",10
"Washington","Central",NA,"President","","Write-ins",14
"Washington","Dana",NA,"President","","Write-ins",11
"Washington","Washington",NA,"President","","Write-ins",4
"Washington","Herman",NA,"President","","Write-ins",1
"Washington","Cuming City",NA,"President","","Write-ins",0
"Washington","DeSoto",NA,"President","","Write-ins",5
"Washington","Fontanelle",NA,"President","","Write-ins",6
"Washington","Arlington",NA,"President","","Write-ins",13
"Washington","Arbor",NA,"President","","Write-ins",12
"Washington","North-view",NA,"President","","Write-ins",11
"Washington","Absentee",NA,"President","","Write-ins",38
"Washington","New/Former Resident",NA,"President","","Write-ins",0
"Washington","Total",NA,"President","","Write-ins",175
"Washington","Fort Calhoun East",1,"U.S. House","REP","Jeff Fortenberry",444
"Washington","Fort Calhoun West",1,"U.S. House","REP","Jeff Fortenberry",560
"Washington","Kennard",1,"U.S. House","REP","Jeff Fortenberry",481
"Washington","Lakeland",1,"U.S. House","REP","Jeff Fortenberry",730
"Washington","Skyline",1,"U.S. House","REP","Jeff Fortenberry",388
"Washington","Central",1,"U.S. House","REP","Jeff Fortenberry",426
"Washington","Dana",1,"U.S. House","REP","Jeff Fortenberry",483
"Washington","Washington",1,"U.S. House","REP","Jeff Fortenberry",282
"Washington","Herman",1,"U.S. House","REP","Jeff Fortenberry",261
"Washington","Cuming City",1,"U.S. House","REP","Jeff Fortenberry",265
"Washington","DeSoto",1,"U.S. House","REP","Jeff Fortenberry",326
"Washington","Fontanelle",1,"U.S. House","REP","Jeff Fortenberry",437
"Washington","Arlington",1,"U.S. House","REP","Jeff Fortenberry",612
"Washington","Arbor",1,"U.S. House","REP","Jeff Fortenberry",376
"Washington","North-view",1,"U.S. House","REP","Jeff Fortenberry",468
"Washington","Absentee",1,"U.S. House","REP","Jeff Fortenberry",1725
"Washington","New/Former Resident",1,"U.S. House","REP","Jeff Fortenberry",NA
"Washington","Total",1,"U.S. House","REP","Jeff Fortenberry",8264
"Washington","Fort Calhoun East",1,"U.S. House","DEM","Daniel M. Wik",152
"Washington","Fort Calhoun West",1,"U.S. House","DEM","Daniel M. Wik",140
"Washington","Kennard",1,"U.S. House","DEM","Daniel M. Wik",79
"Washington","Lakeland",1,"U.S. House","DEM","Daniel M. Wik",189
"Washington","Skyline",1,"U.S. House","DEM","Daniel M. Wik",126
"Washington","Central",1,"U.S. House","DEM","Daniel M. Wik",114
"Washington","Dana",1,"U.S. House","DEM","Daniel M. Wik",109
"Washington","Washington",1,"U.S. House","DEM","Daniel M. Wik",48
"Washington","Herman",1,"U.S. House","DEM","Daniel M. Wik",46
"Washington","Cuming City",1,"U.S. House","DEM","Daniel M. Wik",40
"Washington","DeSoto",1,"U.S. House","DEM","Daniel M. Wik",80
"Washington","Fontanelle",1,"U.S. House","DEM","Daniel M. Wik",46
"Washington","Arlington",1,"U.S. House","DEM","Daniel M. Wik",126
"Washington","Arbor",1,"U.S. House","DEM","Daniel M. Wik",92
"Washington","North-view",1,"U.S. House","DEM","Daniel M. Wik",116
"Washington","Absentee",1,"U.S. House","DEM","Daniel M. Wik",621
"Washington","New/Former Resident",1,"U.S. House","DEM","Daniel M. Wik",NA
"Washington","Total",1,"U.S. House","DEM","Daniel M. Wik",2124
"Washington","Fort Calhoun East",1,"U.S. House","","Write-ins",2
"Washington","Fort Calhoun West",1,"U.S. House","","Write-ins",3
"Washington","Kennard",1,"U.S. House","","Write-ins",0
"Washington","Lakeland",1,"U.S. House","","Write-ins",2
"Washington","Skyline",1,"U.S. House","","Write-ins",0
"Washington","Central",1,"U.S. House","","Write-ins",0
"Washington","Dana",1,"U.S. House","","Write-ins",0
"Washington","Washington",1,"U.S. House","","Write-ins",1
"Washington","Herman",1,"U.S. House","","Write-ins",0
"Washington","Cuming City",1,"U.S. House","","Write-ins",0
"Washington","DeSoto",1,"U.S. House","","Write-ins",1
"Washington","Fontanelle",1,"U.S. House","","Write-ins",0
"Washington","Arlington",1,"U.S. House","","Write-ins",1
"Washington","Arbor",1,"U.S. House","","Write-ins",1
"Washington","North-view",1,"U.S. House","","Write-ins",1
"Washington","Absentee",1,"U.S. House","","Write-ins",3
"Washington","New/Former Resident",1,"U.S. House","","Write-ins",NA
"Washington","Total",1,"U.S. House","","Write-ins",15
