"county","precinct","district","office","party","candidate","votes"
"Colfax","Absentee",NA,"President","REP","Donald J. Trump",344
"Colfax","1",NA,"President","REP","Donald J. Trump",243
"Colfax","2",NA,"President","REP","Donald J. Trump",405
"Colfax","3",NA,"President","REP","Donald J. Trump",370
"Colfax","4",NA,"President","REP","Donald J. Trump",487
"Colfax","5",NA,"President","REP","Donald J. Trump",322
"Colfax","Total",NA,"President","REP","Donald J. Trump",2171
"Colfax","Absentee",NA,"President","DEM","Hillary Clinton",214
"Colfax","1",NA,"President","DEM","Hillary Clinton",139
"Colfax","2",NA,"President","DEM","Hillary Clinton",193
"Colfax","3",NA,"President","DEM","Hillary Clinton",181
"Colfax","4",NA,"President","DEM","Hillary Clinton",89
"Colfax","5",NA,"President","DEM","Hillary Clinton",43
"Colfax","Total",NA,"President","DEM","Hillary Clinton",859
"Colfax","Absentee",NA,"President","LIB","Gary Johnson",20
"Colfax","1",NA,"President","LIB","Gary Johnson",16
"Colfax","2",NA,"President","LIB","Gary Johnson",18
"Colfax","3",NA,"President","LIB","Gary Johnson",33
"Colfax","4",NA,"President","LIB","Gary Johnson",13
"Colfax","5",NA,"President","LIB","Gary Johnson",18
"Colfax","Total",NA,"President","LIB","Gary Johnson",118
"Colfax","Absentee",NA,"President","","Jill Stein",4
"Colfax","1",NA,"President","","Jill Stein",6
"Colfax","2",NA,"President","","Jill Stein",4
"Colfax","3",NA,"President","","Jill Stein",5
"Colfax","4",NA,"President","","Jill Stein",4
"Colfax","5",NA,"President","","Jill Stein",3
"Colfax","Total",NA,"President","","Jill Stein",26
"Colfax","Absentee",NA,"President","","Write-ins",7
"Colfax","1",NA,"President","","Write-ins",4
"Colfax","2",NA,"President","","Write-ins",10
"Colfax","3",NA,"President","","Write-ins",6
"Colfax","4",NA,"President","","Write-ins",4
"Colfax","5",NA,"President","","Write-ins",9
"Colfax","Total",NA,"President","","Write-ins",40
"Colfax","Absentee",1,"U.S. House","REP","Jeff Fortenberry",390
"Colfax","1",1,"U.S. House","REP","Jeff Fortenberry",265
"Colfax","2",1,"U.S. House","REP","Jeff Fortenberry",458
"Colfax","3",1,"U.S. House","REP","Jeff Fortenberry",426
"Colfax","4",1,"U.S. House","REP","Jeff Fortenberry",525
"Colfax","5",1,"U.S. House","REP","Jeff Fortenberry",352
"Colfax","Total",1,"U.S. House","REP","Jeff Fortenberry",2416
"Colfax","Absentee",1,"U.S. House","DEM","Daniel M. Wik",173
"Colfax","1",1,"U.S. House","DEM","Daniel M. Wik",133
"Colfax","2",1,"U.S. House","DEM","Daniel M. Wik",175
"Colfax","3",1,"U.S. House","DEM","Daniel M. Wik",156
"Colfax","4",1,"U.S. House","DEM","Daniel M. Wik",60
"Colfax","5",1,"U.S. House","DEM","Daniel M. Wik",40
"Colfax","Total",1,"U.S. House","DEM","Daniel M. Wik",737
"Colfax","Absentee",1,"U.S. House","","Write-ins",0
"Colfax","1",1,"U.S. House","","Write-ins",0
"Colfax","2",1,"U.S. House","","Write-ins",1
"Colfax","3",1,"U.S. House","","Write-ins",2
"Colfax","4",1,"U.S. House","","Write-ins",0
"Colfax","5",1,"U.S. House","","Write-ins",0
"Colfax","Total",1,"U.S. House","","Write-ins",3
"Colfax","Absentee",23,"State Legislature","","Jerry Johnson",202
"Colfax","1",23,"State Legislature","","Jerry Johnson",181
"Colfax","2",23,"State Legislature","","Jerry Johnson",278
"Colfax","3",23,"State Legislature","","Jerry Johnson",269
"Colfax","4",23,"State Legislature","","Jerry Johnson",0
"Colfax","5",23,"State Legislature","","Jerry Johnson",164
"Colfax","Total",23,"State Legislature","","Jerry Johnson",1094
"Colfax","Absentee",23,"State Legislature","","Bruce Bostelman",184
"Colfax","1",23,"State Legislature","","Bruce Bostelman",189
"Colfax","2",23,"State Legislature","","Bruce Bostelman",287
"Colfax","3",23,"State Legislature","","Bruce Bostelman",275
"Colfax","4",23,"State Legislature","","Bruce Bostelman",0
"Colfax","5",23,"State Legislature","","Bruce Bostelman",179
"Colfax","Total",23,"State Legislature","","Bruce Bostelman",1114
"Colfax","Absentee",23,"State Legislature","","Write-ins",2
"Colfax","1",23,"State Legislature","","Write-ins",1
"Colfax","2",23,"State Legislature","","Write-ins",5
"Colfax","3",23,"State Legislature","","Write-ins",4
"Colfax","4",23,"State Legislature","","Write-ins",0
"Colfax","5",23,"State Legislature","","Write-ins",0
"Colfax","Total",23,"State Legislature","","Write-ins",12
