county,precinct,district,office,party,candidate,votes
Dundy,Haigler,NA,President,REP,Donald J. Trump,88
Dundy,Benkelman I & Ough,NA,President,REP,Donald J. Trump,229
Dundy,Benkelman II,NA,President,REP,Donald J. Trump,246
Dundy,Benkelman III,NA,President,REP,Donald J. Trump,112
Dundy,Absentee,NA,President,REP,Donald J. Trump,148
Dundy,Total,NA,President,REP,Donald J. Trump,823
Dundy,Haigler,NA,President,DEM,Hillary Clinton,14
Dundy,Benkelman I & Ough,NA,President,DEM,Hillary Clinton,23
Dundy,Benkelman II,NA,President,DEM,Hillary Clinton,18
Dundy,Benkelman III,NA,President,DEM,Hillary Clinton,11
Dundy,Absentee,NA,President,DEM,Hillary Clinton,23
Dundy,Total,NA,President,DEM,Hillary Clinton,89
Dundy,Haigler,NA,President,LIB,Gary Johnson,5
Dundy,Benkelman I & Ough,NA,President,LIB,Gary Johnson,7
Dundy,Benkelman II,NA,President,LIB,Gary Johnson,9
Dundy,Benkelman III,NA,President,LIB,Gary Johnson,3
Dundy,Absentee,NA,President,LIB,Gary Johnson,7
Dundy,Total,NA,President,LIB,Gary Johnson,31
Dundy,Haigler,NA,President,,Jill Stein,3
Dundy,Benkelman I & Ough,NA,President,,Jill Stein,2
Dundy,Benkelman II,NA,President,,Jill Stein,0
Dundy,Benkelman III,NA,President,,Jill Stein,0
Dundy,Absentee,NA,President,,Jill Stein,1
Dundy,Total,NA,President,,Jill Stein,6
Dundy,Haigler,3,U.S. House,REP,Adrian Smith,98
Dundy,Benkelman I & Ough,3,U.S. House,REP,Adrian Smith,236
Dundy,Benkelman II,3,U.S. House,REP,Adrian Smith,248
Dundy,Benkelman III,3,U.S. House,REP,Adrian Smith,112
Dundy,Absentee,3,U.S. House,REP,Adrian Smith,147
Dundy,Total,3,U.S. House,REP,Adrian Smith,841
