"county","precinct","district","office","party","candidate","votes"
"Pawnee","Pawnee 1",NA,"President","REP","Donald J. Trump",239
"Pawnee","Pawnee 1-Absentee",NA,"President","REP","Donald J. Trump",48
"Pawnee","Pawnee 2",NA,"President","REP","Donald J. Trump",218
"Pawnee","Pawnee 2-Absentee",NA,"President","REP","Donald J. Trump",31
"Pawnee","Burchard",NA,"President","REP","Donald J. Trump",160
"Pawnee","Burchard-Absentee",NA,"President","REP","Donald J. Trump",27
"Pawnee","Table Rock",NA,"President","REP","Donald J. Trump",167
"Pawnee","Table Rock-Absentee",NA,"President","REP","Donald J. Trump",17
"Pawnee","Steinauer",NA,"President","REP","Donald J. Trump",186
"Pawnee","Steinauer-Absentee",NA,"President","REP","Donald J. Trump",25
"Pawnee","Pawnee 1",NA,"President","DEM","Hillary Clinton",93
"Pawnee","Pawnee 1-Absentee",NA,"President","DEM","Hillary Clinton",27
"Pawnee","Pawnee 2",NA,"President","DEM","Hillary Clinton",81
"Pawnee","Pawnee 2-Absentee",NA,"President","DEM","Hillary Clinton",11
"Pawnee","Burchard",NA,"President","DEM","Hillary Clinton",24
"Pawnee","Burchard-Absentee",NA,"President","DEM","Hillary Clinton",3
"Pawnee","Table Rock",NA,"President","DEM","Hillary Clinton",29
"Pawnee","Table Rock-Absentee",NA,"President","DEM","Hillary Clinton",4
"Pawnee","Steinauer",NA,"President","DEM","Hillary Clinton",52
"Pawnee","Steinauer-Absentee",NA,"President","DEM","Hillary Clinton",13
"Pawnee","Pawnee 1",NA,"President","LIB","Johnson/Weld",19
"Pawnee","Pawnee 1-Absentee",NA,"President","LIB","Johnson/Weld",6
"Pawnee","Pawnee 2",NA,"President","LIB","Johnson/Weld",14
"Pawnee","Pawnee 2-Absentee",NA,"President","LIB","Johnson/Weld",3
"Pawnee","Burchard",NA,"President","LIB","Johnson/Weld",6
"Pawnee","Burchard-Absentee",NA,"President","LIB","Johnson/Weld",1
"Pawnee","Table Rock",NA,"President","LIB","Johnson/Weld",8
"Pawnee","Table Rock-Absentee",NA,"President","LIB","Johnson/Weld",2
"Pawnee","Steinauer",NA,"President","LIB","Johnson/Weld",8
