"county","precinct","district","office","party","candidate","votes"
"Jefferson","Ward II",NA,"President","DEM","Hillary Clinton",62
"Jefferson","Ward III",NA,"President","DEM","Hillary Clinton",75
"Jefferson","Ward IV",NA,"President","DEM","Hillary Clinton",89
"Jefferson","Total",NA,"President","LIB","Gary Johnson",182
"Jefferson","Absentee",NA,"President","LIB","Gary Johnson",31
"Jefferson","Plymouth-Gibson",NA,"President","LIB","Gary Johnson",28
"Jefferson","Eureka-Washington",NA,"President","LIB","Gary Johnson",10
"Jefferson","Lincoln-Meridian-Fairbury-Rich",NA,"President","LIB","Gary Johnson",17
"Jefferson","Cub-Rock Creek",NA,"President","LIB","Gary Johnson",7
"Jefferson","Jefferson-Pleasant-Newton",NA,"President","LIB","Gary Johnson",7
"Jefferson","Buckley-Antelope-Endicott",NA,"President","LIB","Gary Johnson",13
"Jefferson","Ward I",NA,"President","LIB","Gary Johnson",18
"Jefferson","Ward II",NA,"President","LIB","Gary Johnson",10
"Jefferson","Ward III",NA,"President","LIB","Gary Johnson",21
"Jefferson","Ward IV",NA,"President","LIB","Gary Johnson",20
"Jefferson","Total",NA,"President","","Jill Stein",30
"Jefferson","Absentee",NA,"President","","Jill Stein",6
"Jefferson","Plymouth-Gibson",NA,"President","","Jill Stein",1
"Jefferson","Eureka-Washington",NA,"President","","Jill Stein",0
"Jefferson","Lincoln-Meridian-Fairbury-Rich",NA,"President","","Jill Stein",2
"Jefferson","Cub-Rock Creek",NA,"President","","Jill Stein",1
"Jefferson","Jefferson-Pleasant-Newton",NA,"President","","Jill Stein",2
"Jefferson","Buckley-Antelope-Endicott",NA,"President","","Jill Stein",3
"Jefferson","Ward I",NA,"President","","Jill Stein",4
"Jefferson","Ward II",NA,"President","","Jill Stein",0
"Jefferson","Ward III",NA,"President","","Jill Stein",4
"Jefferson","Ward IV",NA,"President","","Jill Stein",7
"Jefferson","Total",3,"U.S. House","REP","Adrian Smith",2956
"Jefferson","Absentee",3,"U.S. House","REP","Adrian Smith",438
"Jefferson","Plymouth-Gibson",3,"U.S. House","REP","Adrian Smith",321
"Jefferson","Eureka-Washington",3,"U.S. House","REP","Adrian Smith",160
"Jefferson","Lincoln-Meridian-Fairbury-Rich",3,"U.S. House","REP","Adrian Smith",227
"Jefferson","Cub-Rock Creek",3,"U.S. House","REP","Adrian Smith",155
"Jefferson","Jefferson-Pleasant-Newton",3,"U.S. House","REP","Adrian Smith",293
"Jefferson","Buckley-Antelope-Endicott",3,"U.S. House","REP","Adrian Smith",279
"Jefferson","Ward I",3,"U.S. House","REP","Adrian Smith",272
"Jefferson","Ward II",3,"U.S. House","REP","Adrian Smith",189
"Jefferson","Ward III",3,"U.S. House","REP","Adrian Smith",325
"Jefferson","Ward IV",3,"U.S. House","REP","Adrian Smith",297
