"county","precinct","district","office","party","candidate","votes"
"Dawes","Absentee/Early Vote",NA,"President","DEM","Hillary Clinton",246
"Dawes","Countywide",NA,"President","DEM","Hillary Clinton",16
"Dawes","New/Former Resident",NA,"President","DEM","Hillary Clinton",0
"Dawes","Precinct 1",NA,"President","DEM","Hillary Clinton",35
"Dawes","Precinct 10",NA,"President","DEM","Hillary Clinton",38
"Dawes","Precinct 11",NA,"President","DEM","Hillary Clinton",30
"Dawes","Precinct 2",NA,"President","DEM","Hillary Clinton",100
"Dawes","Precinct 3",NA,"President","DEM","Hillary Clinton",96
"Dawes","Precinct 4",NA,"President","DEM","Hillary Clinton",80
"Dawes","Precinct 5",NA,"President","DEM","Hillary Clinton",60
"Dawes","Precinct 6",NA,"President","DEM","Hillary Clinton",35
"Dawes","Precinct 7",NA,"President","DEM","Hillary Clinton",31
"Dawes","Precinct 8",NA,"President","DEM","Hillary Clinton",21
"Dawes","Precinct 9",NA,"President","DEM","Hillary Clinton",13
"Dawes","Absentee/Early Vote",NA,"President","LIB","Gary Johnson",31
"Dawes","Countywide",NA,"President","LIB","Gary Johnson",5
"Dawes","New/Former Resident",NA,"President","LIB","Gary Johnson",0
"Dawes","Precinct 1",NA,"President","LIB","Gary Johnson",13
"Dawes","Precinct 10",NA,"President","LIB","Gary Johnson",15
"Dawes","Precinct 11",NA,"President","LIB","Gary Johnson",16
"Dawes","Precinct 2",NA,"President","LIB","Gary Johnson",20
"Dawes","Precinct 3",NA,"President","LIB","Gary Johnson",17
"Dawes","Precinct 4",NA,"President","LIB","Gary Johnson",19
"Dawes","Precinct 5",NA,"President","LIB","Gary Johnson",18
"Dawes","Precinct 6",NA,"President","LIB","Gary Johnson",9
"Dawes","Precinct 7",NA,"President","LIB","Gary Johnson",13
"Dawes","Precinct 8",NA,"President","LIB","Gary Johnson",8
"Dawes","Precinct 9",NA,"President","LIB","Gary Johnson",7
"Dawes","Absentee/Early Vote",NA,"President","","Jill Stein",7
"Dawes","Countywide",NA,"President","","Jill Stein",4
"Dawes","New/Former Resident",NA,"President","","Jill Stein",0
"Dawes","Precinct 1",NA,"President","","Jill Stein",8
"Dawes","Precinct 10",NA,"President","","Jill Stein",0
"Dawes","Precinct 11",NA,"President","","Jill Stein",1
"Dawes","Precinct 2",NA,"President","","Jill Stein",12
"Dawes","Precinct 3",NA,"President","","Jill Stein",9
"Dawes","Precinct 4",NA,"President","","Jill Stein",4
"Dawes","Precinct 5",NA,"President","","Jill Stein",5
"Dawes","Precinct 6",NA,"President","","Jill Stein",0
"Dawes","Precinct 7",NA,"President","","Jill Stein",2
"Dawes","Precinct 8",NA,"President","","Jill Stein",0
"Dawes","Precinct 9",NA,"President","","Jill Stein",0
"Dawes","Absentee/Early Vote",NA,"President","REP","Donald J. Trump",477
"Dawes","Countywide",NA,"President","REP","Donald J. Trump",73
"Dawes","New/Former Resident",NA,"President","REP","Donald J. Trump",0
"Dawes","Precinct 1",NA,"President","REP","Donald J. Trump",111
"Dawes","Precinct 10",NA,"President","REP","Donald J. Trump",295
"Dawes","Precinct 11",NA,"President","REP","Donald J. Trump",185
"Dawes","Precinct 2",NA,"President","REP","Donald J. Trump",273
