"county","precinct","district","office","party","candidate","votes"
"Frontier","Eustis",NA,"Registered Voters","","",464
"Frontier","Eustis",NA,"Ballots Cast","","",344
"Frontier","Eustis",NA,"President","REP","Donald J. Trump",268
"Frontier","Eustis",NA,"President","DEM","Hillary Clinton",59
"Frontier","Eustis",NA,"President","LIB","Gary Johnson",9
"Frontier","Eustis",NA,"President","","Jill Stein",3
"Frontier","Eustis",NA,"President","","Write-ins",1
"Frontier","Eustis",3,"U.S. House","REP","Adrian Smith",300
"Frontier","Eustis",3,"U.S. House","","Write-ins",6
"Frontier","Stockville",NA,"Registered Voters","","",361
"Frontier","Stockville",NA,"Ballots Cast","","",263
"Frontier","Stockville",NA,"President","REP","Donald J. Trump",231
"Frontier","Stockville",NA,"President","DEM","Hillary Clinton",18
"Frontier","Stockville",NA,"President","LIB","Gary Johnson",6
"Frontier","Stockville",NA,"President","","Jill Stein",1
"Frontier","Stockville",NA,"President","","Write-ins",5
"Frontier","Stockville",3,"U.S. House","REP","Adrian Smith",236
"Frontier","Stockville",3,"U.S. House","","Write-ins",2
"Frontier","Curtis",NA,"Registered Voters","","",611
"Frontier","Curtis",NA,"Ballots Cast","","",400
"Frontier","Curtis",NA,"President","REP","Donald J. Trump",332
"Frontier","Curtis",NA,"President","DEM","Hillary Clinton",48
"Frontier","Curtis",NA,"President","LIB","Gary Johnson",10
"Frontier","Curtis",NA,"President","","Jill Stein",3
"Frontier","Curtis",NA,"President","","Write-ins",5
"Frontier","Curtis",3,"U.S. House","REP","Adrian Smith",349
"Frontier","Curtis",3,"U.S. House","","Write-ins",1
"Frontier","Maywood",NA,"Registered Voters","","",296
"Frontier","Maywood",NA,"Ballots Cast","","",227
"Frontier","Maywood",NA,"President","REP","Donald J. Trump",181
"Frontier","Maywood",NA,"President","DEM","Hillary Clinton",31
"Frontier","Maywood",NA,"President","LIB","Gary Johnson",7
"Frontier","Maywood",NA,"President","","Jill Stein",1
"Frontier","Maywood",NA,"President","","Write-ins",0
"Frontier","Maywood",3,"U.S. House","REP","Adrian Smith",196
"Frontier","Maywood",3,"U.S. House","","Write-ins",4
"Frontier","Garden Prairie",NA,"Registered Voters","","",135
"Frontier","Garden Prairie",NA,"Ballots Cast","","",105
"Frontier","Garden Prairie",NA,"President","REP","Donald J. Trump",94
"Frontier","Garden Prairie",NA,"President","DEM","Hillary Clinton",5
"Frontier","Garden Prairie",NA,"President","LIB","Gary Johnson",3
"Frontier","Garden Prairie",NA,"President","","Jill Stein",0
"Frontier","Garden Prairie",NA,"President","","Write-ins",2
"Frontier","Garden Prairie",3,"U.S. House","REP","Adrian Smith",94
"Frontier","Garden Prairie",3,"U.S. House","","Write-ins",1
