"county","precinct","district","office","party","candidate","votes"
"Dawson","Coyote",NA,"Registered Voters","","",322
"Dawson","Coyote",NA,"Ballots Cast","","",159
"Dawson","Coyote",NA,"President","REP","Donald J. Trump",123
"Dawson","Coyote",NA,"President","DEM","Hillary Clinton",29
"Dawson","Coyote",NA,"President","LIB","Gary Johnson",3
"Dawson","Coyote",NA,"President","","Jill Stein",1
"Dawson","Coyote",NA,"President","","Write-ins",1
"Dawson","Coyote",3,"U.S. House","REP","Adrian Smith",141
"Dawson","Coyote",3,"U.S. House","","Write-ins",0
"Dawson","Cozad East",NA,"Registered Voters","","",1296
"Dawson","Cozad East",NA,"Ballots Cast","","",732
"Dawson","Cozad East",NA,"President","REP","Donald J. Trump",558
"Dawson","Cozad East",NA,"President","DEM","Hillary Clinton",121
"Dawson","Cozad East",NA,"President","LIB","Gary Johnson",30
"Dawson","Cozad East",NA,"President","","Jill Stein",7
"Dawson","Cozad East",NA,"President","","Write-ins",9
"Dawson","Cozad East",3,"U.S. House","REP","Adrian Smith",650
"Dawson","Cozad East",3,"U.S. House","","Write-ins",7
"Dawson","Cozad West",NA,"Registered Voters","","",1214
"Dawson","Cozad West",NA,"Ballots Cast","","",686
"Dawson","Cozad West",NA,"President","REP","Donald J. Trump",528
"Dawson","Cozad West",NA,"President","DEM","Hillary Clinton",108
"Dawson","Cozad West",NA,"President","LIB","Gary Johnson",29
"Dawson","Cozad West",NA,"President","","Jill Stein",4
"Dawson","Cozad West",NA,"President","","Write-ins",5
"Dawson","Cozad West",3,"U.S. House","REP","Adrian Smith",594
"Dawson","Cozad West",3,"U.S. House","","Write-ins",9
"Dawson","Fairview",NA,"Registered Voters","","",183
"Dawson","Fairview",NA,"Ballots Cast","","",121
"Dawson","Fairview",NA,"President","REP","Donald J. Trump",96
"Dawson","Fairview",NA,"President","DEM","Hillary Clinton",21
"Dawson","Fairview",NA,"President","LIB","Gary Johnson",3
"Dawson","Fairview",NA,"President","","Jill Stein",0
"Dawson","Fairview",NA,"President","","Write-ins",0
"Dawson","Fairview",3,"U.S. House","REP","Adrian Smith",108
"Dawson","Fairview",3,"U.S. House","","Write-ins",1
"Dawson","Farnam",NA,"Registered Voters","","",185
"Dawson","Farnam",NA,"Ballots Cast","","",115
"Dawson","Farnam",NA,"President","REP","Donald J. Trump",98
"Dawson","Farnam",NA,"President","DEM","Hillary Clinton",11
"Dawson","Farnam",NA,"President","LIB","Gary Johnson",4
"Dawson","Farnam",NA,"President","","Jill Stein",0
"Dawson","Farnam",NA,"President","","Write-ins",0
"Dawson","Farnam",3,"U.S. House","REP","Adrian Smith",105
"Dawson","Farnam",3,"U.S. House","","Write-ins",0
"Dawson","German",NA,"Registered Voters","","",198
"Dawson","German",NA,"Ballots Cast","","",130
