county,precinct,district,office,party,candidate,votes
Richardson,Absentee/Early Vote,NA,President,DEM,Hillary Clinton,0
Richardson,Arago/Barada,NA,President,DEM,Hillary Clinton,40
Richardson,Countywide,NA,President,DEM,Hillary Clinton,0
Richardson,East Muddy,NA,President,DEM,Hillary Clinton,22
Richardson,FC Ward 1,NA,President,DEM,Hillary Clinton,135
Richardson,FC Ward 2,NA,President,DEM,Hillary Clinton,92
Richardson,FC Ward 3,NA,President,DEM,Hillary Clinton,108
Richardson,FC Ward 4,NA,President,DEM,Hillary Clinton,105
Richardson,FCRural/Ohio,NA,President,DEM,Hillary Clinton,26
Richardson,Fran/Hrr/Spi,NA,President,DEM,Hillary Clinton,34
Richardson,Grant/Nemaha,NA,President,DEM,Hillary Clinton,34
Richardson,Humb. I,NA,President,DEM,Hillary Clinton,46
Richardson,Humb.II,NA,President,DEM,Hillary Clinton,45
Richardson,Jeff/Rulo,NA,President,DEM,Hillary Clinton,56
Richardson,Liberty,NA,President,DEM,Hillary Clinton,20
Richardson,New/Former Resident,NA,President,DEM,Hillary Clinton,1
Richardson,Salem,NA,President,DEM,Hillary Clinton,11
Richardson,WMuddy/Porter,NA,President,DEM,Hillary Clinton,43
Richardson,Absentee/Early Vote,NA,President,LIB,Gary Johnson,0
Richardson,Arago/Barada,NA,President,LIB,Gary Johnson,8
Richardson,Countywide,NA,President,LIB,Gary Johnson,0
Richardson,East Muddy,NA,President,LIB,Gary Johnson,7
Richardson,FC Ward 1,NA,President,LIB,Gary Johnson,21
Richardson,FC Ward 2,NA,President,LIB,Gary Johnson,21
Richardson,FC Ward 3,NA,President,LIB,Gary Johnson,16
Richardson,FC Ward 4,NA,President,LIB,Gary Johnson,12
Richardson,FCRural/Ohio,NA,President,LIB,Gary Johnson,9
Richardson,Fran/Hrr/Spi,NA,President,LIB,Gary Johnson,7
Richardson,Grant/Nemaha,NA,President,LIB,Gary Johnson,11
Richardson,Humb. I,NA,President,LIB,Gary Johnson,8
Richardson,Humb.II,NA,President,LIB,Gary Johnson,6
Richardson,Jeff/Rulo,NA,President,LIB,Gary Johnson,8
Richardson,Liberty,NA,President,LIB,Gary Johnson,10
Richardson,New/Former Resident,NA,President,LIB,Gary Johnson,0
Richardson,Salem,NA,President,LIB,Gary Johnson,7
Richardson,WMuddy/Porter,NA,President,LIB,Gary Johnson,8
Richardson,Absentee/Early Vote,NA,President,,Jill Stein,0
Richardson,Arago/Barada,NA,President,,Jill Stein,1
Richardson,Countywide,NA,President,,Jill Stein,0
Richardson,East Muddy,NA,President,,Jill Stein,2
Richardson,FC Ward 1,NA,President,,Jill Stein,3
Richardson,FC Ward 2,NA,President,,Jill Stein,3
Richardson,FC Ward 3,NA,President,,Jill Stein,4
Richardson,FC Ward 4,NA,President,,Jill Stein,3
Richardson,FCRural/Ohio,NA,President,,Jill Stein,1
Richardson,Fran/Hrr/Spi,NA,President,,Jill Stein,2
Richardson,Grant/Nemaha,NA,President,,Jill Stein,3
Richardson,Humb. I,NA,President,,Jill Stein,2
Richardson,Humb.II,NA,President,,Jill Stein,2
Richardson,Jeff/Rulo,NA,President,,Jill Stein,0
Richardson,Liberty,NA,President,,Jill Stein,0
Richardson,New/Former Resident,NA,President,,Jill Stein,0
Richardson,Salem,NA,President,,Jill Stein,0
Richardson,WMuddy/Porter,NA,President,,Jill Stein,1
Richardson,Absentee/Early Vote,NA,President,REP,Donald J. Trump,0
Richardson,Arago/Barada,NA,President,REP,Donald J. Trump,164
Richardson,Countywide,NA,President,REP,Donald J. Trump,0
Richardson,East Muddy,NA,President,REP,Donald J. Trump,80
Richardson,FC Ward 1,NA,President,REP,Donald J. Trump,401
Richardson,FC Ward 2,NA,President,REP,Donald J. Trump,298
Richardson,FC Ward 3,NA,President,REP,Donald J. Trump,292
Richardson,FC Ward 4,NA,President,REP,Donald J. Trump,190
Richardson,FCRural/Ohio,NA,President,REP,Donald J. Trump,240
Richardson,Fran/Hrr/Spi,NA,President,REP,Donald J. Trump,165
Richardson,Grant/Nemaha,NA,President,REP,Donald J. Trump,147
Richardson,Humb. I,NA,President,REP,Donald J. Trump,146
Richardson,Humb.II,NA,President,REP,Donald J. Trump,141
Richardson,Jeff/Rulo,NA,President,REP,Donald J. Trump,164
