"county","precinct","district","office","party","candidate","votes"
"Dakota","Absentee",NA,"Ballots Cast","","",1298
"Dakota","Ward 1",NA,"Ballots Cast","","",339
"Dakota","Ward 2",NA,"Ballots Cast","","",526
"Dakota","Ward 3",NA,"Ballots Cast","","",538
"Dakota","Ward 4A",NA,"Ballots Cast","","",337
"Dakota","Ward 4AA",NA,"Ballots Cast","","",291
"Dakota","Ward 4B",NA,"Ballots Cast","","",526
"Dakota","Cov. Island",NA,"Ballots Cast","","",584
"Dakota","Dakota City",NA,"Ballots Cast","","",496
"Dakota","Dakota Rural",NA,"Ballots Cast","","",203
"Dakota","Emerson",NA,"Ballots Cast","","",177
"Dakota","Hubbard",NA,"Ballots Cast","","",189
"Dakota","Omadi",NA,"Ballots Cast","","",446
"Dakota","St. John",NA,"Ballots Cast","","",349
"Dakota","Provisional",NA,"Ballots Cast","","",145
"Dakota","Total",NA,"Ballots Cast","","",6444
"Dakota","Absentee",NA,"President","REP","Donald J. Trump",489
"Dakota","Ward 1",NA,"President","REP","Donald J. Trump",167
"Dakota","Ward 2",NA,"President","REP","Donald J. Trump",227
"Dakota","Ward 3",NA,"President","REP","Donald J. Trump",244
"Dakota","Ward 4A",NA,"President","REP","Donald J. Trump",192
"Dakota","Ward 4AA",NA,"President","REP","Donald J. Trump",177
"Dakota","Ward 4B",NA,"President","REP","Donald J. Trump",310
"Dakota","Cov. Island",NA,"President","REP","Donald J. Trump",425
"Dakota","Dakota City",NA,"President","REP","Donald J. Trump",313
"Dakota","Dakota Rural",NA,"President","REP","Donald J. Trump",156
"Dakota","Emerson",NA,"President","REP","Donald J. Trump",137
"Dakota","Hubbard",NA,"President","REP","Donald J. Trump",123
"Dakota","Omadi",NA,"President","REP","Donald J. Trump",337
"Dakota","St. John",NA,"President","REP","Donald J. Trump",242
"Dakota","Provisional",NA,"President","REP","Donald J. Trump",77
"Dakota","Total",NA,"President","REP","Donald J. Trump",3616
"Dakota","Absentee",NA,"President","DEM","Hillary Clinton",676
"Dakota","Ward 1",NA,"President","DEM","Hillary Clinton",145
"Dakota","Ward 2",NA,"President","DEM","Hillary Clinton",230
"Dakota","Ward 3",NA,"President","DEM","Hillary Clinton",232
"Dakota","Ward 4A",NA,"President","DEM","Hillary Clinton",123
"Dakota","Ward 4AA",NA,"President","DEM","Hillary Clinton",89
"Dakota","Ward 4B",NA,"President","DEM","Hillary Clinton",179
"Dakota","Cov. Island",NA,"President","DEM","Hillary Clinton",126
"Dakota","Dakota City",NA,"President","DEM","Hillary Clinton",151
"Dakota","Dakota Rural",NA,"President","DEM","Hillary Clinton",42
"Dakota","Emerson",NA,"President","DEM","Hillary Clinton",24
"Dakota","Hubbard",NA,"President","DEM","Hillary Clinton",56
"Dakota","Omadi",NA,"President","DEM","Hillary Clinton",72
"Dakota","St. John",NA,"President","DEM","Hillary Clinton",83
"Dakota","Provisional",NA,"President","DEM","Hillary Clinton",86
