"county","precinct","district","office","party","candidate","votes"
"Keith","0001-First Ward",NA,"President","REP","Donald J. Trump",223
"Keith","0001-First Ward",NA,"President","DEM","Hillary Clinton",35
"Keith","0001-First Ward",NA,"President","LIB","Johnson/Weld",12
"Keith","0001-First Ward",NA,"President","PET","Jill Stein",3
"Keith","0001-First Ward",NA,"President",NA,"Write-ins",2
"Keith","0002-Second Ward",NA,"President","REP","Donald J. Trump",237
"Keith","0002-Second Ward",NA,"President","DEM","Hillary Clinton",64
"Keith","0002-Second Ward",NA,"President","LIB","Johnson/Weld",16
"Keith","0002-Second Ward",NA,"President","PET","Jill Stein",4
"Keith","0002-Second Ward",NA,"President",NA,"Write-ins",1
"Keith","0003-Third Ward",NA,"President","REP","Donald J. Trump",252
"Keith","0003-Third Ward",NA,"President","DEM","Hillary Clinton",40
"Keith","0003-Third Ward",NA,"President","LIB","Johnson/Weld",11
"Keith","0003-Third Ward",NA,"President","PET","Jill Stein",2
"Keith","0003-Third Ward",NA,"President",NA,"Write-ins",6
"Keith","0004-Fourth Ward",NA,"President","REP","Donald J. Trump",283
"Keith","0004-Fourth Ward",NA,"President","DEM","Hillary Clinton",48
"Keith","0004-Fourth Ward",NA,"President","LIB","Johnson/Weld",18
"Keith","0004-Fourth Ward",NA,"President","PET","Jill Stein",3
"Keith","0004-Fourth Ward",NA,"President",NA,"Write-ins",1
"Keith","0005-Fifth Ward",NA,"President","REP","Donald J. Trump",430
"Keith","0005-Fifth Ward",NA,"President","DEM","Hillary Clinton",68
"Keith","0005-Fifth Ward",NA,"President","LIB","Johnson/Weld",27
"Keith","0005-Fifth Ward",NA,"President","PET","Jill Stein",2
"Keith","0005-Fifth Ward",NA,"President",NA,"Write-ins",6
"Keith","0006-Brule",NA,"President","REP","Donald J. Trump",266
"Keith","0006-Brule",NA,"President","DEM","Hillary Clinton",31
"Keith","0006-Brule",NA,"President","LIB","Johnson/Weld",15
"Keith","0006-Brule",NA,"President","PET","Jill Stein",0
"Keith","0006-Brule",NA,"President",NA,"Write-ins",3
"Keith","0007-Logan",NA,"President","REP","Donald J. Trump",99
"Keith","0007-Logan",NA,"President","DEM","Hillary Clinton",11
"Keith","0007-Logan",NA,"President","LIB","Johnson/Weld",3
"Keith","0007-Logan",NA,"President","PET","Jill Stein",0
"Keith","0007-Logan",NA,"President",NA,"Write-ins",2
"Keith","0008-Lonergan",NA,"President","REP","Donald J. Trump",137
"Keith","0008-Lonergan",NA,"President","DEM","Hillary Clinton",35
"Keith","0008-Lonergan",NA,"President","LIB","Johnson/Weld",0
"Keith","0008-Lonergan",NA,"President","PET","Jill Stein",1
"Keith","0008-Lonergan",NA,"President",NA,"Write-ins",0
"Keith","0009-Paxton",NA,"President","REP","Donald J. Trump",349
"Keith","0009-Paxton",NA,"President","DEM","Hillary Clinton",32
"Keith","0009-Paxton",NA,"President","LIB","Johnson/Weld",21
"Keith","0009-Paxton",NA,"President","PET","Jill Stein",3
"Keith","0009-Paxton",NA,"President",NA,"Write-ins",2
"Keith","0010-Rural Ogalala",NA,"President","REP","Donald J. Trump",314
"Keith","0010-Rural Ogalala",NA,"President","DEM","Hillary Clinton",48
"Keith","0010-Rural Ogalala",NA,"President","LIB","Johnson/Weld",9
"Keith","0010-Rural Ogalala",NA,"President","PET","Jill Stein",2
"Keith","0010-Rural Ogalala",NA,"President",NA,"Write-ins",5
"Keith","0011-Whitetail",NA,"President","REP","Donald J. Trump",127
"Keith","0011-Whitetail",NA,"President","DEM","Hillary Clinton",21
"Keith","0011-Whitetail",NA,"President","LIB","Johnson/Weld",1
"Keith","0011-Whitetail",NA,"President","PET","Jill Stein",0
"Keith","0011-Whitetail",NA,"President",NA,"Write-ins",0
"Keith","0013-Absentee",NA,"President","REP","Donald J. Trump",518
"Keith","0013-Absentee",NA,"President","DEM","Hillary Clinton",138
"Keith","0013-Absentee",NA,"President","LIB","Johnson/Weld",31
"Keith","0013-Absentee",NA,"President","PET","Jill Stein",5
"Keith","0013-Absentee",NA,"President",NA,"Write-ins",11
"Keith","0001-First Ward",3,"U.S. House","REP","Smith",241
"Keith","0001-First Ward",3,"U.S. House",NA,"Write-ins",4
"Keith","0002-Second Ward",3,"U.S. House","REP","Smith",271
"Keith","0002-Second Ward",3,"U.S. House",NA,"Write-ins",8
"Keith","0003-Third Ward",3,"U.S. House","REP","Smith",272
"Keith","0003-Third Ward",3,"U.S. House",NA,"Write-ins",2
"Keith","0004-Fourth Ward",3,"U.S. House","REP","Smith",300
"Keith","0004-Fourth Ward",3,"U.S. House",NA,"Write-ins",5
"Keith","0005-Fifth Ward",3,"U.S. House","REP","Smith",472
"Keith","0005-Fifth Ward",3,"U.S. House",NA,"Write-ins",6
"Keith","0006-Brule",3,"U.S. House","REP","Smith",291
"Keith","0006-Brule",3,"U.S. House",NA,"Write-ins",5
"Keith","0007-Logan",3,"U.S. House","REP","Smith",107
"Keith","0007-Logan",3,"U.S. House",NA,"Write-ins",0
"Keith","0008-Lonergan",3,"U.S. House","REP","Smith",148
"Keith","0008-Lonergan",3,"U.S. House",NA,"Write-ins",3
"Keith","0009-Paxton",3,"U.S. House","REP","Smith",359
"Keith","0009-Paxton",3,"U.S. House",NA,"Write-ins",4
"Keith","0010-Rural Ogalala",3,"U.S. House","REP","Smith",329
"Keith","0010-Rural Ogalala",3,"U.S. House",NA,"Write-ins",10
"Keith","0011-Whitetail",3,"U.S. House","REP","Smith",132
"Keith","0011-Whitetail",3,"U.S. House",NA,"Write-ins",0
"Keith","0013-Absentee",3,"U.S. House","REP","Smith",582
"Keith","0013-Absentee",3,"U.S. House",NA,"Write-ins",8
"Keith","0001-First Ward",NA,"State Legislature",NA,"Karl Elmshaeuser",111
"Keith","0001-First Ward",NA,"State Legislature",NA,"Steve Erdman",143
"Keith","0001-First Ward",NA,"State Legislature",NA,"Write-ins",2
"Keith","0002-Second Ward",NA,"State Legislature",NA,"Karl Elmshaeuser",134
"Keith","0002-Second Ward",NA,"State Legislature",NA,"Steve Erdman",167
"Keith","0002-Second Ward",NA,"State Legislature",NA,"Write-ins",3
"Keith","0003-Third Ward",NA,"State Legislature",NA,"Karl Elmshaeuser",124
"Keith","0003-Third Ward",NA,"State Legislature",NA,"Steve Erdman",174
"Keith","0003-Third Ward",NA,"State Legislature",NA,"Write-ins",1
"Keith","0004-Fourth Ward",NA,"State Legislature",NA,"Karl Elmshaeuser",157
"Keith","0004-Fourth Ward",NA,"State Legislature",NA,"Steve Erdman",188
"Keith","0004-Fourth Ward",NA,"State Legislature",NA,"Write-ins",0
"Keith","0005-Fifth Ward",NA,"State Legislature",NA,"Karl Elmshaeuser",214
"Keith","0005-Fifth Ward",NA,"State Legislature",NA,"Steve Erdman",296
"Keith","0005-Fifth Ward",NA,"State Legislature",NA,"Write-ins",3
"Keith","0006-Brule",NA,"State Legislature",NA,"Karl Elmshaeuser",112
"Keith","0006-Brule",NA,"State Legislature",NA,"Steve Erdman",187
"Keith","0006-Brule",NA,"State Legislature",NA,"Write-ins",1
"Keith","0007-Logan",NA,"State Legislature",NA,"Karl Elmshaeuser",56
"Keith","0007-Logan",NA,"State Legislature",NA,"Steve Erdman",53
"Keith","0007-Logan",NA,"State Legislature",NA,"Write-ins",0
"Keith","0008-Lonergan",NA,"State Legislature",NA,"Karl Elmshaeuser",82
"Keith","0008-Lonergan",NA,"State Legislature",NA,"Steve Erdman",75
"Keith","0008-Lonergan",NA,"State Legislature",NA,"Write-ins",0
"Keith","0009-Paxton",NA,"State Legislature",NA,"Karl Elmshaeuser",123
"Keith","0009-Paxton",NA,"State Legislature",NA,"Steve Erdman",254
"Keith","0009-Paxton",NA,"State Legislature",NA,"Write-ins",2
"Keith","0010-Rural Ogalala",NA,"State Legislature",NA,"Karl Elmshaeuser",147
"Keith","0010-Rural Ogalala",NA,"State Legislature",NA,"Steve Erdman",217
"Keith","0010-Rural Ogalala",NA,"State Legislature",NA,"Write-ins",0
"Keith","0011-Whitetail",NA,"State Legislature",NA,"Karl Elmshaeuser",76
"Keith","0011-Whitetail",NA,"State Legislature",NA,"Steve Erdman",65
"Keith","0011-Whitetail",NA,"State Legislature",NA,"Write-ins",0
"Keith","0013-Absentee",NA,"State Legislature",NA,"Karl Elmshaeuser",321
"Keith","0013-Absentee",NA,"State Legislature",NA,"Steve Erdman",312
"Keith","0013-Absentee",NA,"State Legislature",NA,"Write-ins",4
