"county","precinct","district","office","party","candidate","votes"
"Kimball","Early",NA,"President","REP","Donald J. Trump",277
"Kimball","1st Ward",NA,"President","REP","Donald J. Trump",364
"Kimball","2nd Ward",NA,"President","REP","Donald J. Trump",233
"Kimball","Antelope",NA,"President","REP","Donald J. Trump",207
"Kimball","Bushnell",NA,"President","REP","Donald J. Trump",100
"Kimball","Dix",NA,"President","REP","Donald J. Trump",149
"Kimball","Total",NA,"President","REP","Donald J. Trump",1330
"Kimball","Early",NA,"President","DEM","Hillary Clinton",74
"Kimball","1st Ward",NA,"President","DEM","Hillary Clinton",72
"Kimball","2nd Ward",NA,"President","DEM","Hillary Clinton",33
"Kimball","Antelope",NA,"President","DEM","Hillary Clinton",19
"Kimball","Bushnell",NA,"President","DEM","Hillary Clinton",15
"Kimball","Dix",NA,"President","DEM","Hillary Clinton",17
"Kimball","Total",NA,"President","DEM","Hillary Clinton",230
"Kimball","Early",NA,"President","LIB","Gary Johnson",21
"Kimball","1st Ward",NA,"President","LIB","Gary Johnson",24
"Kimball","2nd Ward",NA,"President","LIB","Gary Johnson",12
"Kimball","Antelope",NA,"President","LIB","Gary Johnson",9
"Kimball","Bushnell",NA,"President","LIB","Gary Johnson",8
"Kimball","Dix",NA,"President","LIB","Gary Johnson",4
"Kimball","Total",NA,"President","LIB","Gary Johnson",78
"Kimball","Early",NA,"President","","Jill Stein",3
"Kimball","1st Ward",NA,"President","","Jill Stein",7
"Kimball","2nd Ward",NA,"President","","Jill Stein",3
"Kimball","Antelope",NA,"President","","Jill Stein",3
"Kimball","Bushnell",NA,"President","","Jill Stein",0
"Kimball","Dix",NA,"President","","Jill Stein",2
"Kimball","Total",NA,"President","","Jill Stein",18
"Kimball","Early",NA,"President","","Write-ins",6
"Kimball","1st Ward",NA,"President","","Write-ins",7
"Kimball","2nd Ward",NA,"President","","Write-ins",6
"Kimball","Antelope",NA,"President","","Write-ins",2
"Kimball","Bushnell",NA,"President","","Write-ins",0
"Kimball","Dix",NA,"President","","Write-ins",0
"Kimball","Total",NA,"President","","Write-ins",21
"Kimball","Early",3,"U.S. House","REP","Adrian Smith",317
"Kimball","1st Ward",3,"U.S. House","REP","Adrian Smith",421
"Kimball","2nd Ward",3,"U.S. House","REP","Adrian Smith",259
"Kimball","Antelope",3,"U.S. House","REP","Adrian Smith",221
"Kimball","Bushnell",3,"U.S. House","REP","Adrian Smith",112
"Kimball","Dix",3,"U.S. House","REP","Adrian Smith",161
"Kimball","Total",3,"U.S. House","REP","Adrian Smith",1491
"Kimball","Early",3,"U.S. House","","Write-ins",3
"Kimball","1st Ward",3,"U.S. House","","Write-ins",5
"Kimball","2nd Ward",3,"U.S. House","","Write-ins",5
"Kimball","Antelope",3,"U.S. House","","Write-ins",5
"Kimball","Bushnell",3,"U.S. House","","Write-ins",0
"Kimball","Dix",3,"U.S. House","","Write-ins",0
"Kimball","Total",3,"U.S. House","","Write-ins",18
"Kimball","Early",47,"State Legislature","","Karl Elmshaeuser",88
"Kimball","1st Ward",47,"State Legislature","","Karl Elmshaeuser",145
"Kimball","2nd Ward",47,"State Legislature","","Karl Elmshaeuser",68
"Kimball","Antelope",47,"State Legislature","","Karl Elmshaeuser",49
"Kimball","Bushnell",47,"State Legislature","","Karl Elmshaeuser",22
"Kimball","Dix",47,"State Legislature","","Karl Elmshaeuser",30
"Kimball","Total",47,"State Legislature","","Karl Elmshaeuser",402
"Kimball","Early",47,"State Legislature","","Steve Erdman",258
"Kimball","1st Ward",47,"State Legislature","","Steve Erdman",289
"Kimball","2nd Ward",47,"State Legislature","","Steve Erdman",200
"Kimball","Antelope",47,"State Legislature","","Steve Erdman",174
"Kimball","Bushnell",47,"State Legislature","","Steve Erdman",93
"Kimball","Dix",47,"State Legislature","","Steve Erdman",130
"Kimball","Total",47,"State Legislature","","Steve Erdman",1144
"Kimball","Early",47,"State Legislature","","Write-ins",2
"Kimball","1st Ward",47,"State Legislature","","Write-ins",0
"Kimball","2nd Ward",47,"State Legislature","","Write-ins",2
"Kimball","Antelope",47,"State Legislature","","Write-ins",1
"Kimball","Bushnell",47,"State Legislature","","Write-ins",1
"Kimball","Dix",47,"State Legislature","","Write-ins",0
"Kimball","Total",47,"State Legislature","","Write-ins",6
