county,precinct,office,district,party,candidate,votes,legdist
Deuel,0001,Representative,3,ZZZ,Dan Hill,10,FED
Deuel,0001,Representative,3,DEM,Rebekah Davis,44,FED
Deuel,0001,Representative,3,REP,Adrian Smith,229,FED
Deuel,0001,Governor,3,DEM,"Mike Meister, Governor",56,SW
Deuel,0001,Auditor,3,REP,Mike Foley,219,SW
Deuel,0001,Auditor,3,LIB,Michele Sallach-Grace,35,SW
Deuel,0001,State Treasurer,3,DEM,Mark Stoj,42,SW
Deuel,0001,Attorney General,3,REP,Jon Bruning,246,SW
Deuel,0001,Secretary of State,3,REP,John A. Gale,228,SW
Deuel,0002,Secretary of State,3,DEM,Janet Stewart,30,SW
Deuel,0002,State Treasurer,3,REP,Don Stenberg,219,SW
Deuel,0002,Governor,3,REP,"Dave Heineman, Governor",225,SW
Deuel,0002,Representative,3,ZZZ,Dan Hill,13,FED
Deuel,0002,Representative,3,DEM,Rebekah Davis,27,FED
Deuel,0002,Representative,3,REP,Adrian Smith,214,FED
Deuel,0002,Governor,3,DEM,"Mike Meister, Governor",29,SW
Deuel,0002,Auditor,3,REP,Mike Foley,206,SW
Deuel,0002,Auditor,3,LIB,Michele Sallach-Grace,30,SW
Deuel,0002,State Treasurer,3,DEM,Mark Stoj,25,SW
Deuel,0002,Attorney General,3,REP,Jon Bruning,230,SW
Deuel,0002,Secretary of State,3,REP,John A. Gale,217,SW
Deuel,0003,Secretary of State,3,DEM,Janet Stewart,40,SW
Deuel,0003,State Treasurer,3,REP,Don Stenberg,193,SW
Deuel,0003,Governor,3,REP,"Dave Heineman, Governor",195,SW
Deuel,0003,Representative,3,ZZZ,Dan Hill,11,FED
Deuel,0003,Representative,3,DEM,Rebekah Davis,31,FED
Deuel,0003,Representative,3,REP,Adrian Smith,192,FED
Deuel,0003,Governor,3,DEM,"Mike Meister, Governor",41,SW
Deuel,0003,Auditor,3,REP,Mike Foley,169,SW
Deuel,0003,Auditor,3,LIB,Michele Sallach-Grace,39,SW
Deuel,0003,State Treasurer,3,DEM,Mark Stoj,36,SW
Deuel,0003,Attorney General,3,REP,Jon Bruning,214,SW
Deuel,0003,Secretary of State,3,REP,John A. Gale,191,SW
Dixon,0002,Representative,1,DEM,Ivy Harper,27,FED
Dixon,0002,State Treasurer,1,REP,Don Stenberg,139,SW
Dixon,0002,Secretary of State,1,DEM,Janet Stewart,36,SW
Dixon,0003,Secretary of State,1,REP,John A. Gale,126,SW
Dixon,0003,Representative,1,REP,Jeff Fortenberry,169,FED
Dixon,0003,Attorney General,1,REP,Jon Bruning,181,SW
Dixon,0003,Auditor,1,LIB,Michele Sallach-Grace,38,SW
Dixon,0003,State Treasurer,1,DEM,Mark Stoj,58,SW
Dixon,0003,Auditor,1,REP,Mike Foley,157,SW
Dixon,0003,Governor,1,DEM,"Mike Meister, Governor",60,SW
Dixon,0003,Governor,1,REP,"Dave Heineman, Governor",156,SW
Dixon,0003,Representative,1,DEM,Ivy Harper,45,FED
Dixon,0003,State Treasurer,1,REP,Don Stenberg,149,SW
Dixon,0003,Secretary of State,1,DEM,Janet Stewart,80,SW
Dixon,0004,Secretary of State,1,REP,John A. Gale,83,SW
Dixon,0004,Representative,1,REP,Jeff Fortenberry,100,FED
Dixon,0004,Attorney General,1,REP,Jon Bruning,111,SW
Dixon,0004,Auditor,1,LIB,Michele Sallach-Grace,15,SW
Dixon,0004,State Treasurer,1,DEM,Mark Stoj,28,SW
Dixon,0004,Auditor,1,REP,Mike Foley,97,SW
Dixon,0004,Governor,1,DEM,"Mike Meister, Governor",27,SW
Dixon,0004,Governor,1,REP,"Dave Heineman, Governor",99,SW
Dixon,0004,Representative,1,DEM,Ivy Harper,23,FED
Dixon,0004,State Treasurer,1,REP,Don Stenberg,93,SW
Dixon,0004,Secretary of State,1,DEM,Janet Stewart,37,SW
Dixon,0005,Secretary of State,1,REP,John A. Gale,65,SW
Dixon,0005,Representative,1,REP,Jeff Fortenberry,70,FED
Dixon,0005,Attorney General,1,REP,Jon Bruning,77,SW
Dixon,0005,Auditor,1,LIB,Michele Sallach-Grace,12,SW
Dixon,0005,State Treasurer,1,DEM,Mark Stoj,21,SW
Dixon,0005,Auditor,1,REP,Mike Foley,69,SW
Dixon,0005,Governor,1,DEM,"Mike Meister, Governor",27,SW
Dixon,0005,Governor,1,REP,"Dave Heineman, Governor",61,SW
Dixon,0005,Representative,1,DEM,Ivy Harper,19,FED
Dixon,0005,State Treasurer,1,REP,Don Stenberg,67,SW
Dixon,0005,Secretary of State,1,DEM,Janet Stewart,23,SW
Dixon,0006,Secretary of State,1,REP,John A. Gale,117,SW
Dixon,0006,Representative,1,REP,Jeff Fortenberry,142,FED
Dixon,0006,Attorney General,1,REP,Jon Bruning,145,SW
Dixon,0006,Auditor,1,LIB,Michele Sallach-Grace,26,SW
Dixon,0006,State Treasurer,1,DEM,Mark Stoj,22,SW
Dixon,0006,Auditor,1,REP,Mike Foley,124,SW
Dixon,0006,Governor,1,DEM,"Mike Meister, Governor",28,SW
Dixon,0006,Governor,1,REP,"Dave Heineman, Governor",134,SW
Dixon,0006,Representative,1,DEM,Ivy Harper,23,FED
Dixon,0006,State Treasurer,1,REP,Don Stenberg,134,SW
Dixon,0006,Secretary of State,1,DEM,Janet Stewart,38,SW
Dixon,0007,Secretary of State,1,REP,John A. Gale,81,SW
Dixon,0007,Representative,1,REP,Jeff Fortenberry,87,FED
Dixon,0007,Attorney General,1,REP,Jon Bruning,89,SW
Dixon,0007,Auditor,1,LIB,Michele Sallach-Grace,10,SW
Dixon,0007,State Treasurer,1,DEM,Mark Stoj,19,SW
Dixon,0007,Auditor,1,REP,Mike Foley,85,SW
Dixon,0007,Governor,1,DEM,"Mike Meister, Governor",21,SW
Dixon,0001,Secretary of State,1,REP,John A. Gale,95,SW
Dixon,0001,Representative,1,REP,Jeff Fortenberry,107,FED
Dixon,0001,Attorney General,1,REP,Jon Bruning,106,SW
Dixon,0001,Auditor,1,LIB,Michele Sallach-Grace,15,SW
Dixon,0001,State Treasurer,1,DEM,Mark Stoj,18,SW
Dixon,0001,Auditor,1,REP,Mike Foley,97,SW
Dixon,0001,Governor,1,DEM,"Mike Meister, Governor",16,SW
Dixon,0001,Governor,1,REP,"Dave Heineman, Governor",106,SW
Dixon,0001,Representative,1,DEM,Ivy Harper,14,FED
Dixon,0001,State Treasurer,1,REP,Don Stenberg,103,SW
Dixon,0001,Secretary of State,1,DEM,Janet Stewart,21,SW
Dixon,0002,Secretary of State,1,REP,John A. Gale,132,SW
Dixon,0002,Representative,1,REP,Jeff Fortenberry,143,FED
Dixon,0002,Attorney General,1,REP,Jon Bruning,159,SW
Dixon,0002,Auditor,1,LIB,Michele Sallach-Grace,27,SW
Dixon,0002,State Treasurer,1,DEM,Mark Stoj,32,SW
Dixon,0002,Auditor,1,REP,Mike Foley,143,SW
Dixon,0002,Governor,1,DEM,"Mike Meister, Governor",26,SW
Dixon,0002,Governor,1,REP,"Dave Heineman, Governor",145,SW
Dixon,0007,Governor,1,REP,"Dave Heineman, Governor",82,SW
Dixon,0007,Representative,1,DEM,Ivy Harper,16,FED
Dixon,0007,State Treasurer,1,REP,Don Stenberg,79,SW
Dixon,0007,Secretary of State,1,DEM,Janet Stewart,19,SW
Dixon,0008,Secretary of State,1,REP,John A. Gale,85,SW
Dixon,0008,Representative,1,REP,Jeff Fortenberry,114,FED
Dixon,0008,Attorney General,1,REP,Jon Bruning,124,SW
Dixon,0008,Auditor,1,LIB,Michele Sallach-Grace,26,SW
Dixon,0008,State Treasurer,1,DEM,Mark Stoj,54,SW
Dixon,0008,Auditor,1,REP,Mike Foley,107,SW
Dixon,0008,Governor,1,DEM,"Mike Meister, Governor",46,SW
Dixon,0008,Governor,1,REP,"Dave Heineman, Governor",112,SW
Dixon,0008,Representative,1,DEM,Ivy Harper,43,FED
Dixon,0008,State Treasurer,1,REP,Don Stenberg,94,SW
Dixon,0008,Secretary of State,1,DEM,Janet Stewart,59,SW
Dixon,0009,Secretary of State,1,REP,John A. Gale,50,SW
Dixon,0009,Representative,1,REP,Jeff Fortenberry,58,FED
Dixon,0009,Attorney General,1,REP,Jon Bruning,64,SW
Dixon,0009,Auditor,1,LIB,Michele Sallach-Grace,14,SW
Dixon,0009,State Treasurer,1,DEM,Mark Stoj,24,SW
Dixon,0009,Auditor,1,REP,Mike Foley,57,SW
Dixon,0009,Governor,1,DEM,"Mike Meister, Governor",21,SW
Dixon,0009,Governor,1,REP,"Dave Heineman, Governor",56,SW
Dixon,0009,Representative,1,DEM,Ivy Harper,19,FED
Dixon,0009,State Treasurer,1,REP,Don Stenberg,49,SW
Dixon,0009,Secretary of State,1,DEM,Janet Stewart,25,SW
Dixon,0010,Secretary of State,1,REP,John A. Gale,122,SW
Dixon,0010,Representative,1,REP,Jeff Fortenberry,147,FED
Dixon,0010,Attorney General,1,REP,Jon Bruning,150,SW
Dixon,0010,Auditor,1,LIB,Michele Sallach-Grace,22,SW
Dixon,0010,State Treasurer,1,DEM,Mark Stoj,30,SW
Dixon,0010,Auditor,1,REP,Mike Foley,130,SW
Dixon,0010,Governor,1,DEM,"Mike Meister, Governor",26,SW
Dixon,0010,Governor,1,REP,"Dave Heineman, Governor",148,SW
Dixon,0010,Representative,1,DEM,Ivy Harper,24,FED
Dixon,0010,State Treasurer,1,REP,Don Stenberg,131,SW
Dixon,0010,Secretary of State,1,DEM,Janet Stewart,38,SW
Dixon,0011,Secretary of State,1,REP,John A. Gale,47,SW
Dixon,0011,Representative,1,REP,Jeff Fortenberry,54,FED
Dixon,0011,Attorney General,1,REP,Jon Bruning,62,SW
Dixon,0011,Auditor,1,LIB,Michele Sallach-Grace,6,SW
Dixon,0011,State Treasurer,1,DEM,Mark Stoj,24,SW
Dixon,0011,Auditor,1,REP,Mike Foley,57,SW
Dixon,0011,Governor,1,DEM,"Mike Meister, Governor",18,SW
Dixon,0011,Governor,1,REP,"Dave Heineman, Governor",56,SW
Dixon,0011,Representative,1,DEM,Ivy Harper,19,FED
Dixon,0011,State Treasurer,1,REP,Don Stenberg,45,SW
Dixon,0011,Secretary of State,1,DEM,Janet Stewart,24,SW
Dixon,0012,Secretary of State,1,REP,John A. Gale,90,SW
Dixon,0012,Representative,1,REP,Jeff Fortenberry,105,FED
Dixon,0012,Attorney General,1,REP,Jon Bruning,106,SW
Dixon,0012,Auditor,1,LIB,Michele Sallach-Grace,21,SW
Dixon,0012,State Treasurer,1,DEM,Mark Stoj,24,SW
Dixon,0012,Auditor,1,REP,Mike Foley,94,SW
Dixon,0012,Governor,1,DEM,"Mike Meister, Governor",22,SW
Dixon,0012,Governor,1,REP,"Dave Heineman, Governor",106,SW
Dixon,0012,Representative,1,DEM,Ivy Harper,24,FED
Dixon,0012,State Treasurer,1,REP,Don Stenberg,96,SW
Dixon,0012,Secretary of State,1,DEM,Janet Stewart,30,SW
Dixon,0013,Representative,1,REP,Jeff Fortenberry,109,FED
Dixon,0013,Representative,1,DEM,Ivy Harper,30,FED
Dixon,0013,Governor,1,REP,"Dave Heineman, Governor",108,SW
Dixon,0013,Governor,1,DEM,"Mike Meister, Governor",32,SW
Dixon,0013,Secretary of State,1,REP,John A. Gale,96,SW
Dixon,0013,Secretary of State,1,DEM,Janet Stewart,37,SW
Dixon,0013,State Treasurer,1,REP,Don Stenberg,102,SW
Dixon,0013,State Treasurer,1,DEM,Mark Stoj,31,SW
Dixon,0013,Attorney General,1,REP,Jon Bruning,112,SW
Dixon,0013,Auditor,1,REP,Mike Foley,101,SW
Dixon,0013,Auditor,1,LIB,Michele Sallach-Grace,23,SW
Dodge,0006,Governor,1,REP,"Dave Heineman, Governor",170,SW
Dodge,0006,State Treasurer,1,REP,Don Stenberg,144,SW
Dodge,0006,Representative,1,DEM,Ivy Harper,65,FED
Dodge,0006,Secretary of State,1,DEM,Janet Stewart,79,SW
Dodge,0007,Representative,1,REP,Jeff Fortenberry,134,FED
Dodge,0007,Secretary of State,1,REP,John A. Gale,115,SW
Dodge,0007,Attorney General,1,REP,Jon Bruning,138,SW
Dodge,0007,Auditor,1,LIB,Michele Sallach-Grace,29,SW
Dodge,0007,State Treasurer,1,DEM,Mark Stoj,35,SW
Dodge,0007,Auditor,1,REP,Mike Foley,124,SW
Dodge,0007,Governor,1,DEM,"Mike Meister, Governor",27,SW
Dodge,0007,Governor,1,REP,"Dave Heineman, Governor",143,SW
Dodge,0001,Representative,1,REP,Jeff Fortenberry,247,FED
Dodge,0001,Secretary of State,1,REP,John A. Gale,212,SW
Dodge,0001,Attorney General,1,REP,Jon Bruning,269,SW
Dodge,0001,Auditor,1,LIB,Michele Sallach-Grace,56,SW
Dodge,0001,State Treasurer,1,DEM,Mark Stoj,82,SW
Dodge,0001,Auditor,1,REP,Mike Foley,246,SW
Dodge,0001,Governor,1,DEM,"Mike Meister, Governor",56,SW
Dodge,0001,Governor,1,REP,"Dave Heineman, Governor",275,SW
Dodge,0001,State Treasurer,1,REP,Don Stenberg,244,SW
Dodge,0001,Representative,1,DEM,Ivy Harper,84,FED
Dodge,0001,Secretary of State,1,DEM,Janet Stewart,107,SW
Dodge,0002,Representative,1,REP,Jeff Fortenberry,221,FED
Dodge,0002,Secretary of State,1,REP,John A. Gale,197,SW
Dodge,0002,Attorney General,1,REP,Jon Bruning,255,SW
Dodge,0002,Auditor,1,LIB,Michele Sallach-Grace,64,SW
Dodge,0002,State Treasurer,1,DEM,Mark Stoj,83,SW
Dodge,0002,Auditor,1,REP,Mike Foley,219,SW
Dodge,0002,Governor,1,DEM,"Mike Meister, Governor",66,SW
Dodge,0002,Governor,1,REP,"Dave Heineman, Governor",237,SW
Dodge,0002,State Treasurer,1,REP,Don Stenberg,214,SW
Dodge,0002,Representative,1,DEM,Ivy Harper,77,FED
Dodge,0002,Secretary of State,1,DEM,Janet Stewart,100,SW
Dodge,0003,Representative,1,REP,Jeff Fortenberry,384,FED
Dodge,0003,Secretary of State,1,REP,John A. Gale,357,SW
Dodge,0003,Attorney General,1,REP,Jon Bruning,435,SW
Dodge,0003,Auditor,1,LIB,Michele Sallach-Grace,64,SW
Dodge,0003,State Treasurer,1,DEM,Mark Stoj,85,SW
Dodge,0003,Auditor,1,REP,Mike Foley,388,SW
Dodge,0003,Governor,1,DEM,"Mike Meister, Governor",73,SW
Dodge,0003,Governor,1,REP,"Dave Heineman, Governor",421,SW
Dodge,0003,State Treasurer,1,REP,Don Stenberg,397,SW
Dodge,0003,Representative,1,DEM,Ivy Harper,103,FED
Dodge,0003,Secretary of State,1,DEM,Janet Stewart,126,SW
Dodge,0004,Representative,1,REP,Jeff Fortenberry,136,FED
Dodge,0004,Secretary of State,1,REP,John A. Gale,110,SW
Dodge,0004,Attorney General,1,REP,Jon Bruning,162,SW
Dodge,0004,Auditor,1,LIB,Michele Sallach-Grace,44,SW
Dodge,0004,State Treasurer,1,DEM,Mark Stoj,51,SW
Dodge,0004,Auditor,1,REP,Mike Foley,129,SW
Dodge,0004,Governor,1,DEM,"Mike Meister, Governor",36,SW
Dodge,0004,Governor,1,REP,"Dave Heineman, Governor",145,SW
Dodge,0004,State Treasurer,1,REP,Don Stenberg,128,SW
Dodge,0004,Representative,1,DEM,Ivy Harper,47,FED
Dodge,0004,Secretary of State,1,DEM,Janet Stewart,67,SW
Dodge,0005,Representative,1,REP,Jeff Fortenberry,257,FED
Dodge,0005,Secretary of State,1,REP,John A. Gale,232,SW
Dodge,0005,Attorney General,1,REP,Jon Bruning,287,SW
Dodge,0005,Auditor,1,LIB,Michele Sallach-Grace,53,SW
Dodge,0005,State Treasurer,1,DEM,Mark Stoj,67,SW
Dodge,0005,Auditor,1,REP,Mike Foley,263,SW
Dodge,0005,Governor,1,DEM,"Mike Meister, Governor",54,SW
Dodge,0005,Governor,1,REP,"Dave Heineman, Governor",282,SW
Dodge,0005,State Treasurer,1,REP,Don Stenberg,260,SW
Dodge,0005,Representative,1,DEM,Ivy Harper,77,FED
Dodge,0005,Secretary of State,1,DEM,Janet Stewart,94,SW
Dodge,0006,Representative,1,REP,Jeff Fortenberry,153,FED
Dodge,0006,Secretary of State,1,REP,John A. Gale,135,SW
Dodge,0006,Attorney General,1,REP,Jon Bruning,176,SW
Dodge,0006,Auditor,1,LIB,Michele Sallach-Grace,47,SW
Dodge,0006,State Treasurer,1,DEM,Mark Stoj,65,SW
Dodge,0006,Auditor,1,REP,Mike Foley,153,SW
Dodge,0006,Governor,1,DEM,"Mike Meister, Governor",50,SW
Dodge,0007,State Treasurer,1,REP,Don Stenberg,129,SW
Dodge,0007,Representative,1,DEM,Ivy Harper,36,FED
Dodge,0007,Secretary of State,1,DEM,Janet Stewart,48,SW
Dodge,0008,Representative,1,REP,Jeff Fortenberry,331,FED
Dodge,0008,Secretary of State,1,REP,John A. Gale,297,SW
Dodge,0008,Attorney General,1,REP,Jon Bruning,373,SW
Dodge,0008,Auditor,1,LIB,Michele Sallach-Grace,89,SW
Dodge,0008,State Treasurer,1,DEM,Mark Stoj,113,SW
Dodge,0008,Auditor,1,REP,Mike Foley,316,SW
Dodge,0008,Governor,1,DEM,"Mike Meister, Governor",73,SW
Dodge,0008,Governor,1,REP,"Dave Heineman, Governor",370,SW
Dodge,0008,State Treasurer,1,REP,Don Stenberg,321,SW
Dodge,0008,Representative,1,DEM,Ivy Harper,105,FED
Dodge,0008,Secretary of State,1,DEM,Janet Stewart,136,SW
Dodge,0009,Representative,1,REP,Jeff Fortenberry,134,FED
Dodge,0009,Secretary of State,1,REP,John A. Gale,109,SW
Dodge,0009,Attorney General,1,REP,Jon Bruning,155,SW
Dodge,0009,Auditor,1,LIB,Michele Sallach-Grace,32,SW
Dodge,0009,State Treasurer,1,DEM,Mark Stoj,42,SW
Dodge,0009,Auditor,1,REP,Mike Foley,128,SW
Dodge,0009,Governor,1,DEM,"Mike Meister, Governor",26,SW
Dodge,0009,Governor,1,REP,"Dave Heineman, Governor",148,SW
Dodge,0009,State Treasurer,1,REP,Don Stenberg,125,SW
Dodge,0009,Representative,1,DEM,Ivy Harper,35,FED
Dodge,0009,Secretary of State,1,DEM,Janet Stewart,52,SW
Dodge,0021,Governor,1,REP,"Dave Heineman, Governor",293,SW
Dodge,0021,State Treasurer,1,REP,Don Stenberg,248,SW
Dodge,0021,Representative,1,DEM,Ivy Harper,100,FED
Dodge,0021,Secretary of State,1,DEM,Janet Stewart,135,SW
Dodge,0022,Representative,1,REP,Jeff Fortenberry,266,FED
Dodge,0022,Secretary of State,1,REP,John A. Gale,206,SW
Dodge,0022,Attorney General,1,REP,Jon Bruning,285,SW
Dodge,0022,Auditor,1,LIB,Michele Sallach-Grace,53,SW
Dodge,0022,State Treasurer,1,DEM,Mark Stoj,66,SW
Dodge,0022,Auditor,1,REP,Mike Foley,234,SW
Dodge,0022,Governor,1,DEM,"Mike Meister, Governor",55,SW
Dodge,0022,Governor,1,REP,"Dave Heineman, Governor",279,SW
Dodge,0022,State Treasurer,1,REP,Don Stenberg,248,SW
Dodge,0022,Representative,1,DEM,Ivy Harper,57,FED
Dodge,0022,Secretary of State,1,DEM,Janet Stewart,84,SW
Dodge,0023,Representative,1,REP,Jeff Fortenberry,88,FED
Dodge,0023,Secretary of State,1,REP,John A. Gale,72,SW
Dodge,0023,Attorney General,1,REP,Jon Bruning,94,SW
Dodge,0023,Auditor,1,LIB,Michele Sallach-Grace,14,SW
Dodge,0023,State Treasurer,1,DEM,Mark Stoj,12,SW
Dodge,0023,Auditor,1,REP,Mike Foley,77,SW
Dodge,0023,Governor,1,DEM,"Mike Meister, Governor",11,SW
Dodge,0023,Governor,1,REP,"Dave Heineman, Governor",97,SW
Dodge,0023,State Treasurer,1,REP,Don Stenberg,90,SW
Dodge,0023,Representative,1,DEM,Ivy Harper,18,FED
Dodge,0023,Secretary of State,1,DEM,Janet Stewart,22,SW
Dodge,0024,Representative,1,REP,Jeff Fortenberry,235,FED
Dodge,0024,Secretary of State,1,REP,John A. Gale,182,SW
Dodge,0024,Attorney General,1,REP,Jon Bruning,240,SW
Dodge,0024,Auditor,1,LIB,Michele Sallach-Grace,39,SW
Dodge,0024,State Treasurer,1,DEM,Mark Stoj,60,SW
Dodge,0024,Auditor,1,REP,Mike Foley,197,SW
Dodge,0024,Governor,1,DEM,"Mike Meister, Governor",59,SW
Dodge,0010,Representative,1,REP,Jeff Fortenberry,289,FED
Dodge,0010,Secretary of State,1,REP,John A. Gale,254,SW
Dodge,0010,Attorney General,1,REP,Jon Bruning,330,SW
Dodge,0010,Auditor,1,LIB,Michele Sallach-Grace,69,SW
Dodge,0010,State Treasurer,1,DEM,Mark Stoj,87,SW
Dodge,0010,Auditor,1,REP,Mike Foley,277,SW
Dodge,0010,Governor,1,DEM,"Mike Meister, Governor",75,SW
Dodge,0010,Governor,1,REP,"Dave Heineman, Governor",304,SW
Dodge,0010,State Treasurer,1,REP,Don Stenberg,279,SW
Dodge,0010,Representative,1,DEM,Ivy Harper,95,FED
Dodge,0010,Secretary of State,1,DEM,Janet Stewart,116,SW
Dodge,0011,Representative,1,REP,Jeff Fortenberry,99,FED
Dodge,0011,Secretary of State,1,REP,John A. Gale,89,SW
Dodge,0011,Attorney General,1,REP,Jon Bruning,112,SW
Dodge,0011,Auditor,1,LIB,Michele Sallach-Grace,26,SW
Dodge,0011,State Treasurer,1,DEM,Mark Stoj,32,SW
Dodge,0011,Auditor,1,REP,Mike Foley,94,SW
Dodge,0011,Governor,1,DEM,"Mike Meister, Governor",22,SW
Dodge,0011,Governor,1,REP,"Dave Heineman, Governor",111,SW
Dodge,0011,State Treasurer,1,REP,Don Stenberg,98,SW
Dodge,0011,Representative,1,DEM,Ivy Harper,31,FED
Dodge,0011,Secretary of State,1,DEM,Janet Stewart,41,SW
Dodge,0012,Representative,1,REP,Jeff Fortenberry,56,FED
Dodge,0012,Secretary of State,1,REP,John A. Gale,45,SW
Dodge,0012,Attorney General,1,REP,Jon Bruning,59,SW
Dodge,0012,Auditor,1,LIB,Michele Sallach-Grace,20,SW
Dodge,0012,State Treasurer,1,DEM,Mark Stoj,22,SW
Dodge,0012,Auditor,1,REP,Mike Foley,54,SW
Dodge,0012,Governor,1,DEM,"Mike Meister, Governor",16,SW
Dodge,0012,Governor,1,REP,"Dave Heineman, Governor",57,SW
Dodge,0012,State Treasurer,1,REP,Don Stenberg,53,SW
Dodge,0012,Representative,1,DEM,Ivy Harper,19,FED
Dodge,0012,Secretary of State,1,DEM,Janet Stewart,29,SW
Dodge,0013,Representative,1,REP,Jeff Fortenberry,96,FED
Dodge,0013,Secretary of State,1,REP,John A. Gale,82,SW
Dodge,0013,Attorney General,1,REP,Jon Bruning,119,SW
Dodge,0013,Auditor,1,LIB,Michele Sallach-Grace,48,SW
Dodge,0013,State Treasurer,1,DEM,Mark Stoj,44,SW
Dodge,0013,Auditor,1,REP,Mike Foley,88,SW
Dodge,0013,Governor,1,DEM,"Mike Meister, Governor",31,SW
Dodge,0013,Governor,1,REP,"Dave Heineman, Governor",113,SW
Dodge,0013,State Treasurer,1,REP,Don Stenberg,98,SW
Dodge,0013,Representative,1,DEM,Ivy Harper,46,FED
Dodge,0013,Secretary of State,1,DEM,Janet Stewart,59,SW
Dodge,0027,Auditor,1,LIB,Michele Sallach-Grace,58,SW
Dodge,0027,State Treasurer,1,DEM,Mark Stoj,77,SW
Dodge,0027,Auditor,1,REP,Mike Foley,270,SW
Dodge,0027,Governor,1,DEM,"Mike Meister, Governor",54,SW
Dodge,0027,Governor,1,REP,"Dave Heineman, Governor",300,SW
Dodge,0027,State Treasurer,1,REP,Don Stenberg,272,SW
Dodge,0027,Representative,1,DEM,Ivy Harper,65,FED
Dodge,0027,Secretary of State,1,DEM,Janet Stewart,89,SW
Dodge,0028,Representative,1,REP,Jeff Fortenberry,124,FED
Dodge,0028,Secretary of State,1,REP,John A. Gale,119,SW
Dodge,0028,Attorney General,1,REP,Jon Bruning,142,SW
Dodge,0028,Auditor,1,LIB,Michele Sallach-Grace,28,SW
Dodge,0028,State Treasurer,1,DEM,Mark Stoj,32,SW
Dodge,0028,Auditor,1,REP,Mike Foley,126,SW
Dodge,0014,Representative,1,REP,Jeff Fortenberry,175,FED
Dodge,0014,Secretary of State,1,REP,John A. Gale,140,SW
Dodge,0014,Attorney General,1,REP,Jon Bruning,206,SW
Dodge,0014,Auditor,1,LIB,Michele Sallach-Grace,58,SW
Dodge,0014,State Treasurer,1,DEM,Mark Stoj,69,SW
Dodge,0014,Auditor,1,REP,Mike Foley,161,SW
Dodge,0014,Governor,1,DEM,"Mike Meister, Governor",42,SW
Dodge,0014,Governor,1,REP,"Dave Heineman, Governor",204,SW
Dodge,0014,State Treasurer,1,REP,Don Stenberg,168,SW
Dodge,0014,Representative,1,DEM,Ivy Harper,67,FED
Dodge,0014,Secretary of State,1,DEM,Janet Stewart,97,SW
Dodge,0015,Representative,1,REP,Jeff Fortenberry,162,FED
Dodge,0015,Secretary of State,1,REP,John A. Gale,147,SW
Dodge,0015,Attorney General,1,REP,Jon Bruning,184,SW
Dodge,0015,Auditor,1,LIB,Michele Sallach-Grace,39,SW
Dodge,0015,State Treasurer,1,DEM,Mark Stoj,57,SW
Dodge,0015,Auditor,1,REP,Mike Foley,163,SW
Dodge,0015,Governor,1,DEM,"Mike Meister, Governor",51,SW
Dodge,0015,Governor,1,REP,"Dave Heineman, Governor",164,SW
Dodge,0015,State Treasurer,1,REP,Don Stenberg,158,SW
Dodge,0015,Representative,1,DEM,Ivy Harper,54,FED
Dodge,0015,Secretary of State,1,DEM,Janet Stewart,68,SW
Dodge,0016,Representative,1,REP,Jeff Fortenberry,194,FED
Dodge,0016,Secretary of State,1,REP,John A. Gale,170,SW
Dodge,0016,Attorney General,1,REP,Jon Bruning,227,SW
Dodge,0016,Auditor,1,LIB,Michele Sallach-Grace,57,SW
Dodge,0016,State Treasurer,1,DEM,Mark Stoj,71,SW
Dodge,0016,Auditor,1,REP,Mike Foley,194,SW
Dodge,0016,Governor,1,DEM,"Mike Meister, Governor",52,SW
Dodge,0016,Governor,1,REP,"Dave Heineman, Governor",213,SW
Dodge,0016,State Treasurer,1,REP,Don Stenberg,196,SW
Dodge,0016,Representative,1,DEM,Ivy Harper,72,FED
Dodge,0016,Secretary of State,1,DEM,Janet Stewart,93,SW
Dodge,0017,Representative,1,REP,Jeff Fortenberry,152,FED
Dodge,0017,Secretary of State,1,REP,John A. Gale,120,SW
Dodge,0017,Attorney General,1,REP,Jon Bruning,173,SW
Dodge,0017,Auditor,1,LIB,Michele Sallach-Grace,49,SW
Dodge,0017,State Treasurer,1,DEM,Mark Stoj,52,SW
Dodge,0017,Auditor,1,REP,Mike Foley,143,SW
Dodge,0017,Governor,1,DEM,"Mike Meister, Governor",46,SW
Dodge,0017,Governor,1,REP,"Dave Heineman, Governor",157,SW
Dodge,0017,State Treasurer,1,REP,Don Stenberg,150,SW
Dodge,0017,Representative,1,DEM,Ivy Harper,52,FED
Dodge,0017,Secretary of State,1,DEM,Janet Stewart,80,SW
Dodge,0018,Representative,1,REP,Jeff Fortenberry,268,FED
Dodge,0018,Secretary of State,1,REP,John A. Gale,227,SW
Dodge,0018,Attorney General,1,REP,Jon Bruning,305,SW
Dodge,0018,Auditor,1,LIB,Michele Sallach-Grace,56,SW
Dodge,0018,State Treasurer,1,DEM,Mark Stoj,90,SW
Dodge,0018,Auditor,1,REP,Mike Foley,260,SW
Dodge,0018,Governor,1,DEM,"Mike Meister, Governor",65,SW
Dodge,0018,Governor,1,REP,"Dave Heineman, Governor",296,SW
Dodge,0018,State Treasurer,1,REP,Don Stenberg,257,SW
Dodge,0018,Representative,1,DEM,Ivy Harper,85,FED
Dodge,0018,Secretary of State,1,DEM,Janet Stewart,118,SW
