"","county","precinct","district","office","party","candidate","votes"
"1","Cuming","BCN",NA,"Registered Voters","","",674
"2","Cuming","BL",NA,"Registered Voters","","",650
"3","Cuming","SSGC",NA,"Registered Voters","","",784
"4","Cuming","SW4",NA,"Registered Voters","","",593
"5","Cuming","WP2",NA,"Registered Voters","","",766
"6","Cuming","BGW",NA,"Registered Voters","","",1092
"7","Cuming","WP1&3",NA,"Registered Voters","","",1276
"8","Cuming","ABSENTEE",NA,"Registered Voters","","",0
"9","Cuming","Total",NA,"Registered Voters","","",5835
"10","Cuming","BCN",NA,"Ballots Cast","","",430
"11","Cuming","BL",NA,"Ballots Cast","","",387
"12","Cuming","SSGC",NA,"Ballots Cast","","",476
"13","Cuming","SW4",NA,"Ballots Cast","","",482
"14","Cuming","WP2",NA,"Ballots Cast","","",452
"15","Cuming","BGW",NA,"Ballots Cast","","",680
"16","Cuming","WP1&3",NA,"Ballots Cast","","",654
"17","Cuming","ABSENTEE",NA,"Ballots Cast","","",582
"18","Cuming","Total",NA,"Ballots Cast","","",4143
"19","Cuming","BCN",NA,"President","REP","Donald J. Trump",317
"20","Cuming","BL",NA,"President","REP","Donald J. Trump",311
"21","Cuming","SSGC",NA,"President","REP","Donald J. Trump",372
"22","Cuming","SW4",NA,"President","REP","Donald J. Trump",375
"23","Cuming","WP2",NA,"President","REP","Donald J. Trump",342
"24","Cuming","BGW",NA,"President","REP","Donald J. Trump",520
"25","Cuming","WP1&3",NA,"President","REP","Donald J. Trump",478
"26","Cuming","ABSENTEE",NA,"President","REP","Donald J. Trump",406
"27","Cuming","Total",NA,"President","REP","Donald J. Trump",3121
"28","Cuming","BCN",NA,"President","DEM","Hillary Clinton",85
"29","Cuming","BL",NA,"President","DEM","Hillary Clinton",55
"30","Cuming","SSGC",NA,"President","DEM","Hillary Clinton",70
"31","Cuming","SW4",NA,"President","DEM","Hillary Clinton",63
"32","Cuming","WP2",NA,"President","DEM","Hillary Clinton",71
"33","Cuming","BGW",NA,"President","DEM","Hillary Clinton",119
"34","Cuming","WP1&3",NA,"President","DEM","Hillary Clinton",123
"35","Cuming","ABSENTEE",NA,"President","DEM","Hillary Clinton",132
"36","Cuming","Total",NA,"President","DEM","Hillary Clinton",718
"37","Cuming","BCN",NA,"President","LIB","Johnson/Weld",16
"38","Cuming","BL",NA,"President","LIB","Johnson/Weld",7
"39","Cuming","SSGC",NA,"President","LIB","Johnson/Weld",18
"40","Cuming","SW4",NA,"President","LIB","Johnson/Weld",21
"41","Cuming","WP2",NA,"President","LIB","Johnson/Weld",16
"42","Cuming","BGW",NA,"President","LIB","Johnson/Weld",28
"43","Cuming","WP1&3",NA,"President","LIB","Johnson/Weld",27
"44","Cuming","ABSENTEE",NA,"President","LIB","Johnson/Weld",24
"45","Cuming","Total",NA,"President","LIB","Johnson/Weld",157
"46","Cuming","BCN",NA,"President","","Jill Stein",3
"47","Cuming","BL",NA,"President","","Jill Stein",2
"48","Cuming","SSGC",NA,"President","","Jill Stein",2
"49","Cuming","SW4",NA,"President","","Jill Stein",3
"50","Cuming","WP2",NA,"President","","Jill Stein",1
"51","Cuming","BGW",NA,"President","","Jill Stein",3
"52","Cuming","WP1&3",NA,"President","","Jill Stein",7
"53","Cuming","ABSENTEE",NA,"President","","Jill Stein",5
"54","Cuming","Total",NA,"President","","Jill Stein",26
"55","Cuming","BCN",NA,"President","","Write-ins",3
"56","Cuming","BL",NA,"President","","Write-ins",5
"57","Cuming","SSGC",NA,"President","","Write-ins",7
"58","Cuming","SW4",NA,"President","","Write-ins",5
"59","Cuming","WP2",NA,"President","","Write-ins",8
"60","Cuming","BGW",NA,"President","","Write-ins",5
"61","Cuming","WP1&3",NA,"President","","Write-ins",7
"62","Cuming","ABSENTEE",NA,"President","","Write-ins",10
"63","Cuming","Total",NA,"President","","Write-ins",50
"64","Cuming","BCN",NA,"President","","Over Votes",0
"65","Cuming","BL",NA,"President","","Over Votes",2
"66","Cuming","SSGC",NA,"President","","Over Votes",3
"67","Cuming","SW4",NA,"President","","Over Votes",2
"68","Cuming","WP2",NA,"President","","Over Votes",4
"69","Cuming","BGW",NA,"President","","Over Votes",1
"70","Cuming","WP1&3",NA,"President","","Over Votes",6
"71","Cuming","ABSENTEE",NA,"President","","Over Votes",2
"72","Cuming","Total",NA,"President","","Over Votes",20
"73","Cuming","BCN",NA,"President","","Under Votes",6
"74","Cuming","BL",NA,"President","","Under Votes",5
"75","Cuming","SSGC",NA,"President","","Under Votes",4
"76","Cuming","SW4",NA,"President","","Under Votes",13
"77","Cuming","WP2",NA,"President","","Under Votes",10
"78","Cuming","BGW",NA,"President","","Under Votes",4
"79","Cuming","WP1&3",NA,"President","","Under Votes",6
"80","Cuming","ABSENTEE",NA,"President","","Under Votes",5
"81","Cuming","Total",NA,"President","","Under Votes",53
"82","Cuming","BCN",1,"U.S. House","REP","Jeff Fortenberry",352
"83","Cuming","BL",1,"U.S. House","REP","Jeff Fortenberry",332
"84","Cuming","SSGC",1,"U.S. House","REP","Jeff Fortenberry",418
"85","Cuming","SW4",1,"U.S. House","REP","Jeff Fortenberry",416
"86","Cuming","WP2",1,"U.S. House","REP","Jeff Fortenberry",387
"87","Cuming","BGW",1,"U.S. House","REP","Jeff Fortenberry",541
"88","Cuming","WP1&3",1,"U.S. House","REP","Jeff Fortenberry",544
"89","Cuming","ABSENTEE",1,"U.S. House","REP","Jeff Fortenberry",457
"90","Cuming","Total",1,"U.S. House","REP","Jeff Fortenberry",3447
"91","Cuming","BCN",1,"U.S. House","DEM","Daniel M. Wik",55
"92","Cuming","BL",1,"U.S. House","DEM","Daniel M. Wik",42
"93","Cuming","SSGC",1,"U.S. House","DEM","Daniel M. Wik",45
"94","Cuming","SW4",1,"U.S. House","DEM","Daniel M. Wik",51
"95","Cuming","WP2",1,"U.S. House","DEM","Daniel M. Wik",49
"96","Cuming","BGW",1,"U.S. House","DEM","Daniel M. Wik",110
"97","Cuming","WP1&3",1,"U.S. House","DEM","Daniel M. Wik",80
"98","Cuming","ABSENTEE",1,"U.S. House","DEM","Daniel M. Wik",95
"99","Cuming","Total",1,"U.S. House","DEM","Daniel M. Wik",527
"100","Cuming","BCN",1,"U.S. House","","Write-ins",1
"101","Cuming","BL",1,"U.S. House","","Write-ins",1
"102","Cuming","SSGC",1,"U.S. House","","Write-ins",0
"103","Cuming","SW4",1,"U.S. House","","Write-ins",0
"104","Cuming","WP2",1,"U.S. House","","Write-ins",0
"105","Cuming","BGW",1,"U.S. House","","Write-ins",0
"106","Cuming","WP1&3",1,"U.S. House","","Write-ins",2
"107","Cuming","ABSENTEE",1,"U.S. House","","Write-ins",2
"108","Cuming","Total",1,"U.S. House","","Write-ins",6
"109","Cuming","BCN",1,"U.S. House","","Over Votes",0
"110","Cuming","BL",1,"U.S. House","","Over Votes",0
"111","Cuming","SSGC",1,"U.S. House","","Over Votes",1
"112","Cuming","SW4",1,"U.S. House","","Over Votes",0
"113","Cuming","WP2",1,"U.S. House","","Over Votes",0
"114","Cuming","BGW",1,"U.S. House","","Over Votes",0
"115","Cuming","WP1&3",1,"U.S. House","","Over Votes",1
"116","Cuming","ABSENTEE",1,"U.S. House","","Over Votes",0
"117","Cuming","Total",1,"U.S. House","","Over Votes",2
"118","Cuming","BCN",1,"U.S. House","","Under Votes",22
"119","Cuming","BL",1,"U.S. House","","Under Votes",12
"120","Cuming","SSGC",1,"U.S. House","","Under Votes",12
"121","Cuming","SW4",1,"U.S. House","","Under Votes",15
"122","Cuming","WP2",1,"U.S. House","","Under Votes",16
"123","Cuming","BGW",1,"U.S. House","","Under Votes",29
"124","Cuming","WP1&3",1,"U.S. House","","Under Votes",27
"125","Cuming","ABSENTEE",1,"U.S. House","","Under Votes",28
"126","Cuming","Total",1,"U.S. House","","Under Votes",161
