"","county","precinct","district","office","party","candidate","votes"
"1","Fillmore","Exeter 101",NA,"President","REP","Donald J. Trump",189
"2","Fillmore","Fairmont 102",NA,"President","REP","Donald J. Trump",183
"3","Fillmore","West Blue/Grafton/Bennett 103",NA,"President","REP","Donald J. Trump",148
"4","Fillmore","South Geneva & Geneva 104",NA,"President","REP","Donald J. Trump",295
"5","Fillmore","North Geneva 105",NA,"President","REP","Donald J. Trump",246
"6","Fillmore","Madison 107",NA,"President","REP","Donald J. Trump",172
"7","Fillmore","Liberty/Glengary/Franklin 108",NA,"President","REP","Donald J. Trump",206
"8","Fillmore","Chelsea/Stanton/Belle Prairie 109",NA,"President","REP","Donald J. Trump",134
"9","Fillmore","Momence/Bryant/Hamilton 110",NA,"President","REP","Donald J. Trump",233
"10","Fillmore","Absentee",NA,"President","REP","Donald J. Trump",324
"11","Fillmore","Total",NA,"President","REP","Donald J. Trump",2130
"12","Fillmore","Exeter 101",NA,"President","DEM","Hillary Clinton",70
"13","Fillmore","Fairmont 102",NA,"President","DEM","Hillary Clinton",37
"14","Fillmore","West Blue/Grafton/Bennett 103",NA,"President","DEM","Hillary Clinton",22
"15","Fillmore","South Geneva & Geneva 104",NA,"President","DEM","Hillary Clinton",81
"16","Fillmore","North Geneva 105",NA,"President","DEM","Hillary Clinton",83
"17","Fillmore","Madison 107",NA,"President","DEM","Hillary Clinton",62
"18","Fillmore","Liberty/Glengary/Franklin 108",NA,"President","DEM","Hillary Clinton",68
"19","Fillmore","Chelsea/Stanton/Belle Prairie 109",NA,"President","DEM","Hillary Clinton",18
"20","Fillmore","Momence/Bryant/Hamilton 110",NA,"President","DEM","Hillary Clinton",50
"21","Fillmore","Absentee",NA,"President","DEM","Hillary Clinton",122
"22","Fillmore","Total",NA,"President","DEM","Hillary Clinton",613
"23","Fillmore","Exeter 101",NA,"President","LIB","Gary Johnson",16
"24","Fillmore","Fairmont 102",NA,"President","LIB","Gary Johnson",20
"25","Fillmore","West Blue/Grafton/Bennett 103",NA,"President","LIB","Gary Johnson",11
"26","Fillmore","South Geneva & Geneva 104",NA,"President","LIB","Gary Johnson",16
"27","Fillmore","North Geneva 105",NA,"President","LIB","Gary Johnson",20
"28","Fillmore","Madison 107",NA,"President","LIB","Gary Johnson",17
"29","Fillmore","Liberty/Glengary/Franklin 108",NA,"President","LIB","Gary Johnson",12
"30","Fillmore","Chelsea/Stanton/Belle Prairie 109",NA,"President","LIB","Gary Johnson",9
"31","Fillmore","Momence/Bryant/Hamilton 110",NA,"President","LIB","Gary Johnson",11
"32","Fillmore","Absentee",NA,"President","LIB","Gary Johnson",19
"33","Fillmore","Total",NA,"President","LIB","Gary Johnson",151
"34","Fillmore","Exeter 101",NA,"President","","Jill Stein",1
"35","Fillmore","Fairmont 102",NA,"President","","Jill Stein",4
"36","Fillmore","West Blue/Grafton/Bennett 103",NA,"President","","Jill Stein",2
"37","Fillmore","South Geneva & Geneva 104",NA,"President","","Jill Stein",2
"38","Fillmore","North Geneva 105",NA,"President","","Jill Stein",2
"39","Fillmore","Madison 107",NA,"President","","Jill Stein",3
"40","Fillmore","Liberty/Glengary/Franklin 108",NA,"President","","Jill Stein",2
"41","Fillmore","Chelsea/Stanton/Belle Prairie 109",NA,"President","","Jill Stein",1
"42","Fillmore","Momence/Bryant/Hamilton 110",NA,"President","","Jill Stein",1
"43","Fillmore","Absentee",NA,"President","","Jill Stein",3
"44","Fillmore","Total",NA,"President","","Jill Stein",21
"45","Fillmore","Exeter 101",NA,"President","","Write-ins",4
"46","Fillmore","Fairmont 102",NA,"President","","Write-ins",2
"47","Fillmore","West Blue/Grafton/Bennett 103",NA,"President","","Write-ins",NA
"48","Fillmore","South Geneva & Geneva 104",NA,"President","","Write-ins",3
"49","Fillmore","North Geneva 105",NA,"President","","Write-ins",7
"50","Fillmore","Madison 107",NA,"President","","Write-ins",1
"51","Fillmore","Liberty/Glengary/Franklin 108",NA,"President","","Write-ins",1
"52","Fillmore","Chelsea/Stanton/Belle Prairie 109",NA,"President","","Write-ins",NA
"53","Fillmore","Momence/Bryant/Hamilton 110",NA,"President","","Write-ins",2
"54","Fillmore","Absentee",NA,"President","","Write-ins",6
"55","Fillmore","Total",NA,"President","","Write-ins",26
"56","Fillmore","Exeter 101",3,"U.S. House","REP","Adrian Smith",244
"57","Fillmore","Fairmont 102",3,"U.S. House","REP","Adrian Smith",222
"58","Fillmore","West Blue/Grafton/Bennett 103",3,"U.S. House","REP","Adrian Smith",170
"59","Fillmore","South Geneva & Geneva 104",3,"U.S. House","REP","Adrian Smith",352
"60","Fillmore","North Geneva 105",3,"U.S. House","REP","Adrian Smith",313
"61","Fillmore","Madison 107",3,"U.S. House","REP","Adrian Smith",209
"62","Fillmore","Liberty/Glengary/Franklin 108",3,"U.S. House","REP","Adrian Smith",230
"63","Fillmore","Chelsea/Stanton/Belle Prairie 109",3,"U.S. House","REP","Adrian Smith",147
"64","Fillmore","Momence/Bryant/Hamilton 110",3,"U.S. House","REP","Adrian Smith",262
"65","Fillmore","Absentee",3,"U.S. House","REP","Adrian Smith",377
"66","Fillmore","Total",3,"U.S. House","REP","Adrian Smith",2526
"67","Fillmore","Exeter 101",3,"U.S. House","","Write-ins",4
"68","Fillmore","Fairmont 102",3,"U.S. House","","Write-ins",3
"69","Fillmore","West Blue/Grafton/Bennett 103",3,"U.S. House","","Write-ins",4
"70","Fillmore","South Geneva & Geneva 104",3,"U.S. House","","Write-ins",3
"71","Fillmore","North Geneva 105",3,"U.S. House","","Write-ins",3
"72","Fillmore","Madison 107",3,"U.S. House","","Write-ins",4
"73","Fillmore","Liberty/Glengary/Franklin 108",3,"U.S. House","","Write-ins",2
"74","Fillmore","Chelsea/Stanton/Belle Prairie 109",3,"U.S. House","","Write-ins",2
"75","Fillmore","Momence/Bryant/Hamilton 110",3,"U.S. House","","Write-ins",1
"76","Fillmore","Absentee",3,"U.S. House","","Write-ins",10
"77","Fillmore","Total",3,"U.S. House","","Write-ins",36
