"","county","precinct","district","office","party","candidate","votes"
"35","Dawson","Fairview",3,"U.S. House","REP","Adrian Smith",108
"36","Dawson","Fairview",3,"U.S. House","","Write-ins",1
"37","Dawson","Farnam",NA,"Registered Voters","","",185
"38","Dawson","Farnam",NA,"Ballots Cast","","",115
"39","Dawson","Farnam",NA,"President","REP","Donald J. Trump",98
"40","Dawson","Farnam",NA,"President","DEM","Hillary Clinton",11
"41","Dawson","Farnam",NA,"President","LIB","Gary Johnson",4
"42","Dawson","Farnam",NA,"President","","Jill Stein",0
"43","Dawson","Farnam",NA,"President","","Write-ins",0
"44","Dawson","Farnam",3,"U.S. House","REP","Adrian Smith",105
"45","Dawson","Farnam",3,"U.S. House","","Write-ins",0
"46","Dawson","German",NA,"Registered Voters","","",198
"47","Dawson","German",NA,"Ballots Cast","","",130
"48","Dawson","German",NA,"President","REP","Donald J. Trump",112
"49","Dawson","German",NA,"President","DEM","Hillary Clinton",8
"50","Dawson","German",NA,"President","LIB","Gary Johnson",8
"51","Dawson","German",NA,"President","","Jill Stein",0
"52","Dawson","German",NA,"President","","Write-ins",0
"53","Dawson","German",3,"U.S. House","REP","Adrian Smith",122
"54","Dawson","German",3,"U.S. House","","Write-ins",2
"55","Dawson","Gillan",NA,"Registered Voters","","",341
"56","Dawson","Gillan",NA,"Ballots Cast","","",221
"57","Dawson","Gillan",NA,"President","REP","Donald J. Trump",177
"58","Dawson","Gillan",NA,"President","DEM","Hillary Clinton",18
"59","Dawson","Gillan",NA,"President","LIB","Gary Johnson",18
"60","Dawson","Gillan",NA,"President","","Jill Stein",0
"61","Dawson","Gillan",NA,"President","","Write-ins",3
"62","Dawson","Gillan",3,"U.S. House","REP","Adrian Smith",201
"63","Dawson","Gillan",3,"U.S. House","","Write-ins",1
"64","Dawson","Gothenburg East",NA,"Registered Voters","","",1333
"65","Dawson","Gothenburg East",NA,"Ballots Cast","","",788
"66","Dawson","Gothenburg East",NA,"President","REP","Donald J. Trump",633
"67","Dawson","Gothenburg East",NA,"President","DEM","Hillary Clinton",110
"68","Dawson","Gothenburg East",NA,"President","LIB","Gary Johnson",30
"69","Dawson","Gothenburg East",NA,"President","","Jill Stein",0
"70","Dawson","Gothenburg East",NA,"President","","Write-ins",4
"71","Dawson","Gothenburg East",3,"U.S. House","REP","Adrian Smith",707
"72","Dawson","Gothenburg East",3,"U.S. House","","Write-ins",11
"73","Dawson","Gothenburg West",NA,"Registered Voters","","",1318
"74","Dawson","Gothenburg West",NA,"Ballots Cast","","",730
"75","Dawson","Gothenburg West",NA,"President","REP","Donald J. Trump",541
"76","Dawson","Gothenburg West",NA,"President","DEM","Hillary Clinton",143
"77","Dawson","Gothenburg West",NA,"President","LIB","Gary Johnson",28
"78","Dawson","Gothenburg West",NA,"President","","Jill Stein",7
"79","Dawson","Gothenburg West",NA,"President","","Write-ins",2
"80","Dawson","Gothenburg West",3,"U.S. House","REP","Adrian Smith",629
"81","Dawson","Gothenburg West",3,"U.S. House","","Write-ins",15
"82","Dawson","Grant",NA,"Registered Voters","","",395
"83","Dawson","Grant",NA,"Ballots Cast","","",198
"84","Dawson","Grant",NA,"President","REP","Donald J. Trump",146
"85","Dawson","Grant",NA,"President","DEM","Hillary Clinton",32
"86","Dawson","Grant",NA,"President","LIB","Gary Johnson",10
"87","Dawson","Grant",NA,"President","","Jill Stein",2
"88","Dawson","Grant",NA,"President","","Write-ins",1
"89","Dawson","Grant",3,"U.S. House","REP","Adrian Smith",181
"90","Dawson","Grant",3,"U.S. House","","Write-ins",2
"91","Dawson","Kennebec",NA,"Registered Voters","","",114
"92","Dawson","Kennebec",NA,"Ballots Cast","","",81
"93","Dawson","Kennebec",NA,"President","REP","Donald J. Trump",68
"94","Dawson","Kennebec",NA,"President","DEM","Hillary Clinton",5
"95","Dawson","Kennebec",NA,"President","LIB","Gary Johnson",6
"96","Dawson","Kennebec",NA,"President","","Jill Stein",0
"97","Dawson","Kennebec",NA,"President","","Write-ins",0
"98","Dawson","Kennebec",3,"U.S. House","REP","Adrian Smith",72
"99","Dawson","Kennebec",3,"U.S. House","","Write-ins",0
"100","Dawson","Lexington 1st",NA,"Registered Voters","","",975
"101","Dawson","Lexington 1st",NA,"Ballots Cast","","",377
"102","Dawson","Lexington 1st",NA,"President","REP","Donald J. Trump",165
"103","Dawson","Lexington 1st",NA,"President","DEM","Hillary Clinton",170
"104","Dawson","Lexington 1st",NA,"President","LIB","Gary Johnson",15
"105","Dawson","Lexington 1st",NA,"President","","Jill Stein",5
"106","Dawson","Lexington 1st",NA,"President","","Write-ins",4
"107","Dawson","Lexington 1st",3,"U.S. House","REP","Adrian Smith",273
"108","Dawson","Lexington 1st",3,"U.S. House","","Write-ins",13
"109","Dawson","Lexington 2nd",NA,"Registered Voters","","",1117
"110","Dawson","Lexington 2nd",NA,"Ballots Cast","","",591
"111","Dawson","Lexington 2nd",NA,"President","REP","Donald J. Trump",354
"112","Dawson","Lexington 2nd",NA,"President","DEM","Hillary Clinton",187
"113","Dawson","Lexington 2nd",NA,"President","LIB","Gary Johnson",26
"114","Dawson","Lexington 2nd",NA,"President","","Jill Stein",1
"115","Dawson","Lexington 2nd",NA,"President","","Write-ins",10
"116","Dawson","Lexington 2nd",3,"U.S. House","REP","Adrian Smith",475
"117","Dawson","Lexington 2nd",3,"U.S. House","","Write-ins",12
"118","Dawson","Lexington 3rd",NA,"Registered Voters","","",1457
"119","Dawson","Lexington 3rd",NA,"Ballots Cast","","",676
"120","Dawson","Lexington 3rd",NA,"President","REP","Donald J. Trump",378
"121","Dawson","Lexington 3rd",NA,"President","DEM","Hillary Clinton",238
"122","Dawson","Lexington 3rd",NA,"President","LIB","Gary Johnson",32
"123","Dawson","Lexington 3rd",NA,"President","","Jill Stein",4
"124","Dawson","Lexington 3rd",NA,"President","","Write-ins",5
"125","Dawson","Lexington 3rd",3,"U.S. House","REP","Adrian Smith",528
"126","Dawson","Lexington 3rd",3,"U.S. House","","Write-ins",23
"127","Dawson","Lexington 4th",NA,"Registered Voters","","",589
"128","Dawson","Lexington 4th",NA,"Ballots Cast","","",223
"129","Dawson","Lexington 4th",NA,"President","REP","Donald J. Trump",71
"130","Dawson","Lexington 4th",NA,"President","DEM","Hillary Clinton",123
"131","Dawson","Lexington 4th",NA,"President","LIB","Gary Johnson",11
"132","Dawson","Lexington 4th",NA,"President","","Jill Stein",2
"133","Dawson","Lexington 4th",NA,"President","","Write-ins",0
"134","Dawson","Lexington 4th",3,"U.S. House","REP","Adrian Smith",143
"135","Dawson","Lexington 4th",3,"U.S. House","","Write-ins",9
"136","Dawson","Lexington 5th",NA,"Registered Voters","","",1178
"137","Dawson","Lexington 5th",NA,"Ballots Cast","","",444
"138","Dawson","Lexington 5th",NA,"President","REP","Donald J. Trump",183
"139","Dawson","Lexington 5th",NA,"President","DEM","Hillary Clinton",197
"140","Dawson","Lexington 5th",NA,"President","LIB","Gary Johnson",28
"141","Dawson","Lexington 5th",NA,"President","","Jill Stein",3
"142","Dawson","Lexington 5th",NA,"President","","Write-ins",5
"143","Dawson","Lexington 5th",3,"U.S. House","REP","Adrian Smith",321
"144","Dawson","Lexington 5th",3,"U.S. House","","Write-ins",20
"145","Dawson","Overton",NA,"Registered Voters","","",750
"146","Dawson","Overton",NA,"Ballots Cast","","",447
"147","Dawson","Overton",NA,"President","REP","Donald J. Trump",375
"148","Dawson","Overton",NA,"President","DEM","Hillary Clinton",46
"149","Dawson","Overton",NA,"President","LIB","Gary Johnson",13
"150","Dawson","Overton",NA,"President","","Jill Stein",3
"151","Dawson","Overton",NA,"President","","Write-ins",4
"152","Dawson","Overton",3,"U.S. House","REP","Adrian Smith",398
"153","Dawson","Overton",3,"U.S. House","","Write-ins",5
"154","Dawson","Platte",NA,"Registered Voters","","",486
"155","Dawson","Platte",NA,"Ballots Cast","","",252
"156","Dawson","Platte",NA,"President","REP","Donald J. Trump",198
"157","Dawson","Platte",NA,"President","DEM","Hillary Clinton",46
"158","Dawson","Platte",NA,"President","LIB","Gary Johnson",5
"159","Dawson","Platte",NA,"President","","Jill Stein",1
"160","Dawson","Platte",NA,"President","","Write-ins",2
"161","Dawson","Platte",3,"U.S. House","REP","Adrian Smith",213
"162","Dawson","Platte",3,"U.S. House","","Write-ins",0
"163","Dawson","Ringgold",NA,"Registered Voters","","",288
"164","Dawson","Ringgold",NA,"Ballots Cast","","",184
"165","Dawson","Ringgold",NA,"President","REP","Donald J. Trump",156
"166","Dawson","Ringgold",NA,"President","DEM","Hillary Clinton",19
"167","Dawson","Ringgold",NA,"President","LIB","Gary Johnson",4
"168","Dawson","Ringgold",NA,"President","","Jill Stein",1
"169","Dawson","Ringgold",NA,"President","","Write-ins",3
"170","Dawson","Ringgold",3,"U.S. House","REP","Adrian Smith",161
"171","Dawson","Ringgold",3,"U.S. House","","Write-ins",1
"172","Dawson","Woodriver",NA,"Registered Voters","","",330
"173","Dawson","Woodriver",NA,"Ballots Cast","","",214
"174","Dawson","Woodriver",NA,"President","REP","Donald J. Trump",184
"175","Dawson","Woodriver",NA,"President","DEM","Hillary Clinton",15
"176","Dawson","Woodriver",NA,"President","LIB","Gary Johnson",10
"177","Dawson","Woodriver",NA,"President","","Jill Stein",3
"178","Dawson","Woodriver",NA,"President","","Write-ins",1
"179","Dawson","Woodriver",3,"U.S. House","REP","Adrian Smith",192
"180","Dawson","Woodriver",3,"U.S. House","","Write-ins",2
"181","Dawson","Absentee",NA,"Registered Voters","","",NA
"182","Dawson","Absentee",NA,"Ballots Cast","","",1469
"183","Dawson","Absentee",NA,"President","REP","Donald J. Trump",840
"184","Dawson","Absentee",NA,"President","DEM","Hillary Clinton",489
"185","Dawson","Absentee",NA,"President","LIB","Gary Johnson",68
"186","Dawson","Absentee",NA,"President","","Jill Stein",14
"187","Dawson","Absentee",NA,"President","","Write-ins",17
"188","Dawson","Absentee",3,"U.S. House","REP","Adrian Smith",1121
"189","Dawson","Absentee",3,"U.S. House","","Write-ins",42
