"","county","precinct","district","office","party","candidate","votes"
"101","Washington","DeSoto",1,"U.S. House","REP","Jeff Fortenberry",326
"102","Washington","Fontanelle",1,"U.S. House","REP","Jeff Fortenberry",437
"103","Washington","Arlington",1,"U.S. House","REP","Jeff Fortenberry",612
"104","Washington","Arbor",1,"U.S. House","REP","Jeff Fortenberry",376
"105","Washington","North-view",1,"U.S. House","REP","Jeff Fortenberry",468
"106","Washington","Absentee",1,"U.S. House","REP","Jeff Fortenberry",1725
"107","Washington","New/Former Resident",1,"U.S. House","REP","Jeff Fortenberry",NA
"108","Washington","Total",1,"U.S. House","REP","Jeff Fortenberry",8264
"109","Washington","Fort Calhoun East",1,"U.S. House","DEM","Daniel M. Wik",152
"110","Washington","Fort Calhoun West",1,"U.S. House","DEM","Daniel M. Wik",140
"111","Washington","Kennard",1,"U.S. House","DEM","Daniel M. Wik",79
"112","Washington","Lakeland",1,"U.S. House","DEM","Daniel M. Wik",189
"113","Washington","Skyline",1,"U.S. House","DEM","Daniel M. Wik",126
"114","Washington","Central",1,"U.S. House","DEM","Daniel M. Wik",114
"115","Washington","Dana",1,"U.S. House","DEM","Daniel M. Wik",109
"116","Washington","Washington",1,"U.S. House","DEM","Daniel M. Wik",48
"117","Washington","Herman",1,"U.S. House","DEM","Daniel M. Wik",46
"118","Washington","Cuming City",1,"U.S. House","DEM","Daniel M. Wik",40
"119","Washington","DeSoto",1,"U.S. House","DEM","Daniel M. Wik",80
"120","Washington","Fontanelle",1,"U.S. House","DEM","Daniel M. Wik",46
"121","Washington","Arlington",1,"U.S. House","DEM","Daniel M. Wik",126
"122","Washington","Arbor",1,"U.S. House","DEM","Daniel M. Wik",92
"123","Washington","North-view",1,"U.S. House","DEM","Daniel M. Wik",116
"124","Washington","Absentee",1,"U.S. House","DEM","Daniel M. Wik",621
"125","Washington","New/Former Resident",1,"U.S. House","DEM","Daniel M. Wik",NA
"126","Washington","Total",1,"U.S. House","DEM","Daniel M. Wik",2124
"127","Washington","Fort Calhoun East",1,"U.S. House","","Write-ins",2
"128","Washington","Fort Calhoun West",1,"U.S. House","","Write-ins",3
"129","Washington","Kennard",1,"U.S. House","","Write-ins",0
"130","Washington","Lakeland",1,"U.S. House","","Write-ins",2
"131","Washington","Skyline",1,"U.S. House","","Write-ins",0
"132","Washington","Central",1,"U.S. House","","Write-ins",0
"133","Washington","Dana",1,"U.S. House","","Write-ins",0
"134","Washington","Washington",1,"U.S. House","","Write-ins",1
"135","Washington","Herman",1,"U.S. House","","Write-ins",0
"136","Washington","Cuming City",1,"U.S. House","","Write-ins",0
"137","Washington","DeSoto",1,"U.S. House","","Write-ins",1
"138","Washington","Fontanelle",1,"U.S. House","","Write-ins",0
"139","Washington","Arlington",1,"U.S. House","","Write-ins",1
"140","Washington","Arbor",1,"U.S. House","","Write-ins",1
"141","Washington","North-view",1,"U.S. House","","Write-ins",1
"142","Washington","Absentee",1,"U.S. House","","Write-ins",3
"143","Washington","New/Former Resident",1,"U.S. House","","Write-ins",NA
"144","Washington","Total",1,"U.S. House","","Write-ins",15
