"","county","precinct","district","office","party","candidate","votes"
"85","Burt","BellCreek-Oakland-Pershing",1,"U.S. House","REP","Jeff Fortenberry",208
"86","Burt","Craig",1,"U.S. House","REP","Jeff Fortenberry",181
"87","Burt","Decatur-Quinnebaugh",1,"U.S. House","REP","Jeff Fortenberry",199
"88","Burt","Everett-Logan",1,"U.S. House","REP","Jeff Fortenberry",131
"89","Burt","Lyons",1,"U.S. House","REP","Jeff Fortenberry",267
"90","Burt","Oakland I",1,"U.S. House","REP","Jeff Fortenberry",230
"91","Burt","Oakland II",1,"U.S. House","REP","Jeff Fortenberry",237
"92","Burt","Silvercreek-Summit",1,"U.S. House","REP","Jeff Fortenberry",178
"93","Burt","Tekamah I",1,"U.S. House","REP","Jeff Fortenberry",267
"94","Burt","Tekamah II",1,"U.S. House","REP","Jeff Fortenberry",255
"95","Burt","Provisional",1,"U.S. House","REP","Jeff Fortenberry",7
"96","Burt","Total",1,"U.S. House","REP","Jeff Fortenberry",2648
"97","Burt","Absentee",1,"U.S. House","DEM","Daniel M. Wik",153
"98","Burt","Arizona-Riverside",1,"U.S. House","DEM","Daniel M. Wik",34
"99","Burt","BellCreek-Oakland-Pershing",1,"U.S. House","DEM","Daniel M. Wik",25
"100","Burt","Craig",1,"U.S. House","DEM","Daniel M. Wik",29
"101","Burt","Decatur-Quinnebaugh",1,"U.S. House","DEM","Daniel M. Wik",104
"102","Burt","Everett-Logan",1,"U.S. House","DEM","Daniel M. Wik",34
"103","Burt","Lyons",1,"U.S. House","DEM","Daniel M. Wik",70
"104","Burt","Oakland I",1,"U.S. House","DEM","Daniel M. Wik",49
"105","Burt","Oakland II",1,"U.S. House","DEM","Daniel M. Wik",40
"106","Burt","Silvercreek-Summit",1,"U.S. House","DEM","Daniel M. Wik",48
"107","Burt","Tekamah I",1,"U.S. House","DEM","Daniel M. Wik",81
"108","Burt","Tekamah II",1,"U.S. House","DEM","Daniel M. Wik",83
"109","Burt","Provisional",1,"U.S. House","DEM","Daniel M. Wik",1
"110","Burt","Total",1,"U.S. House","DEM","Daniel M. Wik",751
