"","county","precinct","district","office","party","candidate","votes"
"1","Stanton","Butterfly",NA,"Registered Voters","","",93
"2","Stanton","Dewey",NA,"Registered Voters","","",137
"3","Stanton","Dimick",NA,"Registered Voters","","",68
"4","Stanton","Elkhorn",NA,"Registered Voters","","",176
"5","Stanton","Haymow",NA,"Registered Voters","","",96
"6","Stanton","Kingsburg",NA,"Registered Voters","","",66
"7","Stanton","Maple Creek",NA,"Registered Voters","","",98
"8","Stanton","Pilger",NA,"Registered Voters","","",335
"9","Stanton","Ramshorn",NA,"Registered Voters","","",111
"10","Stanton","Spring Branch",NA,"Registered Voters","","",1116
"11","Stanton","Spring Branch II",NA,"Registered Voters","","",293
"12","Stanton","Stanton A",NA,"Registered Voters","","",517
"13","Stanton","Stanton B",NA,"Registered Voters","","",594
"14","Stanton","Stanton C",NA,"Registered Voters","","",68
"15","Stanton","Union Creek",NA,"Registered Voters","","",74
"16","Stanton","Absentee",NA,"Registered Voters","","",NA
"17","Stanton","Provisional",NA,"Registered Voters","","",NA
"18","Stanton","Total",NA,"Registered Voters","","",3842
"19","Stanton","Butterfly",NA,"Ballots Cast","","",73
"20","Stanton","Dewey",NA,"Ballots Cast","","",109
"21","Stanton","Dimick",NA,"Ballots Cast","","",55
"22","Stanton","Elkhorn",NA,"Ballots Cast","","",147
"23","Stanton","Haymow",NA,"Ballots Cast","","",80
"24","Stanton","Kingsburg",NA,"Ballots Cast","","",53
"25","Stanton","Maple Creek",NA,"Ballots Cast","","",80
"26","Stanton","Pilger",NA,"Ballots Cast","","",262
"27","Stanton","Ramshorn",NA,"Ballots Cast","","",100
"28","Stanton","Spring Branch",NA,"Ballots Cast","","",670
"29","Stanton","Spring Branch II",NA,"Ballots Cast","","",172
"30","Stanton","Stanton A",NA,"Ballots Cast","","",299
"31","Stanton","Stanton B",NA,"Ballots Cast","","",347
"32","Stanton","Stanton C",NA,"Ballots Cast","","",43
"33","Stanton","Union Creek",NA,"Ballots Cast","","",68
"34","Stanton","Absentee",NA,"Ballots Cast","","",286
"35","Stanton","Provisional",NA,"Ballots Cast","","",14
"36","Stanton","Total",NA,"Ballots Cast","","",2858
"37","Stanton","Butterfly",NA,"President","REP","Donald J. Trump",54
"38","Stanton","Dewey",NA,"President","REP","Donald J. Trump",83
"39","Stanton","Dimick",NA,"President","REP","Donald J. Trump",46
"40","Stanton","Elkhorn",NA,"President","REP","Donald J. Trump",115
"41","Stanton","Haymow",NA,"President","REP","Donald J. Trump",66
"42","Stanton","Kingsburg",NA,"President","REP","Donald J. Trump",39
"43","Stanton","Maple Creek",NA,"President","REP","Donald J. Trump",58
"44","Stanton","Pilger",NA,"President","REP","Donald J. Trump",193
"45","Stanton","Ramshorn",NA,"President","REP","Donald J. Trump",90
"46","Stanton","Spring Branch",NA,"President","REP","Donald J. Trump",503
"47","Stanton","Spring Branch II",NA,"President","REP","Donald J. Trump",117
"48","Stanton","Stanton A",NA,"President","REP","Donald J. Trump",237
"49","Stanton","Stanton B",NA,"President","REP","Donald J. Trump",262
"50","Stanton","Stanton C",NA,"President","REP","Donald J. Trump",37
"51","Stanton","Union Creek",NA,"President","REP","Donald J. Trump",53
"52","Stanton","Absentee",NA,"President","REP","Donald J. Trump",220
"53","Stanton","Provisional",NA,"President","REP","Donald J. Trump",14
"54","Stanton","Total",NA,"President","REP","Donald J. Trump",2187
"55","Stanton","Butterfly",NA,"President","DEM","Hillary Clinton",14
"56","Stanton","Dewey",NA,"President","DEM","Hillary Clinton",15
"57","Stanton","Dimick",NA,"President","DEM","Hillary Clinton",6
"58","Stanton","Elkhorn",NA,"President","DEM","Hillary Clinton",21
"59","Stanton","Haymow",NA,"President","DEM","Hillary Clinton",9
"60","Stanton","Kingsburg",NA,"President","DEM","Hillary Clinton",7
"61","Stanton","Maple Creek",NA,"President","DEM","Hillary Clinton",15
"62","Stanton","Pilger",NA,"President","DEM","Hillary Clinton",33
"63","Stanton","Ramshorn",NA,"President","DEM","Hillary Clinton",7
"64","Stanton","Spring Branch",NA,"President","DEM","Hillary Clinton",104
"65","Stanton","Spring Branch II",NA,"President","DEM","Hillary Clinton",34
"66","Stanton","Stanton A",NA,"President","DEM","Hillary Clinton",45
"67","Stanton","Stanton B",NA,"President","DEM","Hillary Clinton",51
"68","Stanton","Stanton C",NA,"President","DEM","Hillary Clinton",2
"69","Stanton","Union Creek",NA,"President","DEM","Hillary Clinton",8
"70","Stanton","Absentee",NA,"President","DEM","Hillary Clinton",46
"71","Stanton","Provisional",NA,"President","DEM","Hillary Clinton",0
"72","Stanton","Total",NA,"President","DEM","Hillary Clinton",417
"73","Stanton","Butterfly",NA,"President","LIB","Gary Johnson",2
"74","Stanton","Dewey",NA,"President","LIB","Gary Johnson",7
"75","Stanton","Dimick",NA,"President","LIB","Gary Johnson",1
"76","Stanton","Elkhorn",NA,"President","LIB","Gary Johnson",10
"77","Stanton","Haymow",NA,"President","LIB","Gary Johnson",2
"78","Stanton","Kingsburg",NA,"President","LIB","Gary Johnson",7
"79","Stanton","Maple Creek",NA,"President","LIB","Gary Johnson",5
"80","Stanton","Pilger",NA,"President","LIB","Gary Johnson",21
"81","Stanton","Ramshorn",NA,"President","LIB","Gary Johnson",2
"82","Stanton","Spring Branch",NA,"President","LIB","Gary Johnson",34
"83","Stanton","Spring Branch II",NA,"President","LIB","Gary Johnson",14
"84","Stanton","Stanton A",NA,"President","LIB","Gary Johnson",9
"85","Stanton","Stanton B",NA,"President","LIB","Gary Johnson",15
"86","Stanton","Stanton C",NA,"President","LIB","Gary Johnson",1
"87","Stanton","Union Creek",NA,"President","LIB","Gary Johnson",5
"88","Stanton","Absentee",NA,"President","LIB","Gary Johnson",9
"89","Stanton","Provisional",NA,"President","LIB","Gary Johnson",0
"90","Stanton","Total",NA,"President","LIB","Gary Johnson",144
"91","Stanton","Butterfly",NA,"President","","Jill Stein",0
"92","Stanton","Dewey",NA,"President","","Jill Stein",0
"93","Stanton","Dimick",NA,"President","","Jill Stein",0
"94","Stanton","Elkhorn",NA,"President","","Jill Stein",0
"95","Stanton","Haymow",NA,"President","","Jill Stein",0
"96","Stanton","Kingsburg",NA,"President","","Jill Stein",0
"97","Stanton","Maple Creek",NA,"President","","Jill Stein",0
"98","Stanton","Pilger",NA,"President","","Jill Stein",3
"99","Stanton","Ramshorn",NA,"President","","Jill Stein",0
"100","Stanton","Spring Branch",NA,"President","","Jill Stein",7
"101","Stanton","Spring Branch II",NA,"President","","Jill Stein",2
"102","Stanton","Stanton A",NA,"President","","Jill Stein",1
"103","Stanton","Stanton B",NA,"President","","Jill Stein",1
"104","Stanton","Stanton C",NA,"President","","Jill Stein",0
"105","Stanton","Union Creek",NA,"President","","Jill Stein",0
"106","Stanton","Absentee",NA,"President","","Jill Stein",0
"107","Stanton","Provisional",NA,"President","","Jill Stein",0
"108","Stanton","Total",NA,"President","","Jill Stein",14
"109","Stanton","Butterfly",1,"U.S. House","REP","Jeff Fortenberry",58
