county,precinct,office,district,party,candidate,election_day,votes,early_votes
Douglas,05-10,U.S. House,2,,Over Votes,2,4,2
Douglas,05-11,U.S. House,2,,Over Votes,7,8,1
Douglas,05-12,U.S. House,2,,Over Votes,3,7,4
Douglas,05-13,U.S. House,2,,Over Votes,3,9,6
Douglas,05-14,U.S. House,2,,Over Votes,1,5,4
Douglas,05-15,U.S. House,2,,Over Votes,2,5,3
Douglas,05-16,U.S. House,2,,Over Votes,3,4,1
Douglas,05-17,U.S. House,2,,Over Votes,1,2,1
Douglas,05-18,U.S. House,2,,Over Votes,4,4,0
Douglas,05-19,U.S. House,2,,Over Votes,3,5,2
Douglas,05-20,U.S. House,2,,Over Votes,0,1,1
Douglas,05-21,U.S. House,2,,Over Votes,6,7,1
Douglas,05-22,U.S. House,2,,Over Votes,4,5,1
Douglas,05-23,U.S. House,2,,Over Votes,0,2,2
Douglas,05-24,U.S. House,2,,Over Votes,2,3,1
Douglas,05-25,U.S. House,2,,Over Votes,2,7,5
Douglas,05-26,U.S. House,2,,Over Votes,1,2,1
Douglas,05-27,U.S. House,2,,Over Votes,2,5,3
Douglas,05-28,U.S. House,2,,Over Votes,0,2,2
Douglas,05-29,U.S. House,2,,Over Votes,4,7,3
Douglas,05-30,U.S. House,2,,Over Votes,3,6,3
Douglas,05-31,U.S. House,2,,Over Votes,2,4,2
Douglas,05-32,U.S. House,2,,Over Votes,0,0,0
Douglas,05-33,U.S. House,2,,Over Votes,0,0,0
Douglas,06-01,U.S. House,2,,Over Votes,3,4,1
Douglas,06-02,U.S. House,2,,Over Votes,1,4,3
Douglas,06-03,U.S. House,2,,Over Votes,1,4,3
Douglas,06-04,U.S. House,2,,Over Votes,1,3,2
Douglas,06-05,U.S. House,2,,Over Votes,2,4,2
Douglas,06-06,U.S. House,2,,Over Votes,3,3,0
Douglas,06-07,U.S. House,2,,Over Votes,3,5,2
Douglas,06-08,U.S. House,2,,Over Votes,4,8,4
Douglas,06-09,U.S. House,2,,Over Votes,5,9,4
Douglas,06-10,U.S. House,2,,Over Votes,2,3,1
Douglas,06-11,U.S. House,2,,Over Votes,3,6,3
Douglas,06-12,U.S. House,2,,Over Votes,5,7,2
Douglas,06-13,U.S. House,2,,Over Votes,7,10,3
Douglas,06-14,U.S. House,2,,Over Votes,5,6,1
Douglas,06-15,U.S. House,2,,Over Votes,2,3,1
Douglas,06-16,U.S. House,2,,Over Votes,3,3,0
Douglas,06-17,U.S. House,2,,Over Votes,3,4,1
Douglas,06-18,U.S. House,2,,Over Votes,0,1,1
Douglas,06-19,U.S. House,2,,Over Votes,3,7,4
Douglas,06-20,U.S. House,2,,Over Votes,2,4,2
Douglas,06-21,U.S. House,2,,Over Votes,8,9,1
Douglas,06-22,U.S. House,2,,Over Votes,1,3,2
Douglas,06-23,U.S. House,2,,Over Votes,3,3,0
Douglas,06-24,U.S. House,2,,Over Votes,3,5,2
Douglas,06-25,U.S. House,2,,Over Votes,2,3,1
Douglas,06-26,U.S. House,2,,Over Votes,0,2,2
Douglas,06-27,U.S. House,2,,Over Votes,4,8,4
Douglas,06-28,U.S. House,2,,Over Votes,3,3,0
Douglas,06-29,U.S. House,2,,Over Votes,3,3,0
Douglas,06-30,U.S. House,2,,Over Votes,2,5,3
Douglas,07-01,U.S. House,2,,Over Votes,1,4,3
Douglas,07-02,U.S. House,2,,Over Votes,3,4,1
Douglas,07-03,U.S. House,2,,Over Votes,0,2,2
Douglas,07-04,U.S. House,2,,Over Votes,4,5,1
Douglas,07-05,U.S. House,2,,Over Votes,3,5,2
Douglas,07-06,U.S. House,2,,Over Votes,3,5,2
Douglas,07-07,U.S. House,2,,Over Votes,1,1,0
Douglas,07-08,U.S. House,2,,Over Votes,3,4,1
Douglas,07-09,U.S. House,2,,Over Votes,4,5,1
Douglas,07-10,U.S. House,2,,Over Votes,1,4,3
Douglas,07-11,U.S. House,2,,Over Votes,6,7,1
Douglas,07-12,U.S. House,2,,Over Votes,1,3,2
Douglas,07-13,U.S. House,2,,Over Votes,4,5,1
Douglas,07-14,U.S. House,2,,Over Votes,0,0,0
Douglas,07-15,U.S. House,2,,Over Votes,3,6,3
Douglas,07-16,U.S. House,2,,Over Votes,3,4,1
Douglas,07-17,U.S. House,2,,Over Votes,3,3,0
Douglas,07-18,U.S. House,2,,Over Votes,3,5,2
Douglas,07-19,U.S. House,2,,Over Votes,2,3,1
Douglas,07-20,U.S. House,2,,Over Votes,2,5,3
Douglas,07-21,U.S. House,2,,Over Votes,5,6,1
Douglas,07-22,U.S. House,2,,Over Votes,3,7,4
Douglas,07-23,U.S. House,2,,Over Votes,3,3,0
Douglas,07-24,U.S. House,2,,Over Votes,2,2,0
Douglas,07-25,U.S. House,2,,Over Votes,4,7,3
Douglas,07-26,U.S. House,2,,Over Votes,1,1,0
Douglas,07-27,U.S. House,2,,Over Votes,2,4,2
Douglas,07-28,U.S. House,2,,Over Votes,1,3,2
Douglas,07-29,U.S. House,2,,Over Votes,0,1,1
Douglas,07-30,U.S. House,2,,Over Votes,2,4,2
Douglas,07-31,U.S. House,2,,Over Votes,0,1,1
Douglas,07-32,U.S. House,2,,Over Votes,2,4,2
Douglas,07-33,U.S. House,2,,Over Votes,0,0,0
Douglas,07-34,U.S. House,2,,Over Votes,4,5,1
Douglas,08-01,U.S. House,2,,Over Votes,3,4,1
Douglas,08-02,U.S. House,2,,Over Votes,2,4,2
Douglas,08-03,U.S. House,2,,Over Votes,1,2,1
Douglas,08-04,U.S. House,2,,Over Votes,1,3,2
Douglas,08-05,U.S. House,2,,Over Votes,1,2,1
Douglas,08-06,U.S. House,2,,Over Votes,0,1,1
Douglas,08-07,U.S. House,2,,Over Votes,1,2,1
Douglas,08-08,U.S. House,2,,Over Votes,0,0,0
Douglas,08-09,U.S. House,2,,Over Votes,2,3,1
Douglas,08-10,U.S. House,2,,Over Votes,1,3,2
Douglas,08-11,U.S. House,2,,Over Votes,4,5,1
Douglas,08-12,U.S. House,2,,Over Votes,5,6,1
Douglas,08-13,U.S. House,2,,Over Votes,1,6,5
Douglas,08-14,U.S. House,2,,Over Votes,4,7,3
Douglas,08-15,U.S. House,2,,Over Votes,2,3,1
Douglas,08-16,U.S. House,2,,Over Votes,0,1,1
Douglas,08-17,U.S. House,2,,Over Votes,5,7,2
Douglas,08-18,U.S. House,2,,Over Votes,0,3,3
Douglas,08-19,U.S. House,2,,Over Votes,3,9,6
Douglas,08-20,U.S. House,2,,Over Votes,0,0,0
Douglas,08-23,U.S. House,2,,Over Votes,0,3,3
Douglas,08-24,U.S. House,2,,Over Votes,2,3,1
Douglas,08-27,U.S. House,2,,Over Votes,0,0,0
Douglas,08-31,U.S. House,2,,Over Votes,2,3,1
Douglas,08-35,U.S. House,2,,Over Votes,2,2,0
Douglas,08-36,U.S. House,2,,Over Votes,2,3,1
Douglas,08-37,U.S. House,2,,Over Votes,3,8,5
Douglas,08-39,U.S. House,2,,Over Votes,4,8,4
Douglas,08-40,U.S. House,2,,Over Votes,2,4,2
Douglas,08-41,U.S. House,2,,Over Votes,2,4,2
Douglas,08-42,U.S. House,2,,Over Votes,2,7,5
Douglas,08-43,U.S. House,2,,Over Votes,0,0,0
Douglas,08-44,U.S. House,2,,Over Votes,3,5,2
Douglas,08-45,U.S. House,2,,Over Votes,6,10,4
Douglas,08-46,U.S. House,2,,Over Votes,1,5,4
Douglas,08-47,U.S. House,2,,Over Votes,3,7,4
Douglas,08-48,U.S. House,2,,Over Votes,3,3,0
Douglas,08-49,U.S. House,2,,Over Votes,4,8,4
Douglas,08-50,U.S. House,2,,Over Votes,11,14,3
Douglas,08-51,U.S. House,2,,Over Votes,3,8,5
Douglas,08-52,U.S. House,2,,Over Votes,8,10,2
Douglas,08-53,U.S. House,2,,Over Votes,5,6,1
Douglas,08-54,U.S. House,2,,Over Votes,2,4,2
Douglas,08-55,U.S. House,2,,Over Votes,6,7,1
Douglas,01-01,U.S. House,2,,Under Votes,25,29,4
Douglas,01-02,U.S. House,2,,Under Votes,8,14,6
Douglas,01-03,U.S. House,2,,Under Votes,18,38,20
Douglas,01-04,U.S. House,2,,Under Votes,16,26,10
Douglas,01-05,U.S. House,2,,Under Votes,7,10,3
Douglas,01-06,U.S. House,2,,Under Votes,23,34,11
Douglas,01-07,U.S. House,2,,Under Votes,24,25,1
Douglas,01-08,U.S. House,2,,Under Votes,14,20,6
Douglas,01-09,U.S. House,2,,Under Votes,7,11,4
Douglas,01-10,U.S. House,2,,Under Votes,5,10,5
Douglas,01-11,U.S. House,2,,Under Votes,15,22,7
Douglas,01-12,U.S. House,2,,Under Votes,0,1,1
Douglas,01-13,U.S. House,2,,Under Votes,8,14,6
Douglas,01-14,U.S. House,2,,Under Votes,13,21,8
Douglas,01-15,U.S. House,2,,Under Votes,13,27,14
Douglas,01-16,U.S. House,2,,Under Votes,7,9,2
Douglas,01-17,U.S. House,2,,Under Votes,12,23,11
Douglas,01-18,U.S. House,2,,Under Votes,5,9,4
Douglas,01-19,U.S. House,2,,Under Votes,8,12,4
Douglas,01-20,U.S. House,2,,Under Votes,9,12,3
Douglas,01-21,U.S. House,2,,Under Votes,14,21,7
Douglas,01-22,U.S. House,2,,Under Votes,8,17,9
Douglas,01-23,U.S. House,2,,Under Votes,8,15,7
Douglas,01-24,U.S. House,2,,Under Votes,4,12,8
Douglas,01-25,U.S. House,2,,Under Votes,11,19,8
Douglas,02-01,U.S. House,2,,Under Votes,14,16,2
Douglas,02-02,U.S. House,2,,Under Votes,12,18,6
Douglas,02-03,U.S. House,2,,Under Votes,19,29,10
Douglas,02-04,U.S. House,2,,Under Votes,13,16,3
Douglas,02-05,U.S. House,2,,Under Votes,13,18,5
Douglas,02-06,U.S. House,2,,Under Votes,10,15,5
Douglas,02-07,U.S. House,2,,Under Votes,7,9,2
Douglas,02-08,U.S. House,2,,Under Votes,7,13,6
Douglas,02-09,U.S. House,2,,Under Votes,8,9,1
Douglas,02-10,U.S. House,2,,Under Votes,9,14,5
Douglas,02-11,U.S. House,2,,Under Votes,18,25,7
Douglas,02-12,U.S. House,2,,Under Votes,17,22,5
Douglas,02-13,U.S. House,2,,Under Votes,8,10,2
Douglas,02-14,U.S. House,2,,Under Votes,11,17,6
Douglas,02-15,U.S. House,2,,Under Votes,15,20,5
Douglas,02-16,U.S. House,2,,Under Votes,15,25,10
Douglas,02-17,U.S. House,2,,Under Votes,17,19,2
Douglas,02-18,U.S. House,2,,Under Votes,3,9,6
Douglas,02-19,U.S. House,2,,Under Votes,13,17,4
Douglas,02-20,U.S. House,2,,Under Votes,9,15,6
Douglas,02-21,U.S. House,2,,Under Votes,15,20,5
Douglas,02-22,U.S. House,2,,Under Votes,8,10,2
Douglas,02-23,U.S. House,2,,Under Votes,13,14,1
Douglas,03-01,U.S. House,2,,Under Votes,2,2,0
Douglas,03-02,U.S. House,2,,Under Votes,12,15,3
Douglas,03-03,U.S. House,2,,Under Votes,16,19,3
Douglas,03-04,U.S. House,2,,Under Votes,9,13,4
Douglas,03-05,U.S. House,2,,Under Votes,15,20,5
Douglas,03-06,U.S. House,2,,Under Votes,19,28,9
Douglas,03-07,U.S. House,2,,Under Votes,16,27,11
Douglas,03-08,U.S. House,2,,Under Votes,14,23,9
Douglas,03-09,U.S. House,2,,Under Votes,14,21,7
Douglas,03-10,U.S. House,2,,Under Votes,3,10,7
Douglas,03-11,U.S. House,2,,Under Votes,24,34,10
Douglas,03-12,U.S. House,2,,Under Votes,6,8,2
Douglas,03-13,U.S. House,2,,Under Votes,14,16,2
Douglas,03-14,U.S. House,2,,Under Votes,8,15,7
Douglas,03-15,U.S. House,2,,Under Votes,21,30,9
Douglas,03-16,U.S. House,2,,Under Votes,23,37,14
Douglas,03-17,U.S. House,2,,Under Votes,15,18,3
Douglas,03-18,U.S. House,2,,Under Votes,13,20,7
Douglas,03-19,U.S. House,2,,Under Votes,16,21,5
Douglas,03-20,U.S. House,2,,Under Votes,15,30,15
Douglas,03-21,U.S. House,2,,Under Votes,17,35,18
Douglas,04-01,U.S. House,2,,Under Votes,25,28,3
Douglas,04-02,U.S. House,2,,Under Votes,14,17,3
Douglas,04-03,U.S. House,2,,Under Votes,15,21,6
Douglas,04-04,U.S. House,2,,Under Votes,16,23,7
Douglas,04-05,U.S. House,2,,Under Votes,15,22,7
Douglas,04-06,U.S. House,2,,Under Votes,17,24,7
Douglas,04-07,U.S. House,2,,Under Votes,14,21,7
Douglas,04-08,U.S. House,2,,Under Votes,15,23,8
Douglas,04-09,U.S. House,2,,Under Votes,14,18,4
Douglas,04-10,U.S. House,2,,Under Votes,13,18,5
Douglas,04-11,U.S. House,2,,Under Votes,10,16,6
Douglas,04-12,U.S. House,2,,Under Votes,12,17,5
Douglas,04-13,U.S. House,2,,Under Votes,9,16,7
Douglas,04-14,U.S. House,2,,Under Votes,9,12,3
Douglas,04-15,U.S. House,2,,Under Votes,22,31,9
Douglas,04-16,U.S. House,2,,Under Votes,18,28,10
Douglas,04-17,U.S. House,2,,Under Votes,4,11,7
Douglas,04-18,U.S. House,2,,Under Votes,16,22,6
Douglas,05-01,U.S. House,2,,Under Votes,15,19,4
Douglas,05-02,U.S. House,2,,Under Votes,8,16,8
Douglas,05-03,U.S. House,2,,Under Votes,16,27,11
Douglas,05-04,U.S. House,2,,Under Votes,13,24,11
Douglas,05-05,U.S. House,2,,Under Votes,17,21,4
Douglas,05-06,U.S. House,2,,Under Votes,9,14,5
Douglas,05-07,U.S. House,2,,Under Votes,16,24,8
Douglas,05-08,U.S. House,2,,Under Votes,13,21,8
Douglas,05-09,U.S. House,2,,Under Votes,13,20,7
Douglas,05-10,U.S. House,2,,Under Votes,19,25,6
Douglas,05-11,U.S. House,2,,Under Votes,17,24,7
Douglas,05-12,U.S. House,2,,Under Votes,9,23,14
Douglas,05-13,U.S. House,2,,Under Votes,11,29,18
Douglas,05-14,U.S. House,2,,Under Votes,9,18,9
Douglas,05-15,U.S. House,2,,Under Votes,11,14,3
Douglas,05-16,U.S. House,2,,Under Votes,23,38,15
Douglas,05-17,U.S. House,2,,Under Votes,11,23,12
Douglas,05-18,U.S. House,2,,Under Votes,10,15,5
Douglas,05-19,U.S. House,2,,Under Votes,9,16,7
Douglas,05-20,U.S. House,2,,Under Votes,12,21,9
Douglas,05-21,U.S. House,2,,Under Votes,11,19,8
Douglas,05-22,U.S. House,2,,Under Votes,15,21,6
Douglas,05-23,U.S. House,2,,Under Votes,9,15,6
Douglas,05-24,U.S. House,2,,Under Votes,18,28,10
Douglas,05-25,U.S. House,2,,Under Votes,11,17,6
Douglas,05-26,U.S. House,2,,Under Votes,11,18,7
Douglas,05-27,U.S. House,2,,Under Votes,13,22,9
Douglas,05-28,U.S. House,2,,Under Votes,5,14,9
Douglas,05-29,U.S. House,2,,Under Votes,8,11,3
Douglas,05-30,U.S. House,2,,Under Votes,11,30,19
Douglas,05-31,U.S. House,2,,Under Votes,8,15,7
Douglas,05-32,U.S. House,2,,Under Votes,5,8,3
Douglas,05-33,U.S. House,2,,Under Votes,5,9,4
Douglas,06-01,U.S. House,2,,Under Votes,15,21,6
Douglas,06-02,U.S. House,2,,Under Votes,3,10,7
Douglas,06-03,U.S. House,2,,Under Votes,3,8,5
Douglas,06-04,U.S. House,2,,Under Votes,6,16,10
Douglas,06-05,U.S. House,2,,Under Votes,7,16,9
Douglas,06-06,U.S. House,2,,Under Votes,13,17,4
Douglas,06-07,U.S. House,2,,Under Votes,8,14,6
Douglas,06-08,U.S. House,2,,Under Votes,7,9,2
Douglas,06-09,U.S. House,2,,Under Votes,6,12,6
Douglas,06-10,U.S. House,2,,Under Votes,11,21,10
Douglas,06-11,U.S. House,2,,Under Votes,19,25,6
Douglas,06-12,U.S. House,2,,Under Votes,7,16,9
Douglas,06-13,U.S. House,2,,Under Votes,22,30,8
Douglas,06-14,U.S. House,2,,Under Votes,16,24,8
Douglas,06-15,U.S. House,2,,Under Votes,9,13,4
Douglas,06-16,U.S. House,2,,Under Votes,11,22,11
Douglas,06-17,U.S. House,2,,Under Votes,4,12,8
Douglas,06-18,U.S. House,2,,Under Votes,6,8,2
Douglas,06-19,U.S. House,2,,Under Votes,14,24,10
Douglas,06-20,U.S. House,2,,Under Votes,12,21,9
Douglas,06-21,U.S. House,2,,Under Votes,15,36,21
Douglas,06-22,U.S. House,2,,Under Votes,9,16,7
Douglas,06-23,U.S. House,2,,Under Votes,13,22,9
Douglas,06-24,U.S. House,2,,Under Votes,17,23,6
Douglas,06-25,U.S. House,2,,Under Votes,5,15,10
Douglas,06-26,U.S. House,2,,Under Votes,3,15,12
Douglas,06-27,U.S. House,2,,Under Votes,13,23,10
Douglas,06-28,U.S. House,2,,Under Votes,11,17,6
Douglas,06-29,U.S. House,2,,Under Votes,12,17,5
Douglas,06-30,U.S. House,2,,Under Votes,2,11,9
Douglas,07-01,U.S. House,2,,Under Votes,9,13,4
Douglas,07-02,U.S. House,2,,Under Votes,17,24,7
Douglas,07-03,U.S. House,2,,Under Votes,16,21,5
Douglas,07-04,U.S. House,2,,Under Votes,13,18,5
Douglas,07-05,U.S. House,2,,Under Votes,9,14,5
Douglas,07-06,U.S. House,2,,Under Votes,4,12,8
Douglas,07-07,U.S. House,2,,Under Votes,17,23,6
Douglas,07-08,U.S. House,2,,Under Votes,20,25,5
Douglas,07-09,U.S. House,2,,Under Votes,11,19,8
Douglas,07-10,U.S. House,2,,Under Votes,15,24,9
Douglas,07-11,U.S. House,2,,Under Votes,20,29,9
Douglas,07-12,U.S. House,2,,Under Votes,6,18,12
Douglas,07-13,U.S. House,2,,Under Votes,9,19,10
Douglas,07-14,U.S. House,2,,Under Votes,3,8,5
Douglas,07-15,U.S. House,2,,Under Votes,11,19,8
Douglas,07-16,U.S. House,2,,Under Votes,11,25,14
Douglas,07-17,U.S. House,2,,Under Votes,12,24,12
Douglas,07-18,U.S. House,2,,Under Votes,19,25,6
Douglas,07-19,U.S. House,2,,Under Votes,11,20,9
Douglas,07-20,U.S. House,2,,Under Votes,8,29,21
Douglas,07-21,U.S. House,2,,Under Votes,7,16,9
Douglas,07-22,U.S. House,2,,Under Votes,22,27,5
Douglas,07-23,U.S. House,2,,Under Votes,10,15,5
Douglas,07-24,U.S. House,2,,Under Votes,12,15,3
Douglas,07-25,U.S. House,2,,Under Votes,6,10,4
Douglas,07-26,U.S. House,2,,Under Votes,6,12,6
Douglas,07-27,U.S. House,2,,Under Votes,10,17,7
Douglas,07-28,U.S. House,2,,Under Votes,5,9,4
Douglas,07-29,U.S. House,2,,Under Votes,8,13,5
Douglas,07-30,U.S. House,2,,Under Votes,15,24,9
Douglas,07-31,U.S. House,2,,Under Votes,12,23,11
Douglas,07-32,U.S. House,2,,Under Votes,14,19,5
Douglas,07-33,U.S. House,2,,Under Votes,5,8,3
Douglas,07-34,U.S. House,2,,Under Votes,7,14,7
Douglas,08-01,U.S. House,2,,Under Votes,8,9,1
Douglas,08-02,U.S. House,2,,Under Votes,4,5,1
Douglas,08-03,U.S. House,2,,Under Votes,4,7,3
Douglas,08-04,U.S. House,2,,Under Votes,7,9,2
Douglas,08-05,U.S. House,2,,Under Votes,10,12,2
Douglas,08-06,U.S. House,2,,Under Votes,1,4,3
Douglas,08-07,U.S. House,2,,Under Votes,6,8,2
Douglas,08-08,U.S. House,2,,Under Votes,2,3,1
Douglas,08-09,U.S. House,2,,Under Votes,5,15,10
Douglas,08-10,U.S. House,2,,Under Votes,8,11,3
Douglas,08-11,U.S. House,2,,Under Votes,14,22,8
Douglas,08-12,U.S. House,2,,Under Votes,15,25,10
Douglas,08-13,U.S. House,2,,Under Votes,23,32,9
Douglas,08-14,U.S. House,2,,Under Votes,10,15,5
Douglas,08-15,U.S. House,2,,Under Votes,6,12,6
Douglas,08-16,U.S. House,2,,Under Votes,9,24,15
Douglas,08-17,U.S. House,2,,Under Votes,9,14,5
Douglas,08-18,U.S. House,2,,Under Votes,5,9,4
Douglas,08-19,U.S. House,2,,Under Votes,16,27,11
Douglas,08-20,U.S. House,2,,Under Votes,21,28,7
Douglas,08-23,U.S. House,2,,Under Votes,13,19,6
Douglas,08-24,U.S. House,2,,Under Votes,9,23,14
Douglas,08-27,U.S. House,2,,Under Votes,3,3,0
Douglas,08-31,U.S. House,2,,Under Votes,10,13,3
Douglas,08-35,U.S. House,2,,Under Votes,8,10,2
Douglas,08-36,U.S. House,2,,Under Votes,8,15,7
Douglas,08-37,U.S. House,2,,Under Votes,11,20,9
Douglas,08-39,U.S. House,2,,Under Votes,9,21,12
Douglas,08-40,U.S. House,2,,Under Votes,16,31,15
Douglas,08-41,U.S. House,2,,Under Votes,14,18,4
Douglas,08-42,U.S. House,2,,Under Votes,17,34,17
Douglas,08-43,U.S. House,2,,Under Votes,13,22,9
Douglas,08-44,U.S. House,2,,Under Votes,17,24,7
Douglas,08-45,U.S. House,2,,Under Votes,14,28,14
Douglas,08-46,U.S. House,2,,Under Votes,15,27,12
Douglas,08-47,U.S. House,2,,Under Votes,23,34,11
Douglas,08-48,U.S. House,2,,Under Votes,8,14,6
Douglas,08-49,U.S. House,2,,Under Votes,15,24,9
Douglas,08-50,U.S. House,2,,Under Votes,9,14,5
Douglas,08-51,U.S. House,2,,Under Votes,16,23,7
Douglas,08-52,U.S. House,2,,Under Votes,12,21,9
Douglas,08-53,U.S. House,2,,Under Votes,10,22,12
Douglas,08-54,U.S. House,2,,Under Votes,11,15,4
Douglas,08-55,U.S. House,2,,Under Votes,11,15,4
Douglas,03-13,State Senate,5,,Mike McDonnell,438,608,170
Douglas,04-04,State Senate,5,,Mike McDonnell,404,562,158
Douglas,04-05,State Senate,5,,Mike McDonnell,687,964,277
Douglas,04-06,State Senate,5,,Mike McDonnell,411,608,197
Douglas,04-07,State Senate,5,,Mike McDonnell,333,498,165
Douglas,04-08,State Senate,5,,Mike McDonnell,481,718,237
Douglas,04-10,State Senate,5,,Mike McDonnell,281,444,163
Douglas,04-11,State Senate,5,,Mike McDonnell,422,624,202
Douglas,04-12,State Senate,5,,Mike McDonnell,430,650,220
Douglas,04-15,State Senate,5,,Mike McDonnell,373,523,150
Douglas,04-16,State Senate,5,,Mike McDonnell,371,546,175
Douglas,04-17,State Senate,5,,Mike McDonnell,243,375,132
Douglas,03-13,State Senate,5,,Gilbert Ayala,152,222,70
Douglas,04-04,State Senate,5,,Gilbert Ayala,212,277,65
Douglas,04-05,State Senate,5,,Gilbert Ayala,176,243,67
Douglas,04-06,State Senate,5,,Gilbert Ayala,226,295,69
Douglas,04-07,State Senate,5,,Gilbert Ayala,136,182,46
Douglas,04-08,State Senate,5,,Gilbert Ayala,148,215,67
Douglas,04-10,State Senate,5,,Gilbert Ayala,239,322,83
Douglas,04-11,State Senate,5,,Gilbert Ayala,175,279,104
Douglas,04-12,State Senate,5,,Gilbert Ayala,181,246,65
Douglas,04-15,State Senate,5,,Gilbert Ayala,241,311,70
Douglas,04-16,State Senate,5,,Gilbert Ayala,219,285,66
Douglas,04-17,State Senate,5,,Gilbert Ayala,115,151,36
Douglas,03-13,State Senate,5,,Write-ins,5,9,4
Douglas,04-04,State Senate,5,,Write-ins,11,12,1
Douglas,04-05,State Senate,5,,Write-ins,8,9,1
Douglas,04-06,State Senate,5,,Write-ins,8,8,0
Douglas,04-07,State Senate,5,,Write-ins,6,8,2
Douglas,04-08,State Senate,5,,Write-ins,8,10,2
Douglas,04-10,State Senate,5,,Write-ins,12,13,1
Douglas,04-11,State Senate,5,,Write-ins,4,5,1
Douglas,04-12,State Senate,5,,Write-ins,7,9,2
Douglas,04-15,State Senate,5,,Write-ins,6,7,1
Douglas,04-16,State Senate,5,,Write-ins,5,8,3
Douglas,04-17,State Senate,5,,Write-ins,3,3,0
Douglas,03-13,State Senate,5,,Over Votes,0,0,0
Douglas,04-04,State Senate,5,,Over Votes,0,0,0
Douglas,04-05,State Senate,5,,Over Votes,1,1,0
Douglas,04-06,State Senate,5,,Over Votes,1,1,0
Douglas,04-07,State Senate,5,,Over Votes,0,1,1
Douglas,04-08,State Senate,5,,Over Votes,0,0,0
Douglas,04-10,State Senate,5,,Over Votes,0,1,1
Douglas,04-11,State Senate,5,,Over Votes,0,0,0
Douglas,04-12,State Senate,5,,Over Votes,0,1,1
Douglas,04-15,State Senate,5,,Over Votes,3,3,0
Douglas,04-16,State Senate,5,,Over Votes,0,1,1
Douglas,04-17,State Senate,5,,Over Votes,0,0,0
Douglas,03-13,State Senate,5,,Under Votes,117,149,32
Douglas,04-04,State Senate,5,,Under Votes,110,146,36
Douglas,04-05,State Senate,5,,Under Votes,113,156,43
Douglas,04-06,State Senate,5,,Under Votes,118,158,40
Douglas,04-07,State Senate,5,,Under Votes,69,92,23
Douglas,04-08,State Senate,5,,Under Votes,82,131,49
Douglas,04-10,State Senate,5,,Under Votes,84,112,28
Douglas,04-11,State Senate,5,,Under Votes,103,138,35
Douglas,04-12,State Senate,5,,Under Votes,121,161,40
Douglas,04-15,State Senate,5,,Under Votes,114,150,36
Douglas,04-16,State Senate,5,,Under Votes,127,176,49
Douglas,04-17,State Senate,5,,Under Votes,50,80,30
Douglas,02-18,State Senate,7,,Tony Vargas,58,113,55
Douglas,03-05,State Senate,7,,Tony Vargas,337,531,194
Douglas,03-06,State Senate,7,,Tony Vargas,358,518,160
Douglas,03-11,State Senate,7,,Tony Vargas,379,524,145
Douglas,03-21,State Senate,7,,Tony Vargas,421,658,237
Douglas,04-01,State Senate,7,,Tony Vargas,304,407,103
Douglas,04-02,State Senate,7,,Tony Vargas,272,379,107
Douglas,04-03,State Senate,7,,Tony Vargas,324,500,176
Douglas,04-09,State Senate,7,,Tony Vargas,239,334,95
Douglas,04-13,State Senate,7,,Tony Vargas,349,484,135
Douglas,04-14,State Senate,7,,Tony Vargas,229,314,85
Douglas,04-18,State Senate,7,,Tony Vargas,327,482,155
Douglas,02-18,State Senate,7,,John Synowiecki,33,77,44
Douglas,03-05,State Senate,7,,John Synowiecki,221,302,81
Douglas,03-06,State Senate,7,,John Synowiecki,180,265,85
Douglas,03-11,State Senate,7,,John Synowiecki,264,373,109
Douglas,03-21,State Senate,7,,John Synowiecki,211,324,113
Douglas,04-01,State Senate,7,,John Synowiecki,196,266,70
Douglas,04-02,State Senate,7,,John Synowiecki,260,402,142
Douglas,04-03,State Senate,7,,John Synowiecki,184,270,86
Douglas,04-09,State Senate,7,,John Synowiecki,121,194,73
Douglas,04-13,State Senate,7,,John Synowiecki,276,402,126
Douglas,04-14,State Senate,7,,John Synowiecki,143,201,58
Douglas,04-18,State Senate,7,,John Synowiecki,131,172,41
Douglas,02-18,State Senate,7,,Write-ins,0,0,0
Douglas,03-05,State Senate,7,,Write-ins,2,2,0
Douglas,03-06,State Senate,7,,Write-ins,8,10,2
Douglas,03-11,State Senate,7,,Write-ins,6,8,2
Douglas,03-21,State Senate,7,,Write-ins,3,4,1
Douglas,04-01,State Senate,7,,Write-ins,3,3,0
Douglas,04-02,State Senate,7,,Write-ins,6,7,1
Douglas,04-03,State Senate,7,,Write-ins,0,0,0
Douglas,04-09,State Senate,7,,Write-ins,4,4,0
Douglas,04-13,State Senate,7,,Write-ins,4,6,2
Douglas,04-14,State Senate,7,,Write-ins,2,4,2
Douglas,04-18,State Senate,7,,Write-ins,1,1,0
Douglas,02-18,State Senate,7,,Over Votes,0,0,0
Douglas,03-05,State Senate,7,,Over Votes,0,0,0
Douglas,03-06,State Senate,7,,Over Votes,1,1,0
Douglas,03-11,State Senate,7,,Over Votes,4,4,0
Douglas,03-21,State Senate,7,,Over Votes,0,2,2
Douglas,04-01,State Senate,7,,Over Votes,1,1,0
Douglas,04-02,State Senate,7,,Over Votes,1,1,0
Douglas,04-03,State Senate,7,,Over Votes,0,0,0
