"","county","precinct","district","office","party","candidate","votes"
"1","Scotts Bluff","Absentee/Early Vote",NA,"President","DEM","Hillary Clinton",956
"2","Scotts Bluff","Castle Rock A",NA,"President","DEM","Hillary Clinton",15
"3","Scotts Bluff","Castle Rock B",NA,"President","DEM","Hillary Clinton",12
"4","Scotts Bluff","Countywide",NA,"President","DEM","Hillary Clinton",56
"5","Scotts Bluff","Dewey-Tabor",NA,"President","DEM","Hillary Clinton",51
"6","Scotts Bluff","East Winter Creek",NA,"President","DEM","Hillary Clinton",42
"7","Scotts Bluff","Fanning",NA,"President","DEM","Hillary Clinton",42
"8","Scotts Bluff","Ford A & B",NA,"President","DEM","Hillary Clinton",24
"9","Scotts Bluff","Funston",NA,"President","DEM","Hillary Clinton",28
"10","Scotts Bluff","Gering (Rural)",NA,"President","DEM","Hillary Clinton",30
"11","Scotts Bluff","Gering I",NA,"President","DEM","Hillary Clinton",128
"12","Scotts Bluff","Gering II",NA,"President","DEM","Hillary Clinton",132
"13","Scotts Bluff","Gering III",NA,"President","DEM","Hillary Clinton",93
"14","Scotts Bluff","Gering IV",NA,"President","DEM","Hillary Clinton",118
"15","Scotts Bluff","Highland",NA,"President","DEM","Hillary Clinton",26
"16","Scotts Bluff","Kiowa-Lyman",NA,"President","DEM","Hillary Clinton",35
"17","Scotts Bluff","Minatare I & II",NA,"President","DEM","Hillary Clinton",54
"18","Scotts Bluff","Mitchell (Rural)",NA,"President","DEM","Hillary Clinton",25
"19","Scotts Bluff","Mitchell I",NA,"President","DEM","Hillary Clinton",64
"20","Scotts Bluff","Mitchell II",NA,"President","DEM","Hillary Clinton",34
"21","Scotts Bluff","Morrill",NA,"President","DEM","Hillary Clinton",56
"22","Scotts Bluff","New/Former Resident",NA,"President","DEM","Hillary Clinton",5
"23","Scotts Bluff","Roubadeau",NA,"President","DEM","Hillary Clinton",6
"24","Scotts Bluff","Scottsbluff 1",NA,"President","DEM","Hillary Clinton",124
"25","Scotts Bluff","Scottsbluff 2",NA,"President","DEM","Hillary Clinton",195
"26","Scotts Bluff","Scottsbluff 3",NA,"President","DEM","Hillary Clinton",138
"27","Scotts Bluff","Scottsbluff 4",NA,"President","DEM","Hillary Clinton",96
"28","Scotts Bluff","Scottsbluff 5",NA,"President","DEM","Hillary Clinton",109
"29","Scotts Bluff","Scottsbluff 6",NA,"President","DEM","Hillary Clinton",115
"30","Scotts Bluff","Scottsbluff 7",NA,"President","DEM","Hillary Clinton",127
"31","Scotts Bluff","Scottsbluff 8",NA,"President","DEM","Hillary Clinton",137
"32","Scotts Bluff","Terrytown I & II",NA,"President","DEM","Hillary Clinton",57
"33","Scotts Bluff","West Winter Creek",NA,"President","DEM","Hillary Clinton",77
"34","Scotts Bluff","Absentee/Early Vote",NA,"President","LIB","Gary Johnson",129
"35","Scotts Bluff","Castle Rock A",NA,"President","LIB","Gary Johnson",10
"36","Scotts Bluff","Castle Rock B",NA,"President","LIB","Gary Johnson",5
"37","Scotts Bluff","Countywide",NA,"President","LIB","Gary Johnson",13
"38","Scotts Bluff","Dewey-Tabor",NA,"President","LIB","Gary Johnson",8
"39","Scotts Bluff","East Winter Creek",NA,"President","LIB","Gary Johnson",14
"40","Scotts Bluff","Fanning",NA,"President","LIB","Gary Johnson",15
"41","Scotts Bluff","Ford A & B",NA,"President","LIB","Gary Johnson",6
"42","Scotts Bluff","Funston",NA,"President","LIB","Gary Johnson",6
"43","Scotts Bluff","Gering (Rural)",NA,"President","LIB","Gary Johnson",11
"44","Scotts Bluff","Gering I",NA,"President","LIB","Gary Johnson",37
"45","Scotts Bluff","Gering II",NA,"President","LIB","Gary Johnson",39
"46","Scotts Bluff","Gering III",NA,"President","LIB","Gary Johnson",29
"47","Scotts Bluff","Gering IV",NA,"President","LIB","Gary Johnson",35
"48","Scotts Bluff","Highland",NA,"President","LIB","Gary Johnson",3
"49","Scotts Bluff","Kiowa-Lyman",NA,"President","LIB","Gary Johnson",10
"50","Scotts Bluff","Minatare I & II",NA,"President","LIB","Gary Johnson",10
"51","Scotts Bluff","Mitchell (Rural)",NA,"President","LIB","Gary Johnson",10
"52","Scotts Bluff","Mitchell I",NA,"President","LIB","Gary Johnson",5
"53","Scotts Bluff","Mitchell II",NA,"President","LIB","Gary Johnson",7
"54","Scotts Bluff","Morrill",NA,"President","LIB","Gary Johnson",20
"55","Scotts Bluff","New/Former Resident",NA,"President","LIB","Gary Johnson",0
"56","Scotts Bluff","Roubadeau",NA,"President","LIB","Gary Johnson",1
"57","Scotts Bluff","Scottsbluff 1",NA,"President","LIB","Gary Johnson",32
"58","Scotts Bluff","Scottsbluff 2",NA,"President","LIB","Gary Johnson",30
"59","Scotts Bluff","Scottsbluff 3",NA,"President","LIB","Gary Johnson",21
"60","Scotts Bluff","Scottsbluff 4",NA,"President","LIB","Gary Johnson",17
"61","Scotts Bluff","Scottsbluff 5",NA,"President","LIB","Gary Johnson",29
"62","Scotts Bluff","Scottsbluff 6",NA,"President","LIB","Gary Johnson",37
"63","Scotts Bluff","Scottsbluff 7",NA,"President","LIB","Gary Johnson",32
"64","Scotts Bluff","Scottsbluff 8",NA,"President","LIB","Gary Johnson",31
"65","Scotts Bluff","Terrytown I & II",NA,"President","LIB","Gary Johnson",14
"66","Scotts Bluff","West Winter Creek",NA,"President","LIB","Gary Johnson",17
"67","Scotts Bluff","Absentee/Early Vote",NA,"President","","Jill Stein",22
"68","Scotts Bluff","Castle Rock A",NA,"President","","Jill Stein",1
"69","Scotts Bluff","Castle Rock B",NA,"President","","Jill Stein",0
"70","Scotts Bluff","Countywide",NA,"President","","Jill Stein",4
"71","Scotts Bluff","Dewey-Tabor",NA,"President","","Jill Stein",0
"72","Scotts Bluff","East Winter Creek",NA,"President","","Jill Stein",0
"73","Scotts Bluff","Fanning",NA,"President","","Jill Stein",2
"74","Scotts Bluff","Ford A & B",NA,"President","","Jill Stein",0
"75","Scotts Bluff","Funston",NA,"President","","Jill Stein",2
"76","Scotts Bluff","Gering (Rural)",NA,"President","","Jill Stein",2
"77","Scotts Bluff","Gering I",NA,"President","","Jill Stein",7
"78","Scotts Bluff","Gering II",NA,"President","","Jill Stein",6
"79","Scotts Bluff","Gering III",NA,"President","","Jill Stein",4
"80","Scotts Bluff","Gering IV",NA,"President","","Jill Stein",3
"81","Scotts Bluff","Highland",NA,"President","","Jill Stein",1
"82","Scotts Bluff","Kiowa-Lyman",NA,"President","","Jill Stein",3
"83","Scotts Bluff","Minatare I & II",NA,"President","","Jill Stein",1
"84","Scotts Bluff","Mitchell (Rural)",NA,"President","","Jill Stein",2
"85","Scotts Bluff","Mitchell I",NA,"President","","Jill Stein",1
"86","Scotts Bluff","Mitchell II",NA,"President","","Jill Stein",2
"87","Scotts Bluff","Morrill",NA,"President","","Jill Stein",4
"88","Scotts Bluff","New/Former Resident",NA,"President","","Jill Stein",0
